team_id,team_url,team,players_used_away,minutes_90s_away,cards_yellow_away,cards_red_away,cards_yellow_red_away,fouls_away,fouled_away,offsides_away,crosses_away,interceptions_away,tackles_won_away,pens_won_away,pens_conceded_away,own_goals_away,competition_id,season_id,id
922493f3,/en/squads/922493f3/2015-2016/Atalanta-Stats,vs Atalanta,33,38.0,107,7,4,609,597,98,799,597,552,0,0,4,11,2015-2016,b6b2bf6d-6719-47f4-af3a-3c124e5cf663
1d8099f8,/en/squads/1d8099f8/2015-2016/Bologna-Stats,vs Bologna,31,38.0,81,4,3,531,511,94,905,679,724,0,0,0,11,2015-2016,b6b2bf6d-6719-47f4-af3a-3c124e5cf663
71f07916,/en/squads/71f07916/2015-2016/Carpi-Stats,vs Carpi,35,38.0,94,9,5,579,607,89,934,651,610,0,0,4,11,2015-2016,b6b2bf6d-6719-47f4-af3a-3c124e5cf663
cc919b35,/en/squads/cc919b35/2015-2016/Chievo-Stats,vs Chievo,26,38.0,92,9,4,549,592,56,860,641,537,0,0,1,11,2015-2016,b6b2bf6d-6719-47f4-af3a-3c124e5cf663
a3d88bd8,/en/squads/a3d88bd8/2015-2016/Empoli-Stats,vs Empoli,29,38.0,114,4,4,702,476,158,820,721,770,0,0,1,11,2015-2016,b6b2bf6d-6719-47f4-af3a-3c124e5cf663
421387cf,/en/squads/421387cf/2015-2016/Fiorentina-Stats,vs Fiorentina,26,38.0,117,8,5,634,518,134,676,654,710,0,0,2,11,2015-2016,b6b2bf6d-6719-47f4-af3a-3c124e5cf663
6a7ad59d,/en/squads/6a7ad59d/2015-2016/Frosinone-Stats,vs Frosinone,28,38.0,98,7,3,579,583,50,1017,571,641,0,0,1,11,2015-2016,b6b2bf6d-6719-47f4-af3a-3c124e5cf663
658bf2de,/en/squads/658bf2de/2015-2016/Genoa-Stats,vs Genoa,30,38.0,105,8,5,572,590,89,786,680,684,0,0,1,11,2015-2016,b6b2bf6d-6719-47f4-af3a-3c124e5cf663
0e72edf2,/en/squads/0e72edf2/2015-2016/Hellas-Verona-Stats,vs Hellas Verona,32,38.0,88,6,4,570,593,120,822,639,607,0,0,0,11,2015-2016,b6b2bf6d-6719-47f4-af3a-3c124e5cf663
d609edc0,/en/squads/d609edc0/2015-2016/Internazionale-Stats,vs Inter,28,38.0,116,6,5,527,479,101,711,683,639,0,0,1,11,2015-2016,b6b2bf6d-6719-47f4-af3a-3c124e5cf663
e0652b02,/en/squads/e0652b02/2015-2016/Juventus-Stats,vs Juventus,28,38.0,110,6,3,599,546,39,515,650,777,0,0,3,11,2015-2016,b6b2bf6d-6719-47f4-af3a-3c124e5cf663
7213da33,/en/squads/7213da33/2015-2016/Lazio-Stats,vs Lazio,27,38.0,82,7,4,500,567,74,619,711,712,0,0,0,11,2015-2016,b6b2bf6d-6719-47f4-af3a-3c124e5cf663
dc56fe14,/en/squads/dc56fe14/2015-2016/Milan-Stats,vs Milan,30,38.0,108,5,4,612,551,92,734,648,738,0,0,0,11,2015-2016,b6b2bf6d-6719-47f4-af3a-3c124e5cf663
d48ad4ff,/en/squads/d48ad4ff/2015-2016/Napoli-Stats,vs Napoli,22,38.0,100,7,4,504,423,97,500,847,655,0,0,2,11,2015-2016,b6b2bf6d-6719-47f4-af3a-3c124e5cf663
ee058a17,/en/squads/ee058a17/2015-2016/Palermo-Stats,vs Palermo,31,38.0,92,6,3,580,599,97,923,646,770,0,0,1,11,2015-2016,b6b2bf6d-6719-47f4-af3a-3c124e5cf663
cf74a709,/en/squads/cf74a709/2015-2016/Roma-Stats,vs Roma,32,38.0,117,6,5,495,507,107,692,679,713,0,0,0,11,2015-2016,b6b2bf6d-6719-47f4-af3a-3c124e5cf663
8ff9e3b3,/en/squads/8ff9e3b3/2015-2016/Sampdoria-Stats,vs Sampdoria,35,38.0,108,3,3,585,531,69,980,734,587,0,0,3,11,2015-2016,b6b2bf6d-6719-47f4-af3a-3c124e5cf663
e2befd26,/en/squads/e2befd26/2015-2016/Sassuolo-Stats,vs Sassuolo,26,38.0,100,11,10,653,533,118,824,765,710,0,0,1,11,2015-2016,b6b2bf6d-6719-47f4-af3a-3c124e5cf663
105360fe,/en/squads/105360fe/2015-2016/Torino-Stats,vs Torino,27,38.0,97,5,3,517,621,47,691,598,574,0,0,3,11,2015-2016,b6b2bf6d-6719-47f4-af3a-3c124e5cf663
04eea015,/en/squads/04eea015/2015-2016/Udinese-Stats,vs Udinese,28,38.0,95,5,2,564,539,74,811,622,572,0,0,1,11,2015-2016,b6b2bf6d-6719-47f4-af3a-3c124e5cf663
