team_id,team_url,team,players_used,minutes_90s,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,competition_id,season_id,id
922493f3,/en/squads/922493f3/2024-2025/Atalanta-Stats,Atalanta,32,38.0,966,25.42,736,75,51,71,22,11,131,3.45,105,5,4,13,4,0,11,2024-2025,d37b31c9-ef8e-4aa3-8e87-a3614ae973c7
squads,/en/squads/1d8099f8/Bologna-Stats,Bologna,30,38.0,913,24.03,666,84,39,53,51,20,103,2.71,78,3,3,9,7,3,11,2024-2025,d37b31c9-ef8e-4aa3-8e87-a3614ae973c7
squads,/en/squads/c4260e09/Cagliari-Stats,Cagliari,28,38.0,748,19.68,516,88,36,66,34,8,71,1.87,54,4,2,5,5,1,11,2024-2025,d37b31c9-ef8e-4aa3-8e87-a3614ae973c7
squads,/en/squads/28c9c3cd/Como-Stats,Como,38,38.0,920,24.21,673,84,44,66,40,13,79,2.08,66,2,5,3,1,2,11,2024-2025,d37b31c9-ef8e-4aa3-8e87-a3614ae973c7
squads,/en/squads/a3d88bd8/Empoli-Stats,Empoli,34,38.0,638,16.79,452,53,41,35,39,18,51,1.34,35,4,5,4,2,1,11,2024-2025,d37b31c9-ef8e-4aa3-8e87-a3614ae973c7
squads,/en/squads/421387cf/Fiorentina-Stats,Fiorentina,34,38.0,799,21.03,579,59,51,50,45,15,100,2.63,65,8,9,10,8,0,11,2024-2025,d37b31c9-ef8e-4aa3-8e87-a3614ae973c7
squads,/en/squads/658bf2de/Genoa-Stats,Genoa,37,38.0,657,17.29,455,80,22,45,44,11,61,1.61,45,7,1,6,2,0,11,2024-2025,d37b31c9-ef8e-4aa3-8e87-a3614ae973c7
squads,/en/squads/0e72edf2/Hellas-Verona-Stats,Hellas Verona,32,38.0,640,16.84,459,66,31,40,31,13,48,1.26,29,5,3,6,3,2,11,2024-2025,d37b31c9-ef8e-4aa3-8e87-a3614ae973c7
d609edc0,/en/squads/d609edc0/2024-2025/Internazionale-Stats,Inter,26,38.0,1028,27.06,781,97,31,62,42,15,133,3.50,99,10,5,10,8,1,11,2024-2025,d37b31c9-ef8e-4aa3-8e87-a3614ae973c7
e0652b02,/en/squads/e0652b02/2024-2025/Juventus-Stats,Juventus,29,38.0,908,23.89,690,60,55,58,31,14,94,2.47,69,5,8,7,3,2,11,2024-2025,d37b31c9-ef8e-4aa3-8e87-a3614ae973c7
squads,/en/squads/7213da33/Lazio-Stats,Lazio,27,38.0,954,25.11,712,67,49,76,32,18,103,2.71,76,4,7,10,5,1,11,2024-2025,d37b31c9-ef8e-4aa3-8e87-a3614ae973c7
squads,/en/squads/ffcbe334/Lecce-Stats,Lecce,31,38.0,777,20.45,547,77,38,45,50,20,47,1.24,36,3,1,4,3,0,11,2024-2025,d37b31c9-ef8e-4aa3-8e87-a3614ae973c7
squads,/en/squads/dc56fe14/Milan-Stats,Milan,35,38.0,1011,26.61,749,70,72,62,39,19,107,2.82,69,7,6,14,8,3,11,2024-2025,d37b31c9-ef8e-4aa3-8e87-a3614ae973c7
squads,/en/squads/21680aa4/Monza-Stats,Monza,36,38.0,588,15.47,437,56,25,34,31,5,43,1.13,32,3,1,6,0,1,11,2024-2025,d37b31c9-ef8e-4aa3-8e87-a3614ae973c7
d48ad4ff,/en/squads/d48ad4ff/2024-2025/Napoli-Stats,Napoli,27,38.0,882,23.21,672,70,39,61,28,12,100,2.63,75,4,7,6,7,1,11,2024-2025,d37b31c9-ef8e-4aa3-8e87-a3614ae973c7
squads,/en/squads/eab4234c/Parma-Stats,Parma,32,38.0,749,19.71,542,61,49,37,45,15,73,1.92,47,6,7,6,5,2,11,2024-2025,d37b31c9-ef8e-4aa3-8e87-a3614ae973c7
squads,/en/squads/cf74a709/Roma-Stats,Roma,28,38.0,934,24.58,695,81,34,67,47,10,95,2.50,67,3,4,11,8,2,11,2024-2025,d37b31c9-ef8e-4aa3-8e87-a3614ae973c7
squads,/en/squads/105360fe/Torino-Stats,Torino,31,38.0,663,17.45,500,52,24,48,29,10,58,1.53,38,6,4,5,4,1,11,2024-2025,d37b31c9-ef8e-4aa3-8e87-a3614ae973c7
squads,/en/squads/04eea015/Udinese-Stats,Udinese,31,38.0,757,19.92,557,67,31,52,31,19,61,1.61,33,4,5,14,3,2,11,2024-2025,d37b31c9-ef8e-4aa3-8e87-a3614ae973c7
squads,/en/squads/af5d5982/Venezia-Stats,Venezia,36,38.0,685,18.03,491,67,37,36,45,9,49,1.29,26,5,3,8,7,0,11,2024-2025,d37b31c9-ef8e-4aa3-8e87-a3614ae973c7
