rank,team_id,team_url,team,logo_url,home_games,home_wins,home_ties,home_losses,home_goals_for,home_goals_against,home_goal_diff,home_points,home_points_avg,home_xg_for,home_xg_against,home_xg_diff,home_xg_diff_per90,away_games,away_wins,away_ties,away_losses,away_goals_for,away_goals_against,away_goal_diff,away_points,away_points_avg,away_xg_for,away_xg_against,away_xg_diff,away_xg_diff_per90,competition_id,season_id,id
11,e2befd26,/en/squads/e2befd26/2017-2018/Sassuolo-Stats,Sassuolo,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.e2befd26.png,19,4,7,8,11,22,-11,19,1.00,21.7,20.0,+1.7,+0.09,19,7,3,9,18,37,-19,24,1.26,24.6,28.9,-4.3,-0.23,11,2017-2018,afe13e33-ffe0-40a3-8d0d-34e80abb2c82
12,658bf2de,/en/squads/658bf2de/2017-2018/Genoa-Stats,Genoa,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.658bf2de.png,19,6,3,10,23,27,-4,21,1.11,27.2,23.2,+4.0,+0.21,19,5,5,9,10,16,-6,20,1.05,16.3,19.4,-3.1,-0.16,11,2017-2018,afe13e33-ffe0-40a3-8d0d-34e80abb2c82
13,cc919b35,/en/squads/cc919b35/2017-2018/Chievo-Stats,Chievo,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.cc919b35.png,19,7,6,6,22,24,-2,27,1.42,16.9,22.3,-5.4,-0.28,19,3,4,12,14,35,-21,13,0.68,17.1,32.9,-15.8,-0.83,11,2017-2018,afe13e33-ffe0-40a3-8d0d-34e80abb2c82
14,04eea015,/en/squads/04eea015/2017-2018/Udinese-Stats,Udinese,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.04eea015.png,19,6,2,11,24,30,-6,20,1.05,21.9,21.0,+0.9,+0.05,19,6,2,11,24,33,-9,20,1.05,21.3,28.3,-6.9,-0.36,11,2017-2018,afe13e33-ffe0-40a3-8d0d-34e80abb2c82
15,1d8099f8,/en/squads/1d8099f8/2017-2018/Bologna-Stats,Bologna,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.1d8099f8.png,19,6,4,9,25,26,-1,22,1.16,18.4,25.4,-7.0,-0.37,19,5,2,12,15,26,-11,17,0.89,18.2,26.0,-7.8,-0.41,11,2017-2018,afe13e33-ffe0-40a3-8d0d-34e80abb2c82
16,c4260e09,/en/squads/c4260e09/2017-2018/Cagliari-Stats,Cagliari,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.c4260e09.png,19,6,3,10,18,30,-12,21,1.11,24.1,27.8,-3.7,-0.19,19,5,3,11,15,31,-16,18,0.95,15.6,31.5,-15.8,-0.83,11,2017-2018,afe13e33-ffe0-40a3-8d0d-34e80abb2c82
17,1d2fe027,/en/squads/1d2fe027/2017-2018/SPAL-Stats,SPAL,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.1d2fe027.png,19,5,8,6,22,29,-7,23,1.21,20.6,24.3,-3.7,-0.20,19,3,6,10,17,30,-13,15,0.79,15.2,33.4,-18.2,-0.96,11,2017-2018,afe13e33-ffe0-40a3-8d0d-34e80abb2c82
18,3074d7b1,/en/squads/3074d7b1/2017-2018/Crotone-Stats,Crotone,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.3074d7b1.png,19,6,6,7,23,25,-2,24,1.26,18.8,25.3,-6.5,-0.34,19,3,2,14,17,41,-24,11,0.58,15.8,33.3,-17.5,-0.92,11,2017-2018,afe13e33-ffe0-40a3-8d0d-34e80abb2c82
19,0e72edf2,/en/squads/0e72edf2/2017-2018/Hellas-Verona-Stats,Hellas Verona,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.0e72edf2.png,19,5,1,13,14,35,-21,16,0.84,16.1,29.3,-13.3,-0.70,19,2,3,14,16,43,-27,9,0.47,16.9,40.8,-23.9,-1.26,11,2017-2018,afe13e33-ffe0-40a3-8d0d-34e80abb2c82
20,4fcb34fd,/en/squads/4fcb34fd/2017-2018/Benevento-Stats,Benevento,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.4fcb34fd.png,19,5,2,12,23,40,-17,17,0.89,24.3,37.3,-13.0,-0.68,19,1,1,17,10,44,-34,4,0.21,14.0,36.0,-22.0,-1.16,11,2017-2018,afe13e33-ffe0-40a3-8d0d-34e80abb2c82
