rank,team_id,team_url,team,logo_url,home_games,home_wins,home_ties,home_losses,home_goals_for,home_goals_against,home_goal_diff,home_points,home_points_avg,home_xg_for,home_xg_against,home_xg_diff,home_xg_diff_per90,away_games,away_wins,away_ties,away_losses,away_goals_for,away_goals_against,away_goal_diff,away_points,away_points_avg,away_xg_for,away_xg_against,away_xg_diff,away_xg_diff_per90,competition_id,season_id,id
1,e0652b02,/en/squads/e0652b02/2017-2018/Juventus-Stats,Juventus,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.e0652b02.png,19,16,1,2,45,8,+37,49,2.58,31.8,13.2,+18.6,+0.98,19,14,4,1,41,16,+25,46,2.42,23.5,14.2,+9.3,+0.49,11,2017-2018,afe13e33-ffe0-40a3-8d0d-34e80abb2c82
2,d48ad4ff,/en/squads/d48ad4ff/2017-2018/Napoli-Stats,Napoli,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.d48ad4ff.png,19,14,3,2,43,18,+25,45,2.37,39.3,12.9,+26.4,+1.39,19,14,4,1,34,11,+23,46,2.42,27.9,14.2,+13.6,+0.72,11,2017-2018,afe13e33-ffe0-40a3-8d0d-34e80abb2c82
3,cf74a709,/en/squads/cf74a709/2017-2018/Roma-Stats,Roma,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.cf74a709.png,19,11,2,6,31,19,+12,35,1.84,35.2,18.0,+17.2,+0.91,19,12,6,1,30,9,+21,42,2.21,28.2,19.3,+8.9,+0.47,11,2017-2018,afe13e33-ffe0-40a3-8d0d-34e80abb2c82
4,d609edc0,/en/squads/d609edc0/2017-2018/Internazionale-Stats,Inter,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.d609edc0.png,19,11,5,3,37,16,+21,38,2.00,30.4,15.8,+14.6,+0.77,19,9,7,3,29,14,+15,34,1.79,26.4,21.4,+5.0,+0.26,11,2017-2018,afe13e33-ffe0-40a3-8d0d-34e80abb2c82
5,7213da33,/en/squads/7213da33/2017-2018/Lazio-Stats,Lazio,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.7213da33.png,19,9,5,5,45,21,+24,32,1.68,31.4,20.0,+11.4,+0.60,19,12,4,3,44,28,+16,40,2.11,32.3,23.9,+8.5,+0.45,11,2017-2018,afe13e33-ffe0-40a3-8d0d-34e80abb2c82
6,dc56fe14,/en/squads/dc56fe14/2017-2018/Milan-Stats,Milan,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.dc56fe14.png,19,10,5,4,25,16,+9,35,1.84,28.6,15.0,+13.6,+0.72,19,8,5,6,31,26,+5,29,1.53,22.6,21.9,+0.7,+0.04,11,2017-2018,afe13e33-ffe0-40a3-8d0d-34e80abb2c82
7,922493f3,/en/squads/922493f3/2017-2018/Atalanta-Stats,Atalanta,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.922493f3.png,19,9,6,4,30,18,+12,33,1.74,31.2,18.7,+12.5,+0.66,19,7,6,6,27,21,+6,27,1.42,32.9,17.9,+15.0,+0.79,11,2017-2018,afe13e33-ffe0-40a3-8d0d-34e80abb2c82
8,421387cf,/en/squads/421387cf/2017-2018/Fiorentina-Stats,Fiorentina,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.421387cf.png,19,8,5,6,27,22,+5,29,1.53,29.0,19.3,+9.7,+0.51,19,8,4,7,27,24,+3,28,1.47,25.5,21.5,+4.0,+0.21,11,2017-2018,afe13e33-ffe0-40a3-8d0d-34e80abb2c82
9,105360fe,/en/squads/105360fe/2017-2018/Torino-Stats,Torino,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.105360fe.png,19,8,6,5,29,18,+11,30,1.58,25.9,21.6,+4.3,+0.23,19,5,9,5,25,28,-3,24,1.26,20.1,25.5,-5.4,-0.28,11,2017-2018,afe13e33-ffe0-40a3-8d0d-34e80abb2c82
10,8ff9e3b3,/en/squads/8ff9e3b3/2017-2018/Sampdoria-Stats,Sampdoria,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.8ff9e3b3.png,19,12,3,4,36,20,+16,39,2.05,31.1,26.4,+4.7,+0.25,19,4,3,12,20,40,-20,15,0.79,22.4,33.9,-11.5,-0.61,11,2017-2018,afe13e33-ffe0-40a3-8d0d-34e80abb2c82
