team_id,team_url,team,players_used_away,minutes_90s_away,sca_away,sca_per90_away,sca_passes_live_away,sca_passes_dead_away,sca_take_ons_away,sca_shots_away,sca_fouled_away,sca_defense_away,gca_away,gca_per90_away,gca_passes_live_away,gca_passes_dead_away,gca_take_ons_away,gca_shots_away,gca_fouled_away,gca_defense_away,competition_id,season_id,id
922493f3,/en/squads/922493f3/2022-2023/Atalanta-Stats,vs Atalanta,27,38.0,781,20.55,586,61,44,39,40,11,79,2.08,59,4,7,5,3,1,11,2022-2023,dfb32f1b-569f-4827-8919-ed74c59d1e6b
1d8099f8,/en/squads/1d8099f8/2022-2023/Bologna-Stats,vs Bologna,27,38.0,824,21.68,569,82,55,64,41,13,74,1.95,49,5,5,7,7,1,11,2022-2023,dfb32f1b-569f-4827-8919-ed74c59d1e6b
9aad3a77,/en/squads/9aad3a77/2022-2023/Cremonese-Stats,vs Cremonese,33,38.0,1027,27.03,721,109,59,73,47,18,122,3.21,83,7,8,13,9,2,11,2022-2023,dfb32f1b-569f-4827-8919-ed74c59d1e6b
a3d88bd8,/en/squads/a3d88bd8/2022-2023/Empoli-Stats,vs Empoli,32,38.0,1086,28.58,797,110,38,72,50,19,84,2.21,58,11,2,10,3,0,11,2022-2023,dfb32f1b-569f-4827-8919-ed74c59d1e6b
421387cf,/en/squads/421387cf/2022-2023/Fiorentina-Stats,vs Fiorentina,30,38.0,596,15.68,419,56,45,36,28,12,71,1.87,52,3,5,5,5,1,11,2022-2023,dfb32f1b-569f-4827-8919-ed74c59d1e6b
0e72edf2,/en/squads/0e72edf2/2022-2023/Hellas-Verona-Stats,vs Hellas Verona,36,38.0,935,24.61,675,89,53,60,46,12,97,2.55,76,5,10,3,3,0,11,2022-2023,dfb32f1b-569f-4827-8919-ed74c59d1e6b
d609edc0,/en/squads/d609edc0/2022-2023/Internazionale-Stats,vs Inter,25,38.0,759,19.97,579,64,27,38,39,12,70,1.84,54,7,0,4,5,0,11,2022-2023,dfb32f1b-569f-4827-8919-ed74c59d1e6b
e0652b02,/en/squads/e0652b02/2022-2023/Juventus-Stats,vs Juventus,29,38.0,795,20.92,614,66,35,39,28,13,53,1.39,35,3,4,8,2,1,11,2022-2023,dfb32f1b-569f-4827-8919-ed74c59d1e6b
7213da33,/en/squads/7213da33/2022-2023/Lazio-Stats,vs Lazio,24,38.0,812,21.37,583,76,55,54,31,13,53,1.39,38,3,2,5,3,2,11,2022-2023,dfb32f1b-569f-4827-8919-ed74c59d1e6b
ffcbe334,/en/squads/ffcbe334/2022-2023/Lecce-Stats,vs Lecce,29,38.0,781,20.55,561,78,40,42,52,8,73,1.92,53,3,6,4,7,0,11,2022-2023,dfb32f1b-569f-4827-8919-ed74c59d1e6b
dc56fe14,/en/squads/dc56fe14/2022-2023/Milan-Stats,vs Milan,30,38.0,709,18.66,513,70,32,37,44,13,74,1.95,46,7,6,5,8,2,11,2022-2023,dfb32f1b-569f-4827-8919-ed74c59d1e6b
21680aa4,/en/squads/21680aa4/2022-2023/Monza-Stats,vs Monza,31,38.0,869,22.87,635,84,43,54,39,14,85,2.24,62,5,4,11,2,1,11,2022-2023,dfb32f1b-569f-4827-8919-ed74c59d1e6b
d48ad4ff,/en/squads/d48ad4ff/2022-2023/Napoli-Stats,vs Napoli,27,38.0,644,16.95,459,61,39,38,24,23,48,1.26,32,2,5,7,0,2,11,2022-2023,dfb32f1b-569f-4827-8919-ed74c59d1e6b
cf74a709,/en/squads/cf74a709/2022-2023/Roma-Stats,vs Roma,30,38.0,703,18.50,512,62,36,39,46,8,60,1.58,41,3,1,11,4,0,11,2022-2023,dfb32f1b-569f-4827-8919-ed74c59d1e6b
c5577084,/en/squads/c5577084/2022-2023/Salernitana-Stats,vs Salernitana,30,38.0,1030,27.11,754,80,65,73,46,12,106,2.79,73,4,6,13,9,1,11,2022-2023,dfb32f1b-569f-4827-8919-ed74c59d1e6b
8ff9e3b3,/en/squads/8ff9e3b3/2022-2023/Sampdoria-Stats,vs Sampdoria,40,38.0,1044,27.47,741,101,57,80,54,11,119,3.13,89,8,7,8,6,1,11,2022-2023,dfb32f1b-569f-4827-8919-ed74c59d1e6b
e2befd26,/en/squads/e2befd26/2022-2023/Sassuolo-Stats,vs Sassuolo,31,38.0,845,22.24,622,86,40,45,29,23,97,2.55,74,4,8,7,2,2,11,2022-2023,dfb32f1b-569f-4827-8919-ed74c59d1e6b
68449f6d,/en/squads/68449f6d/2022-2023/Spezia-Stats,vs Spezia,34,38.0,1044,27.47,731,107,63,85,45,13,104,2.74,74,7,9,9,5,0,11,2022-2023,dfb32f1b-569f-4827-8919-ed74c59d1e6b
105360fe,/en/squads/105360fe/2022-2023/Torino-Stats,vs Torino,28,38.0,755,19.87,561,71,26,49,37,11,70,1.84,47,8,2,8,5,0,11,2022-2023,dfb32f1b-569f-4827-8919-ed74c59d1e6b
04eea015,/en/squads/04eea015/2022-2023/Udinese-Stats,vs Udinese,30,38.0,806,21.21,555,80,45,57,53,16,86,2.26,64,2,6,6,7,1,11,2022-2023,dfb32f1b-569f-4827-8919-ed74c59d1e6b
