team_id,team_url,team,players_used_away,minutes_90s_away,passes_completed_away,passes_away,passes_pct_away,passes_total_distance_away,passes_progressive_distance_away,passes_completed_short_away,passes_short_away,passes_pct_short_away,passes_completed_medium_away,passes_medium_away,passes_pct_medium_away,passes_completed_long_away,passes_long_away,passes_pct_long_away,assists_away,xg_assist_away,pass_xa_away,xg_assist_net_away,assisted_shots_away,passes_into_final_third_away,passes_into_penalty_area_away,crosses_into_penalty_area_away,progressive_passes_away,competition_id,season_id,id
922493f3,/en/squads/922493f3/2021-2022/Atalanta-Stats,vs Atalanta,32,38.0,13368,17503,76.4,240357,96471,6038,7014,86.1,5388,6478,83.2,1560,2901,53.8,29,32.0,23.8,-3.0,287,969,221,61,1122,11,2021-2022,06061956-eaa3-4eb2-a64e-a7f0ed0da51d
1d8099f8,/en/squads/1d8099f8/2021-2022/Bologna-Stats,vs Bologna,36,38.0,14275,17994,79.3,250698,89430,6556,7471,87.8,5582,6604,84.5,1627,2789,58.3,32,35.9,35.3,-3.9,396,1245,312,83,1454,11,2021-2022,06061956-eaa3-4eb2-a64e-a7f0ed0da51d
c4260e09,/en/squads/c4260e09/2021-2022/Cagliari-Stats,vs Cagliari,33,38.0,15763,19924,79.1,276729,102189,7231,8273,87.4,6483,7634,84.9,1621,2904,55.8,41,43.6,39.8,-2.6,396,1173,382,88,1597,11,2021-2022,06061956-eaa3-4eb2-a64e-a7f0ed0da51d
a3d88bd8,/en/squads/a3d88bd8/2021-2022/Empoli-Stats,vs Empoli,28,38.0,14955,18693,80.0,270778,103998,6818,7698,88.6,5689,6745,84.3,1970,3134,62.9,44,48.2,51.7,-4.2,523,1209,418,107,1678,11,2021-2022,06061956-eaa3-4eb2-a64e-a7f0ed0da51d
421387cf,/en/squads/421387cf/2021-2022/Fiorentina-Stats,vs Fiorentina,28,38.0,11993,15395,77.9,211718,82263,5399,6137,88.0,4923,5761,85.5,1264,2443,51.7,33,30.3,22.6,+2.7,261,714,198,53,979,11,2021-2022,06061956-eaa3-4eb2-a64e-a7f0ed0da51d
658bf2de,/en/squads/658bf2de/2021-2022/Genoa-Stats,vs Genoa,40,38.0,15866,20272,78.3,290094,105055,6924,8090,85.6,6679,7878,84.8,1900,3139,60.5,35,38.7,38.3,-3.7,388,1165,338,79,1572,11,2021-2022,06061956-eaa3-4eb2-a64e-a7f0ed0da51d
0e72edf2,/en/squads/0e72edf2/2021-2022/Hellas-Verona-Stats,vs Hellas Verona,31,38.0,12510,17056,73.3,224821,92542,5616,6705,83.8,4959,6187,80.2,1503,3030,49.6,38,35.5,28.6,+2.5,350,983,282,94,1159,11,2021-2022,06061956-eaa3-4eb2-a64e-a7f0ed0da51d
d609edc0,/en/squads/d609edc0/2021-2022/Internazionale-Stats,vs Inter,27,38.0,13450,16669,80.7,238181,85007,6154,6960,88.4,5370,6191,86.7,1535,2614,58.7,19,25.5,23.9,-6.5,298,856,227,63,1095,11,2021-2022,06061956-eaa3-4eb2-a64e-a7f0ed0da51d
e0652b02,/en/squads/e0652b02/2021-2022/Juventus-Stats,vs Juventus,32,38.0,15048,18611,80.9,259034,89304,7164,8073,88.7,5986,6954,86.1,1453,2545,57.1,21,24.3,26.4,-3.3,337,1213,288,81,1471,11,2021-2022,06061956-eaa3-4eb2-a64e-a7f0ed0da51d
7213da33,/en/squads/7213da33/2021-2022/Lazio-Stats,vs Lazio,27,38.0,15276,18668,81.8,278250,92944,6571,7369,89.2,6643,7517,88.4,1698,2822,60.2,40,34.3,30.1,+5.7,347,954,308,88,1293,11,2021-2022,06061956-eaa3-4eb2-a64e-a7f0ed0da51d
