team_id,team_url,team,players_used,avg_age,possession,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,competition_id,season_id,id
922493f3,/en/squads/922493f3/2017-2018/Atalanta-Stats,Atalanta,25,25.7,55.4,38,418,"3,420",38.0,57,38,95,52,5,9,66,,64.1,57.2,44.7,101.8,933,1920,1.50,1.00,2.50,1.37,2.37,1.69,1.18,2.86,1.50,2.68,11,2017-2018,abe493a4-15a4-40d7-8a67-d2a792d6a51a
4fcb34fd,/en/squads/4fcb34fd/2017-2018/Benevento-Stats,Benevento,41,26.0,47.5,38,418,"3,420",38.0,32,23,55,30,2,3,79,,38.3,36.0,28.8,64.7,772,1216,0.84,0.61,1.45,0.79,1.39,1.01,0.76,1.77,0.95,1.70,11,2017-2018,abe493a4-15a4-40d7-8a67-d2a792d6a51a
1d8099f8,/en/squads/1d8099f8/2017-2018/Bologna-Stats,Bologna,30,26.8,46.8,38,418,"3,420",38.0,37,18,55,35,2,3,101,,36.6,34.3,24.3,58.6,586,1344,0.97,0.47,1.45,0.92,1.39,0.96,0.64,1.60,0.90,1.54,11,2017-2018,abe493a4-15a4-40d7-8a67-d2a792d6a51a
c4260e09,/en/squads/c4260e09/2017-2018/Cagliari-Stats,Cagliari,29,27.1,45.3,38,418,"3,420",38.0,33,21,54,29,4,7,96,,39.7,34.2,27.4,61.6,464,1348,0.87,0.55,1.42,0.76,1.32,1.04,0.72,1.77,0.90,1.62,11,2017-2018,abe493a4-15a4-40d7-8a67-d2a792d6a51a
cc919b35,/en/squads/cc919b35/2017-2018/Chievo-Stats,Chievo,25,30.3,44.4,38,418,"3,420",38.0,36,20,56,35,1,2,75,,34.1,32.5,25.2,57.7,554,1358,0.95,0.53,1.47,0.92,1.45,0.90,0.66,1.56,0.85,1.52,11,2017-2018,abe493a4-15a4-40d7-8a67-d2a792d6a51a
3074d7b1,/en/squads/3074d7b1/2017-2018/Crotone-Stats,Crotone,29,25.6,39.9,38,418,"3,420",38.0,38,21,59,36,2,3,65,,34.6,32.2,23.4,55.6,472,1250,1.00,0.55,1.55,0.95,1.50,0.91,0.62,1.53,0.85,1.46,11,2017-2018,abe493a4-15a4-40d7-8a67-d2a792d6a51a
421387cf,/en/squads/421387cf/2017-2018/Fiorentina-Stats,Fiorentina,27,25.0,52.6,38,418,"3,420",38.0,53,32,85,46,7,8,89,,54.5,48.3,37.9,86.2,737,1695,1.39,0.84,2.24,1.21,2.05,1.43,1.00,2.43,1.27,2.27,11,2017-2018,abe493a4-15a4-40d7-8a67-d2a792d6a51a
658bf2de,/en/squads/658bf2de/2017-2018/Genoa-Stats,Genoa,33,27.9,46.3,38,418,"3,420",38.0,31,18,49,27,4,5,75,,43.5,39.6,31.9,71.5,699,1475,0.82,0.47,1.29,0.71,1.18,1.15,0.84,1.99,1.04,1.88,11,2017-2018,abe493a4-15a4-40d7-8a67-d2a792d6a51a
0e72edf2,/en/squads/0e72edf2/2017-2018/Hellas-Verona-Stats,Hellas Verona,32,25.9,41.9,38,418,"3,420",38.0,30,19,49,23,7,7,98,,33.0,27.7,21.1,48.8,635,1077,0.79,0.50,1.29,0.61,1.11,0.87,0.56,1.42,0.73,1.28,11,2017-2018,abe493a4-15a4-40d7-8a67-d2a792d6a51a
d609edc0,/en/squads/d609edc0/2017-2018/Internazionale-Stats,Inter,22,27.6,57.1,38,418,"3,420",38.0,64,34,98,58,6,7,69,,56.7,51.3,43.8,95.2,947,1877,1.68,0.89,2.58,1.53,2.42,1.49,1.15,2.65,1.35,2.51,11,2017-2018,abe493a4-15a4-40d7-8a67-d2a792d6a51a
