team_id,team_url,team,players_used,possession,minutes_90s,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,competition_id,season_id,id
922493f3,/en/squads/922493f3/2024-2025/Atalanta-Stats,Atalanta,32,55.3,38.0,25020,2035,6907,11325,7007,1076,25013,645,257,39.8,330,51.2,15076,80503,42064,897,696,254,574,362,17329,1808,11,2024-2025,49a0f1be-b6e3-4ff6-baf5-6a4cca975f0c
squads,/en/squads/1d8099f8/Bologna-Stats,Bologna,30,58.1,38.0,23304,2070,6703,10984,5817,831,23297,555,221,39.8,266,47.9,13684,70992,33468,639,422,167,598,361,15512,1457,11,2024-2025,49a0f1be-b6e3-4ff6-baf5-6a4cca975f0c
squads,/en/squads/c4260e09/Cagliari-Stats,Cagliari,28,44.9,38.0,19802,2531,7637,8203,4166,645,19799,552,228,41.3,274,49.6,10679,52998,25903,506,339,115,585,294,11974,1140,11,2024-2025,49a0f1be-b6e3-4ff6-baf5-6a4cca975f0c
squads,/en/squads/28c9c3cd/Como-Stats,Como,38,54.6,38.0,23246,2359,7668,10461,5315,791,23244,622,264,42.4,288,46.3,14108,70678,35128,658,463,202,577,360,15729,1371,11,2024-2025,49a0f1be-b6e3-4ff6-baf5-6a4cca975f0c
squads,/en/squads/a3d88bd8/Empoli-Stats,Empoli,34,41.7,38.0,18255,2279,6509,8088,3861,562,18252,505,212,42.0,238,47.1,8486,43445,20518,428,284,102,594,349,9986,1004,11,2024-2025,49a0f1be-b6e3-4ff6-baf5-6a4cca975f0c
squads,/en/squads/421387cf/Fiorentina-Stats,Fiorentina,34,51.0,38.0,21431,2419,7306,9857,4479,671,21423,600,270,45.0,254,42.3,12538,66795,32278,620,479,164,535,306,14051,1226,11,2024-2025,49a0f1be-b6e3-4ff6-baf5-6a4cca975f0c
squads,/en/squads/658bf2de/Genoa-Stats,Genoa,37,45.6,38.0,20080,2523,7477,8829,3958,644,20078,505,187,37.0,260,51.5,10006,52887,25471,470,343,112,593,289,11902,967,11,2024-2025,49a0f1be-b6e3-4ff6-baf5-6a4cca975f0c
squads,/en/squads/0e72edf2/Hellas-Verona-Stats,Hellas Verona,32,38.7,38.0,17659,2055,5973,8025,3869,532,17657,508,228,44.9,233,45.9,8757,47190,22203,449,338,100,533,254,9765,998,11,2024-2025,49a0f1be-b6e3-4ff6-baf5-6a4cca975f0c
d609edc0,/en/squads/d609edc0/2024-2025/Internazionale-Stats,Inter,26,59.4,38.0,26215,2510,7834,12203,6361,1048,26206,407,158,38.8,199,48.9,16253,81857,40921,694,566,155,423,242,19251,1717,11,2024-2025,49a0f1be-b6e3-4ff6-baf5-6a4cca975f0c
e0652b02,/en/squads/e0652b02/2024-2025/Juventus-Stats,Juventus,29,57.2,38.0,25202,2320,7729,11766,5913,856,25196,658,309,47.0,300,45.6,15347,86896,45140,810,558,216,568,293,18089,1548,11,2024-2025,49a0f1be-b6e3-4ff6-baf5-6a4cca975f0c
squads,/en/squads/7213da33/Lazio-Stats,Lazio,27,55.1,38.0,23200,2262,6760,11033,5654,928,23193,628,296,47.1,266,42.4,13530,76731,39821,774,587,189,469,310,16281,1580,11,2024-2025,49a0f1be-b6e3-4ff6-baf5-6a4cca975f0c
squads,/en/squads/ffcbe334/Lecce-Stats,Lecce,31,43.8,38.0,19445,2594,7211,8380,4085,605,19441,547,237,43.3,248,45.3,9704,52572,25490,519,349,121,572,290,11350,1062,11,2024-2025,49a0f1be-b6e3-4ff6-baf5-6a4cca975f0c
squads,/en/squads/dc56fe14/Milan-Stats,Milan,35,53.9,38.0,22849,2115,7299,10263,5518,966,22841,721,343,47.6,309,42.9,14001,80439,44096,915,648,269,513,288,16145,1572,11,2024-2025,49a0f1be-b6e3-4ff6-baf5-6a4cca975f0c
squads,/en/squads/21680aa4/Monza-Stats,Monza,36,48.5,38.0,21338,2852,8271,9181,4056,480,21335,507,220,43.4,227,44.8,12954,65264,31645,533,413,89,510,334,14106,1081,11,2024-2025,49a0f1be-b6e3-4ff6-baf5-6a4cca975f0c
d48ad4ff,/en/squads/d48ad4ff/2024-2025/Napoli-Stats,Napoli,27,54.6,38.0,23892,2258,7471,11310,5295,869,23887,611,244,39.9,286,46.8,13244,69492,35365,739,443,207,473,326,16735,1530,11,2024-2025,49a0f1be-b6e3-4ff6-baf5-6a4cca975f0c
squads,/en/squads/eab4234c/Parma-Stats,Parma,32,44.2,38.0,19903,2706,7204,8455,4468,655,19896,587,249,42.4,276,47.0,11305,58058,29684,578,416,168,548,297,12339,1049,11,2024-2025,49a0f1be-b6e3-4ff6-baf5-6a4cca975f0c
squads,/en/squads/cf74a709/Roma-Stats,Roma,28,53.9,38.0,24126,2375,7151,11355,5819,861,24118,563,210,37.3,266,47.2,14077,72568,36058,691,579,162,545,283,16857,1488,11,2024-2025,49a0f1be-b6e3-4ff6-baf5-6a4cca975f0c
squads,/en/squads/105360fe/Torino-Stats,Torino,31,47.5,38.0,20697,2400,6911,9482,4475,605,20693,452,169,37.4,236,52.2,12098,62802,31118,529,389,107,490,272,13424,1103,11,2024-2025,49a0f1be-b6e3-4ff6-baf5-6a4cca975f0c
squads,/en/squads/04eea015/Udinese-Stats,Udinese,31,47.2,38.0,20351,2410,6993,9142,4451,694,20347,623,281,45.1,294,47.2,11222,61191,29910,566,424,127,558,295,12776,1140,11,2024-2025,49a0f1be-b6e3-4ff6-baf5-6a4cca975f0c
squads,/en/squads/af5d5982/Venezia-Stats,Venezia,36,45.1,38.0,19451,2614,7044,8341,4288,633,19445,601,248,41.3,290,48.3,10476,56455,28256,507,383,124,621,398,11442,1057,11,2024-2025,49a0f1be-b6e3-4ff6-baf5-6a4cca975f0c
