team_id,team_url,team,players_used_away,minutes_90s_away,tackles_away,tackles_won_away,tackles_def_3rd_away,tackles_mid_3rd_away,tackles_att_3rd_away,challenge_tackles_away,challenges_away,challenge_tackles_pct_away,challenges_lost_away,blocks_away,blocked_shots_away,blocked_passes_away,interceptions_away,tackles_interceptions_away,clearances_away,errors_away,competition_id,season_id,id
922493f3,/en/squads/922493f3/2019-2020/Atalanta-Stats,vs Atalanta,30,38.0,627,351,353,232,42,268,615,43.6,347,455,171,284,439,1066,778,15,11,2019-2020,460a263e-bbcd-46f3-ad39-8da1f9ad92ab
1d8099f8,/en/squads/1d8099f8/2019-2020/Bologna-Stats,vs Bologna,31,38.0,609,354,320,232,57,278,627,44.3,349,408,151,257,392,1001,742,13,11,2019-2020,460a263e-bbcd-46f3-ad39-8da1f9ad92ab
4ef57aeb,/en/squads/4ef57aeb/2019-2020/Brescia-Stats,vs Brescia,32,38.0,491,274,211,208,72,175,450,38.9,275,374,95,279,376,867,654,14,11,2019-2020,460a263e-bbcd-46f3-ad39-8da1f9ad92ab
c4260e09,/en/squads/c4260e09/2019-2020/Cagliari-Stats,vs Cagliari,33,38.0,551,305,238,238,75,214,538,39.8,324,322,94,228,372,923,728,4,11,2019-2020,460a263e-bbcd-46f3-ad39-8da1f9ad92ab
421387cf,/en/squads/421387cf/2019-2020/Fiorentina-Stats,vs Fiorentina,33,38.0,630,367,282,257,91,242,670,36.1,428,379,136,243,369,999,676,12,11,2019-2020,460a263e-bbcd-46f3-ad39-8da1f9ad92ab
658bf2de,/en/squads/658bf2de/2019-2020/Genoa-Stats,vs Genoa,34,38.0,579,322,293,203,83,230,565,40.7,335,369,103,266,365,944,722,13,11,2019-2020,460a263e-bbcd-46f3-ad39-8da1f9ad92ab
0e72edf2,/en/squads/0e72edf2/2019-2020/Hellas-Verona-Stats,vs Hellas Verona,30,38.0,525,308,244,209,72,218,546,39.9,328,368,111,257,358,883,693,13,11,2019-2020,460a263e-bbcd-46f3-ad39-8da1f9ad92ab
d609edc0,/en/squads/d609edc0/2019-2020/Internazionale-Stats,vs Inter,29,38.0,479,269,239,183,57,187,498,37.6,311,416,163,253,469,948,840,19,11,2019-2020,460a263e-bbcd-46f3-ad39-8da1f9ad92ab
e0652b02,/en/squads/e0652b02/2019-2020/Juventus-Stats,vs Juventus,30,38.0,548,312,290,192,66,255,689,37.0,434,413,175,238,429,977,676,15,11,2019-2020,460a263e-bbcd-46f3-ad39-8da1f9ad92ab
7213da33,/en/squads/7213da33/2019-2020/Lazio-Stats,vs Lazio,27,38.0,488,280,237,182,69,218,578,37.7,360,400,127,273,434,922,750,10,11,2019-2020,460a263e-bbcd-46f3-ad39-8da1f9ad92ab
ffcbe334,/en/squads/ffcbe334/2019-2020/Lecce-Stats,vs Lecce,30,38.0,486,294,206,210,70,168,464,36.2,296,388,120,268,343,829,651,11,11,2019-2020,460a263e-bbcd-46f3-ad39-8da1f9ad92ab
dc56fe14,/en/squads/dc56fe14/2019-2020/Milan-Stats,vs Milan,32,38.0,596,349,294,212,90,254,656,38.7,402,420,173,247,409,1005,785,17,11,2019-2020,460a263e-bbcd-46f3-ad39-8da1f9ad92ab
d48ad4ff,/en/squads/d48ad4ff/2019-2020/Napoli-Stats,vs Napoli,25,38.0,521,306,280,175,66,225,587,38.3,362,434,163,271,415,936,812,12,11,2019-2020,460a263e-bbcd-46f3-ad39-8da1f9ad92ab
eab4234c,/en/squads/eab4234c/2019-2020/Parma-Stats,vs Parma,25,38.0,593,341,280,231,82,237,563,42.1,326,335,102,233,411,1004,606,13,11,2019-2020,460a263e-bbcd-46f3-ad39-8da1f9ad92ab
cf74a709,/en/squads/cf74a709/2019-2020/Roma-Stats,vs Roma,31,38.0,534,328,280,192,62,253,670,37.8,417,383,183,200,368,902,804,17,11,2019-2020,460a263e-bbcd-46f3-ad39-8da1f9ad92ab
8ff9e3b3,/en/squads/8ff9e3b3/2019-2020/Sampdoria-Stats,vs Sampdoria,31,38.0,495,281,225,219,51,200,507,39.4,307,391,147,244,370,865,789,19,11,2019-2020,460a263e-bbcd-46f3-ad39-8da1f9ad92ab
e2befd26,/en/squads/e2befd26/2019-2020/Sassuolo-Stats,vs Sassuolo,31,38.0,628,377,320,226,82,288,756,38.1,468,412,164,248,411,1039,654,15,11,2019-2020,460a263e-bbcd-46f3-ad39-8da1f9ad92ab
1d2fe027,/en/squads/1d2fe027/2019-2020/SPAL-Stats,vs SPAL,34,38.0,516,320,238,210,68,161,518,31.1,357,384,122,262,311,827,645,7,11,2019-2020,460a263e-bbcd-46f3-ad39-8da1f9ad92ab
105360fe,/en/squads/105360fe/2019-2020/Torino-Stats,vs Torino,27,38.0,626,375,300,238,88,266,715,37.2,449,365,122,243,347,973,691,11,11,2019-2020,460a263e-bbcd-46f3-ad39-8da1f9ad92ab
04eea015,/en/squads/04eea015/2019-2020/Udinese-Stats,vs Udinese,25,38.0,528,312,222,228,78,200,550,36.4,350,366,116,250,322,850,720,15,11,2019-2020,460a263e-bbcd-46f3-ad39-8da1f9ad92ab
