team_id,team_url,team,players_used,minutes_90s,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,competition_id,season_id,id
922493f3,/en/squads/922493f3/2016-2017/Atalanta-Stats,Atalanta,32,38.0,90,2,2,600,555,80,863,698,491,6,4,1,11,2016-2017,b3b1dfd1-873c-41e4-99e5-083003b421ed
1d8099f8,/en/squads/1d8099f8/2016-2017/Bologna-Stats,Bologna,28,38.0,87,2,2,485,519,96,627,605,534,1,5,2,11,2016-2017,b3b1dfd1-873c-41e4-99e5-083003b421ed
c4260e09,/en/squads/c4260e09/2016-2017/Cagliari-Stats,Cagliari,34,38.0,104,3,3,543,505,99,553,574,556,7,12,2,11,2016-2017,b3b1dfd1-873c-41e4-99e5-083003b421ed
cc919b35,/en/squads/cc919b35/2016-2017/Chievo-Stats,Chievo,29,38.0,88,3,3,565,535,103,722,536,463,6,6,1,11,2016-2017,b3b1dfd1-873c-41e4-99e5-083003b421ed
3074d7b1,/en/squads/3074d7b1/2016-2017/Crotone-Stats,Crotone,31,38.0,93,3,3,584,478,111,748,620,533,3,10,0,11,2016-2017,b3b1dfd1-873c-41e4-99e5-083003b421ed
a3d88bd8,/en/squads/a3d88bd8/2016-2017/Empoli-Stats,Empoli,29,38.0,107,0,0,535,609,94,752,529,471,4,11,2,11,2016-2017,b3b1dfd1-873c-41e4-99e5-083003b421ed
421387cf,/en/squads/421387cf/2016-2017/Fiorentina-Stats,Fiorentina,30,38.0,98,3,3,537,535,87,833,504,434,7,6,0,11,2016-2017,b3b1dfd1-873c-41e4-99e5-083003b421ed
658bf2de,/en/squads/658bf2de/2016-2017/Genoa-Stats,Genoa,33,38.0,97,4,4,625,450,86,917,526,510,2,10,5,11,2016-2017,b3b1dfd1-873c-41e4-99e5-083003b421ed
d609edc0,/en/squads/d609edc0/2016-2017/Internazionale-Stats,Inter,29,38.0,81,3,3,540,516,81,1212,570,571,4,6,1,11,2016-2017,b3b1dfd1-873c-41e4-99e5-083003b421ed
e0652b02,/en/squads/e0652b02/2016-2017/Juventus-Stats,Juventus,27,38.0,70,0,0,484,562,95,786,557,457,2,1,1,11,2016-2017,b3b1dfd1-873c-41e4-99e5-083003b421ed
7213da33,/en/squads/7213da33/2016-2017/Lazio-Stats,Lazio,30,38.0,96,3,3,542,432,106,792,538,591,12,9,3,11,2016-2017,b3b1dfd1-873c-41e4-99e5-083003b421ed
dc56fe14,/en/squads/dc56fe14/2016-2017/Milan-Stats,Milan,28,38.0,98,9,9,519,518,98,799,411,487,10,10,2,11,2016-2017,b3b1dfd1-873c-41e4-99e5-083003b421ed
d48ad4ff,/en/squads/d48ad4ff/2016-2017/Napoli-Stats,Napoli,26,38.0,58,0,0,376,430,85,790,442,487,6,7,1,11,2016-2017,b3b1dfd1-873c-41e4-99e5-083003b421ed
ee058a17,/en/squads/ee058a17/2016-2017/Palermo-Stats,Palermo,30,38.0,107,6,6,568,534,87,665,657,494,1,6,1,11,2016-2017,b3b1dfd1-873c-41e4-99e5-083003b421ed
b985784c,/en/squads/b985784c/2016-2017/Pescara-Stats,Pescara,34,38.0,98,3,3,551,537,117,661,549,512,7,6,1,11,2016-2017,b3b1dfd1-873c-41e4-99e5-083003b421ed
cf74a709,/en/squads/cf74a709/2016-2017/Roma-Stats,Roma,22,38.0,64,0,0,461,488,88,916,622,526,12,4,0,11,2016-2017,b3b1dfd1-873c-41e4-99e5-083003b421ed
8ff9e3b3,/en/squads/8ff9e3b3/2016-2017/Sampdoria-Stats,Sampdoria,24,38.0,75,1,1,511,502,81,782,468,511,6,8,0,11,2016-2017,b3b1dfd1-873c-41e4-99e5-083003b421ed
e2befd26,/en/squads/e2befd26/2016-2017/Sassuolo-Stats,Sassuolo,28,38.0,90,0,0,517,541,75,751,590,534,8,9,1,11,2016-2017,b3b1dfd1-873c-41e4-99e5-083003b421ed
105360fe,/en/squads/105360fe/2016-2017/Torino-Stats,Torino,29,38.0,88,3,3,581,497,91,750,594,508,10,7,1,11,2016-2017,b3b1dfd1-873c-41e4-99e5-083003b421ed
04eea015,/en/squads/04eea015/2016-2017/Udinese-Stats,Udinese,29,38.0,85,0,0,481,516,42,853,526,507,3,9,2,11,2016-2017,b3b1dfd1-873c-41e4-99e5-083003b421ed
