team_id,team_url,team,players_used_away,avg_age_away,possession_away,games_away,games_starts_away,minutes_away,minutes_90s_away,goals_away,assists_away,goals_assists_away,goals_pens_away,pens_made_away,pens_att_away,cards_yellow_away,cards_red_away,xg_away,npxg_away,xg_assist_away,npxg_xg_assist_away,progressive_carries_away,progressive_passes_away,goals_per90_away,assists_per90_away,goals_assists_per90_away,goals_pens_per90_away,goals_assists_pens_per90_away,xg_per90_away,xg_assist_per90_away,xg_xg_assist_per90_away,npxg_per90_away,npxg_xg_assist_per90_away,competition_id,season_id,id
922493f3,/en/squads/922493f3/2018-2019/Atalanta-Stats,vs Atalanta,27,26.9,42.7,38,418,"3,420",38.0,43,28,71,39,4,5,92,6,41.1,37.2,28.9,66.0,595,1222,1.13,0.74,1.87,1.03,1.76,1.08,0.76,1.84,0.98,1.74,11,2018-2019,c93a1aa6-42d5-4fd3-ab81-d8b0db9c4815
1d8099f8,/en/squads/1d8099f8/2018-2019/Bologna-Stats,vs Bologna,29,26.7,55.1,38,418,"3,420",38.0,55,40,95,51,4,4,98,5,49.0,45.9,36.3,82.2,769,1621,1.45,1.05,2.50,1.34,2.39,1.29,0.95,2.24,1.21,2.16,11,2018-2019,c93a1aa6-42d5-4fd3-ab81-d8b0db9c4815
c4260e09,/en/squads/c4260e09/2018-2019/Cagliari-Stats,vs Cagliari,30,26.9,50.2,38,418,"3,420",38.0,52,34,86,44,8,10,75,5,62.1,55.1,43.7,98.8,828,1594,1.37,0.89,2.26,1.16,2.05,1.63,1.15,2.78,1.45,2.60,11,2018-2019,c93a1aa6-42d5-4fd3-ab81-d8b0db9c4815
cc919b35,/en/squads/cc919b35/2018-2019/Chievo-Stats,vs Chievo,36,27.0,56.7,38,418,"3,420",38.0,73,54,127,71,2,4,64,4,60.3,57.1,45.8,103.0,851,1771,1.92,1.42,3.34,1.87,3.29,1.59,1.21,2.79,1.50,2.71,11,2018-2019,c93a1aa6-42d5-4fd3-ab81-d8b0db9c4815
a3d88bd8,/en/squads/a3d88bd8/2018-2019/Empoli-Stats,vs Empoli,29,27.0,52.1,38,418,"3,420",38.0,68,51,119,62,6,8,77,6,63.6,57.3,46.2,103.6,888,1649,1.79,1.34,3.13,1.63,2.97,1.67,1.22,2.89,1.51,2.73,11,2018-2019,c93a1aa6-42d5-4fd3-ab81-d8b0db9c4815
421387cf,/en/squads/421387cf/2018-2019/Fiorentina-Stats,vs Fiorentina,27,27.0,49.6,38,418,"3,420",38.0,42,32,74,37,5,6,97,1,41.0,36.5,28.5,65.0,695,1357,1.11,0.84,1.95,0.97,1.82,1.08,0.75,1.83,0.96,1.71,11,2018-2019,c93a1aa6-42d5-4fd3-ab81-d8b0db9c4815
6a7ad59d,/en/squads/6a7ad59d/2018-2019/Frosinone-Stats,vs Frosinone,33,27.1,58.5,38,418,"3,420",38.0,68,50,118,63,5,5,78,4,62.0,58.1,48.7,106.9,1033,1801,1.79,1.32,3.11,1.66,2.97,1.63,1.28,2.91,1.53,2.81,11,2018-2019,c93a1aa6-42d5-4fd3-ab81-d8b0db9c4815
658bf2de,/en/squads/658bf2de/2018-2019/Genoa-Stats,vs Genoa,31,26.9,56.6,38,418,"3,420",38.0,55,40,95,50,5,6,87,4,53.3,48.6,36.6,85.2,760,1627,1.45,1.05,2.50,1.32,2.37,1.40,0.96,2.37,1.28,2.24,11,2018-2019,c93a1aa6-42d5-4fd3-ab81-d8b0db9c4815
d609edc0,/en/squads/d609edc0/2018-2019/Internazionale-Stats,vs Inter,23,26.8,40.6,38,418,"3,420",38.0,30,22,52,27,3,5,99,5,38.3,34.3,26.4,60.7,639,1208,0.79,0.58,1.37,0.71,1.29,1.01,0.69,1.70,0.90,1.60,11,2018-2019,c93a1aa6-42d5-4fd3-ab81-d8b0db9c4815
e0652b02,/en/squads/e0652b02/2018-2019/Juventus-Stats,vs Juventus,31,26.9,44.1,38,418,"3,420",38.0,29,19,48,27,2,4,95,3,35.8,32.7,23.5,56.2,652,1250,0.76,0.50,1.26,0.71,1.21,0.94,0.62,1.56,0.86,1.48,11,2018-2019,c93a1aa6-42d5-4fd3-ab81-d8b0db9c4815
7213da33,/en/squads/7213da33/2018-2019/Lazio-Stats,vs Lazio,30,26.8,49.2,38,418,"3,420",38.0,43,25,68,38,5,6,86,4,47.0,42.3,30.8,73.1,700,1455,1.13,0.66,1.79,1.00,1.66,1.24,0.81,2.05,1.11,1.92,11,2018-2019,c93a1aa6-42d5-4fd3-ab81-d8b0db9c4815
dc56fe14,/en/squads/dc56fe14/2018-2019/Milan-Stats,vs Milan,23,26.9,45.9,38,418,"3,420",38.0,35,21,56,31,4,5,69,5,41.2,37.3,29.2,66.5,698,1505,0.92,0.55,1.47,0.82,1.37,1.08,0.77,1.85,0.98,1.75,11,2018-2019,c93a1aa6-42d5-4fd3-ab81-d8b0db9c4815
d48ad4ff,/en/squads/d48ad4ff/2018-2019/Napoli-Stats,vs Napoli,26,27.0,40.9,38,418,"3,420",38.0,36,28,64,32,4,4,86,5,38.2,35.1,27.2,62.3,563,1242,0.95,0.74,1.68,0.84,1.58,1.01,0.72,1.72,0.92,1.64,11,2018-2019,c93a1aa6-42d5-4fd3-ab81-d8b0db9c4815
eab4234c,/en/squads/eab4234c/2018-2019/Parma-Stats,vs Parma,31,26.7,62.3,38,418,"3,420",38.0,56,38,94,48,8,8,84,4,65.3,59.1,47.5,106.7,1132,2157,1.47,1.00,2.47,1.26,2.26,1.72,1.25,2.97,1.56,2.81,11,2018-2019,c93a1aa6-42d5-4fd3-ab81-d8b0db9c4815
