team_id,team_url,team,players_used_away,minutes_90s_away,cards_yellow_away,cards_red_away,cards_yellow_red_away,fouls_away,fouled_away,offsides_away,crosses_away,interceptions_away,tackles_won_away,pens_won_away,pens_conceded_away,own_goals_away,ball_recoveries_away,aerials_won_away,aerials_lost_away,aerials_won_pct_away,competition_id,season_id,id
922493f3,/en/squads/922493f3/2018-2019/Atalanta-Stats,vs Atalanta,27,38.0,92,6,4,521,411,87,569,472,458,3,4,2,2128,551,628,46.7,11,2018-2019,9db7db0a-72f8-4335-b31e-9a22861d1323
1d8099f8,/en/squads/1d8099f8/2018-2019/Bologna-Stats,vs Bologna,29,38.0,98,5,3,547,493,47,768,369,409,3,5,3,1983,716,748,48.9,11,2018-2019,9db7db0a-72f8-4335-b31e-9a22861d1323
c4260e09,/en/squads/c4260e09/2018-2019/Cagliari-Stats,vs Cagliari,30,38.0,75,5,2,486,539,82,812,377,306,5,3,1,2017,758,850,47.1,11,2018-2019,9db7db0a-72f8-4335-b31e-9a22861d1323
cc919b35,/en/squads/cc919b35/2018-2019/Chievo-Stats,vs Chievo,36,38.0,64,4,0,497,555,56,814,344,315,3,6,0,2060,732,695,51.3,11,2018-2019,9db7db0a-72f8-4335-b31e-9a22861d1323
a3d88bd8,/en/squads/a3d88bd8/2018-2019/Empoli-Stats,vs Empoli,29,38.0,77,6,3,468,430,92,817,406,373,8,7,3,1955,544,431,55.8,11,2018-2019,9db7db0a-72f8-4335-b31e-9a22861d1323
421387cf,/en/squads/421387cf/2018-2019/Fiorentina-Stats,vs Fiorentina,27,38.0,97,1,0,537,532,51,740,383,408,0,6,2,1872,623,637,49.4,11,2018-2019,9db7db0a-72f8-4335-b31e-9a22861d1323
6a7ad59d,/en/squads/6a7ad59d/2018-2019/Frosinone-Stats,vs Frosinone,33,38.0,78,4,2,558,530,62,794,334,342,5,5,1,2036,715,621,53.5,11,2018-2019,9db7db0a-72f8-4335-b31e-9a22861d1323
658bf2de,/en/squads/658bf2de/2018-2019/Genoa-Stats,vs Genoa,31,38.0,87,4,1,509,523,69,725,350,340,4,5,2,1947,749,758,49.7,11,2018-2019,9db7db0a-72f8-4335-b31e-9a22861d1323
d609edc0,/en/squads/d609edc0/2018-2019/Internazionale-Stats,vs Inter,23,38.0,99,5,2,516,438,62,627,434,341,3,9,0,1869,589,519,53.2,11,2018-2019,9db7db0a-72f8-4335-b31e-9a22861d1323
e0652b02,/en/squads/e0652b02/2018-2019/Juventus-Stats,vs Juventus,31,38.0,95,3,1,501,443,35,655,362,372,1,8,4,1784,469,534,46.8,11,2018-2019,9db7db0a-72f8-4335-b31e-9a22861d1323
7213da33,/en/squads/7213da33/2018-2019/Lazio-Stats,vs Lazio,30,38.0,86,4,3,415,488,46,683,439,377,6,6,2,2007,539,612,46.8,11,2018-2019,9db7db0a-72f8-4335-b31e-9a22861d1323
dc56fe14,/en/squads/dc56fe14/2018-2019/Milan-Stats,vs Milan,23,38.0,69,5,2,498,421,65,753,428,382,5,4,4,1923,512,480,51.6,11,2018-2019,9db7db0a-72f8-4335-b31e-9a22861d1323
d48ad4ff,/en/squads/d48ad4ff/2018-2019/Napoli-Stats,vs Napoli,26,38.0,86,5,2,452,392,61,601,442,347,4,4,1,1965,440,386,53.3,11,2018-2019,9db7db0a-72f8-4335-b31e-9a22861d1323
eab4234c,/en/squads/eab4234c/2018-2019/Parma-Stats,vs Parma,31,38.0,84,4,3,453,465,42,1091,338,408,4,5,1,2037,615,561,52.3,11,2018-2019,9db7db0a-72f8-4335-b31e-9a22861d1323
cf74a709,/en/squads/cf74a709/2018-2019/Roma-Stats,vs Roma,26,38.0,70,3,1,418,438,125,730,393,403,6,6,1,1938,547,727,42.9,11,2018-2019,9db7db0a-72f8-4335-b31e-9a22861d1323
8ff9e3b3,/en/squads/8ff9e3b3/2018-2019/Sampdoria-Stats,vs Sampdoria,24,38.0,92,5,2,536,470,122,769,508,386,5,12,0,2072,522,471,52.6,11,2018-2019,9db7db0a-72f8-4335-b31e-9a22861d1323
e2befd26,/en/squads/e2befd26/2018-2019/Sassuolo-Stats,vs Sassuolo,29,38.0,85,4,3,549,502,103,776,409,396,5,5,3,1849,510,464,52.4,11,2018-2019,9db7db0a-72f8-4335-b31e-9a22861d1323
1d2fe027,/en/squads/1d2fe027/2018-2019/SPAL-Stats,vs SPAL,28,38.0,106,5,3,595,477,101,697,342,406,5,8,0,1879,577,569,50.3,11,2018-2019,9db7db0a-72f8-4335-b31e-9a22861d1323
105360fe,/en/squads/105360fe/2018-2019/Torino-Stats,vs Torino,25,38.0,110,10,6,599,581,56,746,373,438,4,6,2,1994,838,824,50.4,11,2018-2019,9db7db0a-72f8-4335-b31e-9a22861d1323
04eea015,/en/squads/04eea015/2018-2019/Udinese-Stats,vs Udinese,31,38.0,89,2,1,498,481,35,959,342,372,6,8,2,1945,662,693,48.9,11,2018-2019,9db7db0a-72f8-4335-b31e-9a22861d1323
