team_id,team_url,team,players_used_away,minutes_90s_away,goals_away,shots_away,shots_on_target_away,shots_on_target_pct_away,shots_per90_away,shots_on_target_per90_away,goals_per_shot_away,goals_per_shot_on_target_away,average_shot_distance_away,shots_free_kicks_away,pens_made_away,pens_att_away,xg_away,npxg_away,npxg_per_shot_away,xg_net_away,npxg_net_away,competition_id,season_id,id
922493f3,/en/squads/922493f3/2024-2025/Atalanta-Stats,vs Atalanta,32,38.0,35,403,145,36.0,10.61,3.82,0.08,0.23,18.3,11,2,2,38.6,37.1,0.10,-3.6,-4.1,11,2024-2025,b28e7db0-02be-4c8b-9d7c-37f7f485a099
squads,/en/squads/1d8099f8/Bologna-Stats,vs Bologna,30,38.0,45,317,103,32.5,8.34,2.71,0.14,0.42,17.3,11,2,3,36.7,34.3,0.11,+8.3,+8.7,11,2024-2025,b28e7db0-02be-4c8b-9d7c-37f7f485a099
squads,/en/squads/c4260e09/Cagliari-Stats,vs Cagliari,28,38.0,56,497,147,29.6,13.08,3.87,0.10,0.34,17.7,17,6,6,55.3,51.1,0.11,+0.7,-1.1,11,2024-2025,b28e7db0-02be-4c8b-9d7c-37f7f485a099
squads,/en/squads/28c9c3cd/Como-Stats,vs Como,38,38.0,52,376,136,36.2,9.89,3.58,0.12,0.33,17.5,22,7,7,43.0,37.6,0.10,+9.0,+7.4,11,2024-2025,b28e7db0-02be-4c8b-9d7c-37f7f485a099
squads,/en/squads/a3d88bd8/Empoli-Stats,vs Empoli,34,38.0,58,513,156,30.4,13.50,4.11,0.11,0.37,17.3,17,1,3,50.1,47.7,0.09,+7.9,+9.3,11,2024-2025,b28e7db0-02be-4c8b-9d7c-37f7f485a099
squads,/en/squads/421387cf/Fiorentina-Stats,vs Fiorentina,34,38.0,40,429,143,33.3,11.29,3.76,0.09,0.27,17.8,14,1,3,42.8,40.4,0.09,-2.8,-1.4,11,2024-2025,b28e7db0-02be-4c8b-9d7c-37f7f485a099
squads,/en/squads/658bf2de/Genoa-Stats,vs Genoa,37,38.0,46,472,150,31.8,12.42,3.95,0.08,0.27,17.9,15,6,8,47.2,41.1,0.09,-1.2,-1.1,11,2024-2025,b28e7db0-02be-4c8b-9d7c-37f7f485a099
squads,/en/squads/0e72edf2/Hellas-Verona-Stats,vs Hellas Verona,32,38.0,65,501,169,33.7,13.18,4.45,0.13,0.37,18.4,23,2,4,53.4,50.3,0.10,+11.6,+12.7,11,2024-2025,b28e7db0-02be-4c8b-9d7c-37f7f485a099
d609edc0,/en/squads/d609edc0/2024-2025/Internazionale-Stats,vs Inter,26,38.0,31,385,120,31.2,10.13,3.16,0.07,0.23,18.1,11,3,4,36.4,33.1,0.09,-5.4,-5.1,11,2024-2025,b28e7db0-02be-4c8b-9d7c-37f7f485a099
e0652b02,/en/squads/e0652b02/2024-2025/Juventus-Stats,vs Juventus,29,38.0,35,394,114,28.9,10.37,3.00,0.08,0.26,18.0,13,5,5,34.0,30.1,0.08,+1.0,-0.1,11,2024-2025,b28e7db0-02be-4c8b-9d7c-37f7f485a099
squads,/en/squads/7213da33/Lazio-Stats,vs Lazio,27,38.0,47,380,115,30.3,10.00,3.03,0.11,0.37,17.6,14,4,4,37.7,34.7,0.09,+9.3,+8.3,11,2024-2025,b28e7db0-02be-4c8b-9d7c-37f7f485a099
squads,/en/squads/ffcbe334/Lecce-Stats,vs Lecce,31,38.0,55,521,172,33.0,13.71,4.53,0.09,0.27,17.5,18,8,10,57.1,49.6,0.10,-2.1,-2.6,11,2024-2025,b28e7db0-02be-4c8b-9d7c-37f7f485a099
squads,/en/squads/dc56fe14/Milan-Stats,vs Milan,35,38.0,40,429,140,32.6,11.29,3.68,0.09,0.28,17.9,14,1,2,41.3,39.7,0.10,-1.3,-0.7,11,2024-2025,b28e7db0-02be-4c8b-9d7c-37f7f485a099
squads,/en/squads/21680aa4/Monza-Stats,vs Monza,36,38.0,66,563,179,31.8,14.82,4.71,0.11,0.36,16.8,19,2,4,54.7,51.6,0.09,+11.3,+12.4,11,2024-2025,b28e7db0-02be-4c8b-9d7c-37f7f485a099
d48ad4ff,/en/squads/d48ad4ff/2024-2025/Napoli-Stats,vs Napoli,27,38.0,25,360,93,25.8,9.47,2.45,0.07,0.26,19.2,19,1,4,29.6,26.3,0.07,-4.6,-2.3,11,2024-2025,b28e7db0-02be-4c8b-9d7c-37f7f485a099
squads,/en/squads/eab4234c/Parma-Stats,vs Parma,32,38.0,56,537,153,28.5,14.13,4.03,0.09,0.33,17.1,20,5,5,56.4,52.6,0.10,-0.4,-1.6,11,2024-2025,b28e7db0-02be-4c8b-9d7c-37f7f485a099
squads,/en/squads/cf74a709/Roma-Stats,vs Roma,28,38.0,34,437,147,33.6,11.50,3.87,0.07,0.20,18.2,13,4,4,40.9,37.7,0.09,-6.9,-7.7,11,2024-2025,b28e7db0-02be-4c8b-9d7c-37f7f485a099
squads,/en/squads/105360fe/Torino-Stats,vs Torino,31,38.0,43,522,173,33.1,13.74,4.55,0.08,0.23,17.3,9,3,7,50.4,44.9,0.09,-7.4,-4.9,11,2024-2025,b28e7db0-02be-4c8b-9d7c-37f7f485a099
squads,/en/squads/04eea015/Udinese-Stats,vs Udinese,31,38.0,51,496,157,31.7,13.05,4.13,0.09,0.28,16.8,12,7,8,52.6,46.5,0.10,-1.6,-2.5,11,2024-2025,b28e7db0-02be-4c8b-9d7c-37f7f485a099
