team_id,team_url,team,players_used_away,minutes_90s_away,gk_goals_against_away,gk_pens_allowed_away,gk_free_kick_goals_against_away,gk_corner_kick_goals_against_away,gk_own_goals_against_away,gk_psxg_away,gk_psnpxg_per_shot_on_target_against_away,gk_psxg_net_away,gk_psxg_net_per90_away,gk_passes_completed_launched_away,gk_passes_launched_away,gk_passes_pct_launched_away,gk_passes_away,gk_passes_throws_away,gk_pct_passes_launched_away,gk_passes_length_avg_away,gk_goal_kicks_away,gk_pct_goal_kicks_launched_away,gk_goal_kick_length_avg_away,gk_crosses_away,gk_crosses_stopped_away,gk_crosses_stopped_pct_away,gk_def_actions_outside_pen_area_away,gk_def_actions_outside_pen_area_per90_away,gk_avg_distance_def_actions_away,competition_id,season_id,id
922493f3,/en/squads/922493f3/2023-2024/Atalanta-Stats,vs Atalanta,3,38.0,72,5,1,10,0,61.3,0.29,-10.7,-0.28,213,658,32.4,1329,131,40.4,36.4,317,38.2,35.1,542,24,4.4,30,0.79,13.7,11,2023-2024,363db0bc-d1db-442a-ac68-f99d078e7595
1d8099f8,/en/squads/1d8099f8/2023-2024/Bologna-Stats,vs Bologna,3,38.0,54,4,2,6,2,46.3,0.26,-5.7,-0.15,134,392,34.2,873,139,33.9,33.6,280,34.3,32.4,411,22,5.4,25,0.66,13.0,11,2023-2024,363db0bc-d1db-442a-ac68-f99d078e7595
c4260e09,/en/squads/c4260e09/2023-2024/Cagliari-Stats,vs Cagliari,3,38.0,42,4,0,5,1,39.9,0.27,-1.1,-0.03,152,428,35.5,973,185,32.1,33.1,339,34.2,34.5,686,38,5.5,35,0.92,13.4,11,2023-2024,363db0bc-d1db-442a-ac68-f99d078e7595
a3d88bd8,/en/squads/a3d88bd8/2023-2024/Empoli-Stats,vs Empoli,3,38.0,29,5,0,0,3,33.9,0.25,+7.9,+0.21,176,446,39.5,1118,186,31.7,33.4,251,36.7,33.7,493,27,5.5,34,0.89,14.6,11,2023-2024,363db0bc-d1db-442a-ac68-f99d078e7595
421387cf,/en/squads/421387cf/2023-2024/Fiorentina-Stats,vs Fiorentina,3,38.0,61,4,1,7,1,55.1,0.27,-4.9,-0.13,241,672,35.9,1226,177,41.3,36.4,293,56.7,43.4,593,37,6.2,15,0.39,10.8,11,2023-2024,363db0bc-d1db-442a-ac68-f99d078e7595
6a7ad59d,/en/squads/6a7ad59d/2023-2024/Frosinone-Stats,vs Frosinone,2,38.0,44,8,3,7,0,43.8,0.23,-0.2,-0.01,212,601,35.3,1019,126,43.4,37.8,327,48.6,38.7,409,18,4.4,30,0.79,14.4,11,2023-2024,363db0bc-d1db-442a-ac68-f99d078e7595
658bf2de,/en/squads/658bf2de/2023-2024/Genoa-Stats,vs Genoa,3,38.0,45,5,1,6,2,36.8,0.26,-6.2,-0.16,115,372,30.9,854,163,30.3,33.2,268,42.2,37.5,479,21,4.4,43,1.13,16.0,11,2023-2024,363db0bc-d1db-442a-ac68-f99d078e7595
0e72edf2,/en/squads/0e72edf2/2023-2024/Hellas-Verona-Stats,vs Hellas Verona,2,38.0,38,3,0,4,0,38.3,0.22,+0.3,+0.01,170,558,30.5,1125,194,36.4,34.3,316,46.8,38.7,553,44,8.0,27,0.71,11.8,11,2023-2024,363db0bc-d1db-442a-ac68-f99d078e7595
d609edc0,/en/squads/d609edc0/2023-2024/Internazionale-Stats,vs Inter,3,38.0,89,13,0,8,2,74.7,0.30,-12.3,-0.32,161,490,32.9,896,153,36.8,36.5,342,46.8,41.1,622,21,3.4,30,0.79,12.9,11,2023-2024,363db0bc-d1db-442a-ac68-f99d078e7595
e0652b02,/en/squads/e0652b02/2023-2024/Juventus-Stats,vs Juventus,3,38.0,54,3,3,11,2,43.3,0.26,-8.7,-0.23,172,503,34.2,978,135,37.3,35.9,315,43.8,36.2,560,16,2.9,23,0.61,12.7,11,2023-2024,363db0bc-d1db-442a-ac68-f99d078e7595
