player_link,player_id,player_name,nationality,position,team_id,team_name,team_link,age,birth_year,minutes_90s,gk_goals_against,gk_pens_allowed,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions,matches_link,competition_id,season_id,id
/en/players/e7ee38c3/Robin-Olsen,e7ee38c3,Robin Olsen,seSWE,GK,2023-2024,Aston Villa,/en/squads/8602292d/2023-2024/Aston-Villa-Stats,33,1990,4.5,13,0,1,0,0,11.1,0.30,-1.9,-0.43,15,48,31.3,176,19,20.5,27.1,27,44.4,35.9,46,6,13.0,1,0.22,8.4,/en/players/e7ee38c3/matchlogs/2023-2024/keeper/Robin-Olsen-Match-Logs,9,2023-2024,393a9b04-7671-45ef-9d1f-fede58b47a3c
/en/players/e9c0c1b2/Andre-Onana,e9c0c1b2,André Onana,cmCMR,GK,2023-2024,Manchester Utd,/en/squads/19538871/2023-2024/Manchester-United-Stats,27,1996,38.0,58,7,1,11,1,59.7,0.27,+2.7,+0.07,149,513,29.0,1351,140,31.0,31.2,162,58.0,44.6,601,42,7.0,37,0.97,12.9,/en/players/e9c0c1b2/matchlogs/2023-2024/keeper/Andre-Onana-Match-Logs,9,2023-2024,91f3afe5-dc2b-4294-9be7-06803d4533ea
/en/players/c1242d4e/Stefan-Ortega,c1242d4e,Stefan Ortega,deGER,GK,2023-2024,Manchester City,/en/squads/b8fd03ef/2023-2024/Manchester-City-Stats,30,1992,7.1,7,0,0,1,0,9.0,0.33,+2.0,+0.28,28,68,41.2,247,24,24.7,27.9,19,36.8,34.4,65,6,9.2,13,1.84,16.8,/en/players/c1242d4e/matchlogs/2023-2024/keeper/Stefan-Ortega-Match-Logs,9,2023-2024,0e19cdf3-fedd-4a9a-8b9a-561752531445
/en/players/0cf321c8/Djordje-Petrovic,0cf321c8,Đorđe Petrović,rsSRB,GK,2023-2024,Chelsea,/en/squads/cff3d9bb/2023-2024/Chelsea-Stats,23,1999,22.1,38,1,0,5,3,28.3,0.26,-6.7,-0.30,67,214,31.3,655,97,22.1,27.8,149,46.3,37.8,312,20,6.4,20,0.91,12.7,/en/players/0cf321c8/matchlogs/2023-2024/keeper/Djordje-Petrovic-Match-Logs,9,2023-2024,01237a07-a1a9-4b96-9665-6efe89fa0fcb
/en/players/4806ec67/Jordan-Pickford,4806ec67,Jordan Pickford,engENG,GK,2023-2024,Everton,/en/squads/d3fd31cc/2023-2024/Everton-Stats,29,1994,38.0,51,8,0,9,3,52.4,0.28,+4.4,+0.12,360,901,40.0,1297,141,56.7,41.6,273,60.8,48.3,570,30,5.3,54,1.42,15.9,/en/players/4806ec67/matchlogs/2023-2024/keeper/Jordan-Pickford-Match-Logs,9,2023-2024,0de17b8f-4c2d-45e5-96b0-876c3a20e614
/en/players/4b40d9ca/Nick-Pope,4b40d9ca,Nick Pope,engENG,GK,2023-2024,Newcastle Utd,/en/squads/b2b47a98/2023-2024/Newcastle-United-Stats,31,1992,14.9,16,0,1,2,0,16.8,0.30,+0.8,+0.06,41,118,34.7,304,88,21.1,28.6,95,56.8,43.8,143,9,6.3,28,1.87,19.0,/en/players/4b40d9ca/matchlogs/2023-2024/keeper/Nick-Pope-Match-Logs,9,2023-2024,ea344e92-ceb0-41fb-8374-fe3e1bfa5b8b
/en/players/67f649be/Ionut-Radu,67f649be,Ionuț Radu,roROU,GK,2023-2024,Bournemouth,/en/squads/4ba7cbea/2023-2024/Bournemouth-Stats,26,1997,2.0,7,0,0,3,0,2.9,0.27,-4.1,-2.04,5,15,33.3,57,10,19.3,26.9,11,36.4,29.2,19,2,10.5,0,0.00,9.6,/en/players/67f649be/matchlogs/2023-2024/keeper/Ionut-Radu-Match-Logs,9,2023-2024,a0b0a047-b890-4fcd-8fd7-7eadbd6fb541
/en/players/466fb2c5/Aaron-Ramsdale,466fb2c5,Aaron Ramsdale,engENG,GK,2023-2024,Arsenal,/en/squads/18bb7c10/2023-2024/Arsenal-Stats,25,1998,6.0,5,0,0,1,0,3.7,0.26,-1.3,-0.22,19,69,27.5,169,30,34.9,33.3,19,52.6,41.4,46,8,17.4,9,1.50,14.6,/en/players/466fb2c5/matchlogs/2023-2024/keeper/Aaron-Ramsdale-Match-Logs,9,2023-2024,8bcd3776-8d38-4753-ac09-7f36ca927b01
/en/players/98ea5115/David-Raya,98ea5115,David Raya,esESP,GK,2023-2024,Arsenal,/en/squads/18bb7c10/2023-2024/Arsenal-Stats,27,1995,32.0,24,2,1,5,1,20.4,0.26,-2.6,-0.08,138,372,37.1,969,159,32.2,30.7,96,62.5,47.5,329,40,12.2,50,1.56,17.9,/en/players/98ea5115/matchlogs/2023-2024/keeper/David-Raya-Match-Logs,9,2023-2024,b8b6db9b-50bd-49dd-933f-5f13fef8d1de
/en/players/903b6e8b/Jose-Sa,903b6e8b,José Sá,ptPOR,GK,2023-2024,Wolves,/en/squads/8cec06e1/2023-2024/Wolverhampton-Wanderers-Stats,30,1993,33.7,58,8,1,7,1,65.9,0.31,+8.9,+0.26,87,424,20.5,841,190,33.3,33.0,253,56.9,42.6,522,45,8.6,28,0.83,12.6,/en/players/903b6e8b/matchlogs/2023-2024/keeper/Jose-Sa-Match-Logs,9,2023-2024,1c03e7fd-09a4-42eb-83a7-193f020a45d1
/en/players/6a713852/Robert-Sanchez,6a713852,Robert Sánchez,esESP,GK,2023-2024,Chelsea,/en/squads/cff3d9bb/2023-2024/Chelsea-Stats,25,1997,15.9,25,2,0,3,0,24.2,0.28,-0.8,-0.05,61,147,41.5,516,87,21.3,28.1,91,40.7,33.7,202,19,9.4,27,1.70,15.8,/en/players/6a713852/matchlogs/2023-2024/keeper/Robert-Sanchez-Match-Logs,9,2023-2024,73cdfbe9-128d-4d52-89c4-29d1798116f4
/en/players/834b5c4c/Matz-Sels,834b5c4c,Matz Sels,beBEL,GK,2023-2024,Nott'ham Forest,/en/squads/e4a775cb/2023-2024/Nottingham-Forest-Stats,31,1992,16.0,27,1,0,9,2,17.1,0.27,-7.9,-0.50,75,179,41.9,283,51,45.9,36.6,93,52.7,41.4,222,11,5.0,4,0.25,9.4,/en/players/834b5c4c/matchlogs/2023-2024/keeper/Matz-Sels-Match-Logs,9,2023-2024,be26105d-fda0-4cc8-b4a6-158d2a521e20
/en/players/ee7c0a5e/James-Shea,ee7c0a5e,James Shea,engENG,GK,2023-2024,Luton Town,/en/squads/e297cd13/2023-2024/Luton-Town-Stats,32,1991,0.2,0,0,0,0,0,0.1,0.06,+0.1,+0.75,3,6,50.0,6,1,83.3,50.8,3,33.3,37.3,3,0,0.0,1,6.00,19.0,/en/players/ee7c0a5e/matchlogs/2023-2024/keeper/James-Shea-Match-Logs,9,2023-2024,80d1fca1-adfa-430c-a07a-efa5b94ddb38
/en/players/28300a16/Jason-Steele,28300a16,Jason Steele,engENG,GK,2023-2024,Brighton,/en/squads/d07537b9/2023-2024/Brighton-and-Hove-Albion-Stats,32,1990,17.0,34,3,1,5,2,25.7,0.32,-6.3,-0.37,47,132,35.6,617,69,20.1,26.6,54,14.8,18.8,173,7,4.0,41,2.41,20.6,/en/players/28300a16/matchlogs/2023-2024/keeper/Jason-Steele-Match-Logs,9,2023-2024,1d8048dd-cd7a-4053-8705-a14382a88737
/en/players/339fe0e8/Thomas-Strakosha,339fe0e8,Thomas Strakosha,alALB,GK,2023-2024,Brentford,/en/squads/cd051869/2023-2024/Brentford-Stats,28,1995,1.5,2,0,0,0,0,1.5,0.20,-0.5,-0.30,12,30,40.0,56,5,41.1,35.8,15,46.7,39.9,37,2,5.4,1,0.67,10.0,/en/players/339fe0e8/matchlogs/2023-2024/keeper/Thomas-Strakosha-Match-Logs,9,2023-2024,ec0fe156-ec6b-4ee7-883d-aa1e5e3ccacf
/en/players/259fea27/James-Trafford,259fea27,James Trafford,engENG,GK,2023-2024,Burnley,/en/squads/943e8050/2023-2024/Burnley-Stats,20,2002,28.0,62,5,0,10,2,54.1,0.30,-5.9,-0.21,138,606,22.8,1332,162,33.9,31.3,198,78.3,54.2,419,30,7.2,43,1.54,15.0,/en/players/259fea27/matchlogs/2023-2024/keeper/James-Trafford-Match-Logs,9,2023-2024,b7eaaf15-b3fb-432f-9f02-48474f809c18
/en/players/fe558029/Mark-Travers,fe558029,Mark Travers,ieIRL,GK,2023-2024,Bournemouth,/en/squads/4ba7cbea/2023-2024/Bournemouth-Stats,24,1999,4.0,5,1,0,0,0,5.0,0.23,0.0,+0.01,22,72,30.6,92,13,55.4,41.7,26,80.8,55.6,60,3,5.0,3,0.75,14.8,/en/players/fe558029/matchlogs/2023-2024/keeper/Mark-Travers-Match-Logs,9,2023-2024,5f4acffb-c561-4597-a93b-dd72483056fe
/en/players/4a51ba65/Matt-Turner,4a51ba65,Matt Turner,usUSA,GK,2023-2024,Nott'ham Forest,/en/squads/e4a775cb/2023-2024/Nottingham-Forest-Stats,29,1994,17.0,28,2,1,4,0,22.1,0.26,-5.9,-0.35,126,280,45.0,436,99,42.7,35.7,136,69.1,47.0,296,30,10.1,18,1.06,13.3,/en/players/4a51ba65/matchlogs/2023-2024/keeper/Matt-Turner-Match-Logs,9,2023-2024,08674e9c-0ecc-48bb-bad8-cdf38d575530
/en/players/cf134113/Bart-Verbruggen,cf134113,Bart Verbruggen,nlNED,GK,2023-2024,Brighton,/en/squads/d07537b9/2023-2024/Brighton-and-Hove-Albion-Stats,20,2002,21.0,28,3,0,3,0,25.4,0.25,-2.6,-0.12,55,142,38.7,789,117,17.1,24.4,72,9.7,15.7,232,17,7.3,31,1.48,15.8,/en/players/cf134113/matchlogs/2023-2024/keeper/Bart-Verbruggen-Match-Logs,9,2023-2024,bedf27bb-e008-420e-b117-53f902221a51
/en/players/77d6fd4d/Guglielmo-Vicario,77d6fd4d,Guglielmo Vicario,itITA,GK,2023-2024,Tottenham,/en/squads/361ca564/2023-2024/Tottenham-Hotspur-Stats,26,1996,38.0,61,7,1,8,3,60.0,0.32,+2.0,+0.05,53,225,23.6,1363,193,14.3,24.0,201,14.9,22.2,511,33,6.5,81,2.13,17.1,/en/players/77d6fd4d/matchlogs/2023-2024/keeper/Guglielmo-Vicario-Match-Logs,9,2023-2024,cf63a942-48fa-4678-940c-630e5dfb7138
/en/players/03df04ff/Odysseas-Vlachodimos,03df04ff,Odysseas Vlachodimos,grGRE,GK,2023-2024,Nott'ham Forest,/en/squads/e4a775cb/2023-2024/Nottingham-Forest-Stats,29,1994,5.0,12,1,0,2,0,7.9,0.31,-4.1,-0.83,28,60,46.7,130,21,25.4,29.6,44,61.4,44.3,92,3,3.3,2,0.40,10.3,/en/players/03df04ff/matchlogs/2023-2024/keeper/Odysseas-Vlachodimos-Match-Logs,9,2023-2024,54dfeafb-aad6-48c5-9ad5-dd6f63f67190
