player_link,player_id,player_name,nationality,position,team_id,team_name,team_link,age,birth_year,minutes_90s,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,matches_link,competition_id,season_id,id
/en/players/246d153b/Ola-Aina,246d153b,Ola Aina,ngNGA,DF,2023-2024,Nott'ham Forest,/en/squads/e4a775cb/2023-2024/Nottingham-Forest-Stats,26,1996,18.8,3,0,0,18,25,2,28,18,31,0,1,0,97,17,12,58.6,/en/players/246d153b/matchlogs/2023-2024/misc/Ola-Aina-Match-Logs,9,2023-2024,7bd29a1d-0577-493c-9c6e-01fd55ad68b4
/en/players/9b398aea/Rayan-Ait-Nouri,9b398aea,Rayan Aït-Nouri,dzALG,"DF,MF",2023-2024,Wolves,/en/squads/8cec06e1/2023-2024/Wolverhampton-Wanderers-Stats,22,2001,25.9,7,0,0,25,53,8,41,15,44,1,1,0,136,21,25,45.7,/en/players/9b398aea/matchlogs/2023-2024/misc/Rayan-Ait-Nouri-Match-Logs,9,2023-2024,5851dd34-4eb6-4242-84d4-2f733b5f64d8
/en/players/a8c0acb7/Kristoffer-Ajer,a8c0acb7,Kristoffer Ajer,noNOR,DF,2023-2024,Brentford,/en/squads/cd051869/2023-2024/Brentford-Stats,25,1998,20.4,5,0,0,25,10,1,22,25,21,0,0,0,60,63,23,73.3,/en/players/a8c0acb7/matchlogs/2023-2024/misc/Kristoffer-Ajer-Match-Logs,9,2023-2024,2dd0a894-f5a8-4723-bfd1-09076bf32f42
/en/players/89ac64a6/Manuel-Akanji,89ac64a6,Manuel Akanji,chSUI,"DF,MF",2023-2024,Manchester City,/en/squads/b8fd03ef/2023-2024/Manchester-City-Stats,28,1995,27.9,4,1,1,17,19,0,9,23,28,0,0,0,142,27,27,50.0,/en/players/89ac64a6/matchlogs/2023-2024/misc/Manuel-Akanji-Match-Logs,9,2023-2024,0ec9ddfb-863c-4a6f-92fe-05f4fed901fa
/en/players/eaeca114/Nathan-Ake,eaeca114,Nathan Aké,nlNED,DF,2023-2024,Manchester City,/en/squads/b8fd03ef/2023-2024/Manchester-City-Stats,28,1995,22.7,0,0,0,10,18,0,11,14,16,0,0,0,119,46,28,62.2,/en/players/eaeca114/matchlogs/2023-2024/misc/Nathan-Ake-Match-Logs,9,2023-2024,294d8028-3ec0-45a9-b3c3-12648688c826
/en/players/77e84962/Thiago-Alcantara,77e84962,Thiago Alcántara,esESP,MF,2023-2024,Liverpool,/en/squads/822bd0ba/2023-2024/Liverpool-Stats,32,1991,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,/en/players/77e84962/matchlogs/2023-2024/misc/Thiago-Alcantara-Match-Logs,9,2023-2024,252e7c3b-380a-4782-9fe1-26c1a69a59e0
/en/players/cd1acf9d/Trent-Alexander-Arnold,cd1acf9d,Trent Alexander-Arnold,engENG,DF,2023-2024,Liverpool,/en/squads/822bd0ba/2023-2024/Liverpool-Stats,24,1998,23.9,6,0,0,9,9,2,168,31,26,0,0,0,176,8,6,57.1,/en/players/cd1acf9d/matchlogs/2023-2024/misc/Trent-Alexander-Arnold-Match-Logs,9,2023-2024,d40e7d1a-0fda-4f3b-853f-5608a3bde6ae
/en/players/7a2e46a8/Alisson,7a2e46a8,Alisson,brBRA,GK,2023-2024,Liverpool,/en/squads/822bd0ba/2023-2024/Liverpool-Stats,30,1992,28.0,1,0,0,1,5,0,0,0,0,0,0,0,36,6,2,75.0,/en/players/7a2e46a8/matchlogs/2023-2024/misc/Alisson-Match-Logs,9,2023-2024,3c9e1d09-5849-4a76-9dff-6959d8159aef
/en/players/862a1c15/Miguel-Almiron,862a1c15,Miguel Almirón,pyPAR,FW,2023-2024,Newcastle Utd,/en/squads/b2b47a98/2023-2024/Newcastle-United-Stats,29,1994,21.5,2,0,0,16,22,10,24,10,24,0,0,0,97,6,7,46.2,/en/players/862a1c15/matchlogs/2023-2024/misc/Miguel-Almiron-Match-Logs,9,2023-2024,00fe287c-f009-462e-83e1-fdde3a9062cf
/en/players/8b3ab7ad/Edson-Alvarez,8b3ab7ad,Edson Álvarez,mxMEX,MF,2023-2024,West Ham,/en/squads/7c21e445/2023-2024/West-Ham-United-Stats,25,1997,26.4,11,0,0,33,15,1,4,42,39,0,1,0,164,30,34,46.9,/en/players/8b3ab7ad/matchlogs/2023-2024/misc/Edson-Alvarez-Match-Logs,9,2023-2024,3352a835-4cb5-460d-9a22-df690d3c8007
/en/players/15ab5a2b/Julian-Alvarez,15ab5a2b,Julián Álvarez,arARG,"MF,FW",2023-2024,Manchester City,/en/squads/b8fd03ef/2023-2024/Manchester-City-Stats,23,2000,29.4,2,0,0,23,13,2,137,2,13,2,0,0,98,4,24,14.3,/en/players/15ab5a2b/matchlogs/2023-2024/misc/Julian-Alvarez-Match-Logs,9,2023-2024,ceebdcf4-e1ff-4ade-8700-c6e47941158e
/en/players/2ee5b0c9/Zeki-Amdouni,2ee5b0c9,Zeki Amdouni,chSUI,FW,2023-2024,Burnley,/en/squads/943e8050/2023-2024/Burnley-Stats,22,2000,21.7,2,0,0,22,39,2,8,9,18,1,0,0,79,15,56,21.1,/en/players/2ee5b0c9/matchlogs/2023-2024/misc/Zeki-Amdouni-Match-Logs,9,2023-2024,074306d5-fa8c-4323-a4a8-28a7328a343c
/en/players/5a2cb25d/Sofyan-Amrabat,5a2cb25d,Sofyan Amrabat,maMAR,"MF,DF",2023-2024,Manchester Utd,/en/squads/19538871/2023-2024/Manchester-United-Stats,26,1996,10.4,6,0,0,24,10,0,7,8,16,0,0,0,60,5,6,45.5,/en/players/5a2cb25d/matchlogs/2023-2024/misc/Sofyan-Amrabat-Match-Logs,9,2023-2024,e22ee56e-1a4f-4184-9c0a-0a5d92bd0e66
/en/players/e34fc66d/Joachim-Andersen,e34fc66d,Joachim Andersen,dkDEN,DF,2023-2024,Crystal Palace,/en/squads/47c64c55/2023-2024/Crystal-Palace-Stats,27,1996,37.9,7,0,0,43,23,1,31,41,35,0,0,0,193,89,46,65.9,/en/players/e34fc66d/matchlogs/2023-2024/misc/Joachim-Andersen-Match-Logs,9,2023-2024,031e10d7-99a1-4025-a839-a1df4d4891ea
/en/players/de31038e/Elliot-Anderson,de31038e,Elliot Anderson,engENG,"MF,FW",2023-2024,Newcastle Utd,/en/squads/b2b47a98/2023-2024/Newcastle-United-Stats,20,2002,11.4,3,0,0,21,19,1,19,8,18,0,0,0,60,19,12,61.3,/en/players/de31038e/matchlogs/2023-2024/misc/Elliot-Anderson-Match-Logs,9,2023-2024,88db6b06-249f-49dd-859d-eddc4caab26e
/en/players/e4238fb1/Jaidon-Anthony,e4238fb1,Jaidon Anthony,engENG,FW,2023-2024,Bournemouth,/en/squads/4ba7cbea/2023-2024/Bournemouth-Stats,23,1999,1.7,1,0,0,4,2,2,2,1,1,0,0,0,11,1,3,25.0,/en/players/e4238fb1/matchlogs/2023-2024/misc/Jaidon-Anthony-Match-Logs,9,2023-2024,bcc1d3cb-ef8c-4f97-a956-cf11eb384e92
/en/players/ac05f970/Michail-Antonio,ac05f970,Michail Antonio,jmJAM,FW,2023-2024,West Ham,/en/squads/7c21e445/2023-2024/West-Ham-United-Stats,33,1990,18.8,6,0,0,25,28,9,27,4,8,0,0,0,55,33,53,38.4,/en/players/ac05f970/matchlogs/2023-2024/misc/Michail-Antonio-Match-Logs,9,2023-2024,a53fd2e7-113e-41b5-9982-939681d9eecd
/en/players/99127249/Antony,99127249,Antony,brBRA,FW,2023-2024,Manchester Utd,/en/squads/19538871/2023-2024/Manchester-United-Stats,23,2000,14.7,5,0,0,19,32,2,16,12,21,1,1,0,96,2,21,8.7,/en/players/99127249/matchlogs/2023-2024/misc/Antony-Match-Logs,9,2023-2024,38d72e71-2735-46ac-b1d1-4c0858d1122f
/en/players/afe1a491/Oliver-Arblaster,afe1a491,Oliver Arblaster,engENG,MF,2023-2024,Sheffield Utd,/en/squads/1df6b87e/2023-2024/Sheffield-United-Stats,19,2004,10.5,2,0,0,10,12,0,7,16,14,0,0,1,52,9,15,37.5,/en/players/afe1a491/matchlogs/2023-2024/misc/Oliver-Arblaster-Match-Logs,9,2023-2024,af8a8016-d470-4897-a0bb-abe219001327
/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,Cameron Archer,engENG,"FW,MF",2023-2024,Sheffield Utd,/en/squads/1df6b87e/2023-2024/Sheffield-United-Stats,22,2001,20.4,1,0,0,14,20,13,5,1,13,0,0,0,62,7,42,14.3,/en/players/05e8ca6d/matchlogs/2023-2024/misc/Cameron-Archer-Match-Logs,9,2023-2024,1ce890fa-c6f0-48db-93cd-ff56eb493edb
/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,Cameron Archer,engENG,MF,2023-2024,Aston Villa,/en/squads/8602292d/2023-2024/Aston-Villa-Stats,22,2001,0.1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,/en/players/05e8ca6d/matchlogs/2023-2024/misc/Cameron-Archer-Match-Logs,9,2023-2024,302f5c4a-daea-4249-83c3-aa7f2990a0c6
/en/players/2f965a72/Alphonse-Areola,2f965a72,Alphonse Areola,frFRA,GK,2023-2024,West Ham,/en/squads/7c21e445/2023-2024/West-Ham-United-Stats,30,1993,30.0,1,0,0,2,3,0,0,1,1,0,2,1,15,10,1,90.9,/en/players/2f965a72/matchlogs/2023-2024/misc/Alphonse-Areola-Match-Logs,9,2023-2024,c55c1a95-3bb1-4611-9ef2-d6045b6f3bf0
/en/players/b026bbf6/Lorenz-Assignon,b026bbf6,Lorenz Assignon,tgTOG,DF,2023-2024,Burnley,/en/squads/943e8050/2023-2024/Burnley-Stats,23,2000,13.7,5,1,1,33,16,1,29,19,17,0,2,0,67,13,17,43.3,/en/players/b026bbf6/matchlogs/2023-2024/misc/Lorenz-Assignon-Match-Logs,9,2023-2024,81fc678a-1810-4fe5-bddc-5a4ba9083d9d
/en/players/5c2b4f07/Serge-Aurier,5c2b4f07,Serge Aurier,ciCIV,"DF,MF",2023-2024,Nott'ham Forest,/en/squads/e4a775cb/2023-2024/Nottingham-Forest-Stats,30,1992,9.3,2,0,0,8,9,0,22,9,14,0,0,0,50,30,20,60.0,/en/players/5c2b4f07/matchlogs/2023-2024/misc/Serge-Aurier-Match-Logs,9,2023-2024,dff7b58e-d69c-4ba0-b19c-8f85f3b076d4
/en/players/e5478b87/Taiwo-Awoniyi,e5478b87,Taiwo Awoniyi,ngNGA,FW,2023-2024,Nott'ham Forest,/en/squads/e4a775cb/2023-2024/Nottingham-Forest-Stats,25,1997,11.6,2,0,0,9,16,13,1,1,7,0,0,0,33,21,48,30.4,/en/players/e5478b87/matchlogs/2023-2024/misc/Taiwo-Awoniyi-Match-Logs,9,2023-2024,997946ab-5cd9-4979-8792-525b8a69d6ec
/en/players/da052c14/Jordan-Ayew,da052c14,Jordan Ayew,ghGHA,"FW,MF",2023-2024,Crystal Palace,/en/squads/47c64c55/2023-2024/Crystal-Palace-Stats,31,1991,28.3,9,1,1,46,94,7,97,16,36,0,0,0,155,33,61,35.1,/en/players/da052c14/matchlogs/2023-2024/misc/Jordan-Ayew-Match-Logs,9,2023-2024,21d05ee0-8846-4cd0-be08-45b7c24fa388
/en/players/06df8256/Benoit-Badiashile,06df8256,Benoît Badiashile,frFRA,DF,2023-2024,Chelsea,/en/squads/cff3d9bb/2023-2024/Chelsea-Stats,22,2001,14.9,3,0,0,17,6,1,2,18,15,0,1,1,82,28,22,56.0,/en/players/06df8256/matchlogs/2023-2024/misc/Benoit-Badiashile-Match-Logs,9,2023-2024,cfca2e77-2759-4a4e-b6af-f497f090caf4
/en/players/3a233281/Leon-Bailey,3a233281,Leon Bailey,jmJAM,"MF,FW",2023-2024,Aston Villa,/en/squads/8602292d/2023-2024/Aston-Villa-Stats,25,1997,23.0,5,0,0,26,26,11,75,9,7,0,0,0,107,14,24,36.8,/en/players/3a233281/matchlogs/2023-2024/misc/Leon-Bailey-Match-Logs,9,2023-2024,e8c381b5-3d87-4653-a4e2-046d9273463b
/en/players/32e8417f/Stefan-Bajcetic,32e8417f,Stefan Bajcetic,esESP,MF,2023-2024,Liverpool,/en/squads/822bd0ba/2023-2024/Liverpool-Stats,18,2004,0.3,0,0,0,1,2,0,0,0,1,0,0,0,2,0,0,,/en/players/32e8417f/matchlogs/2023-2024/misc/Stefan-Bajcetic-Match-Logs,9,2023-2024,4a81e88a-48e6-4da9-9430-b2b82b169859
/en/players/394854c4/George-Baldock,394854c4,George Baldock,grGRE,DF,2023-2024,Sheffield Utd,/en/squads/1df6b87e/2023-2024/Sheffield-United-Stats,30,1993,10.8,4,0,0,19,14,1,18,10,10,1,0,0,44,13,13,50.0,/en/players/394854c4/matchlogs/2023-2024/misc/George-Baldock-Match-Logs,9,2023-2024,c683a705-c99d-4d5d-bfd9-b82f64f5fdd1
/en/players/a1390d2f/Carlos-Baleba,a1390d2f,Carlos Baleba,cmCMR,MF,2023-2024,Brighton,/en/squads/d07537b9/2023-2024/Brighton-and-Hove-Albion-Stats,19,2004,14.7,7,0,0,40,27,0,0,18,20,0,0,0,95,24,9,72.7,/en/players/a1390d2f/matchlogs/2023-2024/misc/Carlos-Baleba-Match-Logs,9,2023-2024,019f569d-6c6a-4675-affd-d5ace653b055
/en/players/f449640d/Fode-Ballo-Toure,f449640d,Fodé Ballo-Touré,snSEN,"DF,MF",2023-2024,Fulham,/en/squads/fd962109/2023-2024/Fulham-Stats,26,1997,0.8,1,0,0,4,2,0,4,3,2,0,0,0,6,0,2,0.0,/en/players/f449640d/matchlogs/2023-2024/misc/Fode-Ballo-Toure-Match-Logs,9,2023-2024,2395e7e6-d3e7-48f5-9009-d0615ad4ef54
/en/players/2886c9b5/Shandon-Baptiste,2886c9b5,Shandon Baptiste,gdGRN,MF,2023-2024,Brentford,/en/squads/cd051869/2023-2024/Brentford-Stats,25,1998,2.5,1,0,0,3,0,0,3,3,4,0,0,0,17,3,6,33.3,/en/players/2886c9b5/matchlogs/2023-2024/misc/Shandon-Baptiste-Match-Logs,9,2023-2024,0e0b73d3-aad6-468a-9854-7d53670727e7
/en/players/b9f282ec/Valentin-Barco,b9f282ec,Valentín Barco,arARG,"DF,FW",2023-2024,Brighton,/en/squads/d07537b9/2023-2024/Brighton-and-Hove-Albion-Stats,19,2004,3.4,1,0,0,7,7,0,30,4,5,0,0,0,16,1,7,12.5,/en/players/b9f282ec/matchlogs/2023-2024/misc/Valentin-Barco-Match-Logs,9,2023-2024,94e06b9c-95d3-4445-a5a2-8e7bbdf4d6d7
/en/players/3a24769f/Ross-Barkley,3a24769f,Ross Barkley,engENG,MF,2023-2024,Luton Town,/en/squads/e297cd13/2023-2024/Luton-Town-Stats,29,1993,29.1,6,0,0,25,40,0,45,25,19,0,0,0,201,42,34,55.3,/en/players/3a24769f/matchlogs/2023-2024/misc/Ross-Barkley-Match-Logs,9,2023-2024,336c0675-b7b2-41a3-b836-2e310bc5fc1e
/en/players/3ea50f67/Harvey-Barnes,3ea50f67,Harvey Barnes,engENG,"FW,MF",2023-2024,Newcastle Utd,/en/squads/b2b47a98/2023-2024/Newcastle-United-Stats,25,1997,8.9,2,0,0,5,21,2,12,5,1,0,0,0,43,4,8,33.3,/en/players/3ea50f67/matchlogs/2023-2024/misc/Harvey-Barnes-Match-Logs,9,2023-2024,47cd48ef-e3d1-470f-9a51-68b11c14e8be
/en/players/1aa84968/Chris-Basham,1aa84968,Chris Basham,engENG,"DF,MF",2023-2024,Sheffield Utd,/en/squads/1df6b87e/2023-2024/Sheffield-United-Stats,35,1988,3.6,1,0,0,3,3,2,4,5,2,0,0,0,16,7,8,46.7,/en/players/1aa84968/matchlogs/2023-2024/misc/Chris-Basham-Match-Logs,9,2023-2024,da780620-5db9-4d3b-9444-d501fb2ae084
/en/players/a36524bf/Calvin-Bassey,a36524bf,Calvin Bassey,ngNGA,DF,2023-2024,Fulham,/en/squads/fd962109/2023-2024/Fulham-Stats,23,1999,25.6,6,1,1,15,11,2,3,28,29,0,1,0,171,30,25,54.5,/en/players/a36524bf/matchlogs/2023-2024/misc/Calvin-Bassey-Match-Logs,9,2023-2024,5146918c-327a-48aa-8827-4d9968f2220c
/en/players/a011a1e9/Owen-Beck,a011a1e9,Owen Beck,wlsWAL,DF,2023-2024,Liverpool,/en/squads/822bd0ba/2023-2024/Liverpool-Stats,20,2002,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,/en/players/a011a1e9/matchlogs/2023-2024/misc/Owen-Beck-Match-Logs,9,2023-2024,dadda1f1-79a8-4579-8bcb-0ad7e769c32c
/en/players/50dc94ce/Donny-van-de-Beek,50dc94ce,Donny van de Beek,nlNED,DF,2023-2024,Manchester Utd,/en/squads/19538871/2023-2024/Manchester-United-Stats,26,1997,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,/en/players/50dc94ce/matchlogs/2023-2024/misc/Donny-van-de-Beek-Match-Logs,9,2023-2024,b2710643-df3f-4586-866c-af59180677fe
/en/players/399e9474/Amarii-Bell,399e9474,Amari'i Bell,jmJAM,DF,2023-2024,Luton Town,/en/squads/e297cd13/2023-2024/Luton-Town-Stats,29,1994,19.1,0,0,0,22,16,0,13,25,33,0,0,0,98,20,22,47.6,/en/players/399e9474/matchlogs/2023-2024/misc/Amarii-Bell-Match-Logs,9,2023-2024,432f007b-35d3-41a3-b9cf-16b076b3cbb4
/en/players/10f0fdd3/Jean-Ricner-Bellegarde,10f0fdd3,Jean-Ricner Bellegarde,frFRA,"MF,FW",2023-2024,Wolves,/en/squads/8cec06e1/2023-2024/Wolverhampton-Wanderers-Stats,25,1998,10.6,0,1,0,10,24,2,30,8,10,0,0,0,41,8,26,23.5,/en/players/10f0fdd3/matchlogs/2023-2024/misc/Jean-Ricner-Bellegarde-Match-Logs,9,2023-2024,dd81a54c-6aca-40b1-b794-4f469157260c
/en/players/9ade9ce1/Anis-Ben-Slimane,9ade9ce1,Anis Ben Slimane,tnTUN,MF,2023-2024,Sheffield Utd,/en/squads/1df6b87e/2023-2024/Sheffield-United-Stats,22,2001,4.7,2,0,0,7,6,2,0,5,6,0,0,1,35,7,18,28.0,/en/players/9ade9ce1/matchlogs/2023-2024/misc/Anis-Ben-Slimane-Match-Logs,9,2023-2024,b8ae1ddf-22c7-4623-bd09-a1034799ab31
/en/players/5a04fd92/Said-Benrahma,5a04fd92,Saïd Benrahma,dzALG,"FW,MF",2023-2024,West Ham,/en/squads/7c21e445/2023-2024/West-Ham-United-Stats,27,1995,6.9,1,0,0,5,6,1,17,5,4,0,0,0,43,1,5,16.7,/en/players/5a04fd92/matchlogs/2023-2024/misc/Said-Benrahma-Match-Logs,9,2023-2024,d5037ed4-cb28-4e43-9af7-2224952349ad
/en/players/3b8674e6/Rodrigo-Bentancur,3b8674e6,Rodrigo Bentancur,uyURU,MF,2023-2024,Tottenham,/en/squads/361ca564/2023-2024/Tottenham-Hotspur-Stats,26,1997,11.2,7,0,0,20,17,0,9,17,15,0,0,0,54,14,22,38.9,/en/players/3b8674e6/matchlogs/2023-2024/misc/Rodrigo-Bentancur-Match-Logs,9,2023-2024,d45038ca-48b4-4238-a6a0-63e2529d2c46
/en/players/68db6358/Daniel-Bentley,68db6358,Daniel Bentley,engENG,GK,2023-2024,Wolves,/en/squads/8cec06e1/2023-2024/Wolverhampton-Wanderers-Stats,30,1993,4.3,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,100.0,/en/players/68db6358/matchlogs/2023-2024/misc/Daniel-Bentley-Match-Logs,9,2023-2024,7f8e223c-8861-40e3-b342-17b9543b18f6
/en/players/f72293fc/Johann-Berg-Gudmundsson,f72293fc,Jóhann Berg Guðmundsson,isISL,"MF,FW",2023-2024,Burnley,/en/squads/943e8050/2023-2024/Burnley-Stats,32,1990,13.2,2,0,0,9,20,2,70,16,4,0,0,0,56,14,21,40.0,/en/players/f72293fc/matchlogs/2023-2024/misc/Johann-Berg-Gudmundsson-Match-Logs,9,2023-2024,e7e6a5cf-8220-4d14-a821-f50b84f256b0
/en/players/d0b6129f/Sander-Berge,d0b6129f,Sander Berge,noNOR,MF,2023-2024,Burnley,/en/squads/943e8050/2023-2024/Burnley-Stats,25,1998,33.4,10,1,1,40,19,2,12,23,46,0,0,0,202,64,48,57.1,/en/players/d0b6129f/matchlogs/2023-2024/misc/Sander-Berge-Match-Logs,9,2023-2024,c2e19c95-6912-4d0d-97f9-9b5dbbc65c34
/en/players/2aaadf33/Luke-Berry,2aaadf33,Luke Berry,engENG,"MF,DF",2023-2024,Luton Town,/en/squads/e297cd13/2023-2024/Luton-Town-Stats,31,1992,3.6,1,0,0,6,7,0,8,0,2,0,0,0,8,7,7,50.0,/en/players/2aaadf33/matchlogs/2023-2024/misc/Luke-Berry-Match-Logs,9,2023-2024,e40a9eba-fcca-405d-a969-bcc3fd873bdc
/en/players/ed5c0319/Beto,ed5c0319,Beto,gwGNB,FW,2023-2024,Everton,/en/squads/d3fd31cc/2023-2024/Everton-Stats,25,1998,10.6,2,0,0,21,19,10,5,1,6,0,0,0,36,47,56,45.6,/en/players/ed5c0319/matchlogs/2023-2024/misc/Beto-Match-Logs,9,2023-2024,ab122031-03b1-4c25-ad0e-fa59676fb3b9
/en/players/9af1f9ff/Jordan-Beyer,9af1f9ff,Jordan Beyer,deGER,DF,2023-2024,Burnley,/en/squads/943e8050/2023-2024/Burnley-Stats,23,2000,13.7,6,0,0,11,6,0,0,16,20,0,0,0,57,28,26,51.9,/en/players/9af1f9ff/matchlogs/2023-2024/misc/Jordan-Beyer-Match-Logs,9,2023-2024,7bf88389-7dea-4dc5-b77b-0eb641ef7875
/en/players/d328a254/Philip-Billing,d328a254,Philip Billing,dkDEN,MF,2023-2024,Bournemouth,/en/squads/4ba7cbea/2023-2024/Bournemouth-Stats,27,1996,15.5,3,1,0,19,12,0,29,20,16,0,0,0,76,36,24,60.0,/en/players/d328a254/matchlogs/2023-2024/misc/Philip-Billing-Match-Logs,9,2023-2024,d7cd3e9c-0c18-4358-8fd0-7413c8fa1752
/en/players/6c203af0/Yves-Bissouma,6c203af0,Yves Bissouma,mlMLI,MF,2023-2024,Tottenham,/en/squads/361ca564/2023-2024/Tottenham-Hotspur-Stats,26,1996,23.0,10,2,1,35,31,0,1,37,52,0,0,0,128,14,15,48.3,/en/players/6c203af0/matchlogs/2023-2024/misc/Yves-Bissouma-Match-Logs,9,2023-2024,aa3f8d9b-a0be-478d-8507-79accd07e782
/en/players/4c5835e6/Benicio-Boaitey,4c5835e6,Benicio Boaitey,engENG,"FW,DF",2023-2024,Brighton,/en/squads/d07537b9/2023-2024/Brighton-and-Hove-Albion-Stats,19,2004,0.4,1,0,0,2,0,1,0,0,0,0,0,0,2,0,0,,/en/players/4c5835e6/matchlogs/2023-2024/misc/Benicio-Boaitey-Match-Logs,9,2023-2024,8c5ae20e-dd21-4cbc-8278-704702af2b54
