player_link,player_id,player_name,nationality,position,team_id,team_name,team_link,age,birth_year,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,matches_link,competition_id,season_id,id
/en/players/15ab5a2b/Julian-Alvarez,15ab5a2b,Julián Álvarez,arARG,"MF,FW",2023-2024,Manchester City,/en/squads/b8fd03ef/2023-2024/Manchester-City-Stats,23,2000,29.4,11,96,37,38.5,3.26,1.26,0.09,0.24,17.8,13,2,2,13.0,11.5,0.12,-2.0,-2.5,/en/players/15ab5a2b/matchlogs/2023-2024/summary/Julian-Alvarez-Match-Logs,9,2023-2024,7a604d6a-9d25-46a4-9d1a-e017cae3cb97
/en/players/2ee5b0c9/Zeki-Amdouni,2ee5b0c9,Zeki Amdouni,chSUI,FW,2023-2024,Burnley,/en/squads/943e8050/2023-2024/Burnley-Stats,22,2000,21.7,5,48,21,43.8,2.21,0.97,0.08,0.19,17.8,0,1,1,5.8,5.0,0.10,-0.8,-1.0,/en/players/2ee5b0c9/matchlogs/2023-2024/summary/Zeki-Amdouni-Match-Logs,9,2023-2024,3516f52a-15f3-430b-a363-b05c3a24b538
/en/players/5a2cb25d/Sofyan-Amrabat,5a2cb25d,Sofyan Amrabat,maMAR,"MF,DF",2023-2024,Manchester Utd,/en/squads/19538871/2023-2024/Manchester-United-Stats,26,1996,10.4,0,3,0,0.0,0.29,0.00,0.00,,26.1,0,0,0,0.1,0.1,0.02,-0.1,-0.1,/en/players/5a2cb25d/matchlogs/2023-2024/summary/Sofyan-Amrabat-Match-Logs,9,2023-2024,08920b24-b549-4bf6-afbb-4a8105eb4a3a
/en/players/e34fc66d/Joachim-Andersen,e34fc66d,Joachim Andersen,dkDEN,DF,2023-2024,Crystal Palace,/en/squads/47c64c55/2023-2024/Crystal-Palace-Stats,27,1996,37.9,2,21,8,38.1,0.55,0.21,0.10,0.25,12.8,1,0,0,1.7,1.7,0.08,+0.3,+0.3,/en/players/e34fc66d/matchlogs/2023-2024/summary/Joachim-Andersen-Match-Logs,9,2023-2024,e7c20f1c-77ce-4566-8008-2de18ab0b5f2
/en/players/de31038e/Elliot-Anderson,de31038e,Elliot Anderson,engENG,"MF,FW",2023-2024,Newcastle Utd,/en/squads/b2b47a98/2023-2024/Newcastle-United-Stats,20,2002,11.4,0,19,4,21.1,1.67,0.35,0.00,0.00,14.5,0,0,0,1.5,1.5,0.08,-1.5,-1.5,/en/players/de31038e/matchlogs/2023-2024/summary/Elliot-Anderson-Match-Logs,9,2023-2024,28b07b97-16b3-4c37-91d4-eb59a64c6ead
/en/players/e4238fb1/Jaidon-Anthony,e4238fb1,Jaidon Anthony,engENG,FW,2023-2024,Bournemouth,/en/squads/4ba7cbea/2023-2024/Bournemouth-Stats,23,1999,1.7,0,2,1,50.0,1.18,0.59,0.00,0.00,24.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,/en/players/e4238fb1/matchlogs/2023-2024/summary/Jaidon-Anthony-Match-Logs,9,2023-2024,156f0896-2872-4791-b49a-2de22a8188c1
/en/players/ac05f970/Michail-Antonio,ac05f970,Michail Antonio,jmJAM,FW,2023-2024,West Ham,/en/squads/7c21e445/2023-2024/West-Ham-United-Stats,33,1990,18.8,6,30,14,46.7,1.59,0.74,0.20,0.43,13.1,0,0,0,5.8,5.8,0.19,+0.2,+0.2,/en/players/ac05f970/matchlogs/2023-2024/summary/Michail-Antonio-Match-Logs,9,2023-2024,681e99eb-9869-4d57-a39d-28b70187c983
/en/players/99127249/Antony,99127249,Antony,brBRA,FW,2023-2024,Manchester Utd,/en/squads/19538871/2023-2024/Manchester-United-Stats,23,2000,14.7,1,43,15,34.9,2.92,1.02,0.02,0.07,18.9,0,0,0,3.4,3.4,0.08,-2.4,-2.4,/en/players/99127249/matchlogs/2023-2024/summary/Antony-Match-Logs,9,2023-2024,23b977cb-03ee-4757-8269-55dcbaf173e7
/en/players/afe1a491/Oliver-Arblaster,afe1a491,Oliver Arblaster,engENG,MF,2023-2024,Sheffield Utd,/en/squads/1df6b87e/2023-2024/Sheffield-United-Stats,19,2004,10.5,0,1,1,100.0,0.10,0.10,0.00,0.00,16.6,0,0,0,0.0,0.0,0.04,0.0,0.0,/en/players/afe1a491/matchlogs/2023-2024/summary/Oliver-Arblaster-Match-Logs,9,2023-2024,ea622026-9a49-458e-8536-d439c8c2d969
/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,Cameron Archer,engENG,"FW,MF",2023-2024,Sheffield Utd,/en/squads/1df6b87e/2023-2024/Sheffield-United-Stats,22,2001,20.4,4,42,9,21.4,2.06,0.44,0.10,0.44,16.7,0,0,0,5.5,5.5,0.14,-1.5,-1.5,/en/players/05e8ca6d/matchlogs/2023-2024/summary/Cameron-Archer-Match-Logs,9,2023-2024,21aa2d2c-d061-44f7-84e1-843b8f93a42d
/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,Cameron Archer,engENG,MF,2023-2024,Aston Villa,/en/squads/8602292d/2023-2024/Aston-Villa-Stats,22,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,/en/players/05e8ca6d/matchlogs/2023-2024/summary/Cameron-Archer-Match-Logs,9,2023-2024,c238dada-5d85-4645-b9b5-4f3b056a45d4
/en/players/2f965a72/Alphonse-Areola,2f965a72,Alphonse Areola,frFRA,GK,2023-2024,West Ham,/en/squads/7c21e445/2023-2024/West-Ham-United-Stats,30,1993,30.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,/en/players/2f965a72/matchlogs/2023-2024/summary/Alphonse-Areola-Match-Logs,9,2023-2024,376f131b-101a-4e5c-b0c3-2b1c4efca2b3
/en/players/b026bbf6/Lorenz-Assignon,b026bbf6,Lorenz Assignon,tgTOG,DF,2023-2024,Burnley,/en/squads/943e8050/2023-2024/Burnley-Stats,23,2000,13.7,1,9,4,44.4,0.66,0.29,0.11,0.25,22.1,0,0,0,0.4,0.4,0.04,+0.6,+0.6,/en/players/b026bbf6/matchlogs/2023-2024/summary/Lorenz-Assignon-Match-Logs,9,2023-2024,4e8f4342-46dd-4d99-b063-2f6ca0a60183
/en/players/5c2b4f07/Serge-Aurier,5c2b4f07,Serge Aurier,ciCIV,"DF,MF",2023-2024,Nott'ham Forest,/en/squads/e4a775cb/2023-2024/Nottingham-Forest-Stats,30,1992,9.3,0,6,1,16.7,0.65,0.11,0.00,0.00,16.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2,/en/players/5c2b4f07/matchlogs/2023-2024/summary/Serge-Aurier-Match-Logs,9,2023-2024,7ba8c3f2-0c63-47c4-8ef5-8cbed9e56541
/en/players/e5478b87/Taiwo-Awoniyi,e5478b87,Taiwo Awoniyi,ngNGA,FW,2023-2024,Nott'ham Forest,/en/squads/e4a775cb/2023-2024/Nottingham-Forest-Stats,25,1997,11.6,6,22,11,50.0,1.90,0.95,0.27,0.55,11.5,0,0,0,4.7,4.7,0.22,+1.3,+1.3,/en/players/e5478b87/matchlogs/2023-2024/summary/Taiwo-Awoniyi-Match-Logs,9,2023-2024,cad77c24-57a5-4449-8193-0c355002655b
/en/players/da052c14/Jordan-Ayew,da052c14,Jordan Ayew,ghGHA,"FW,MF",2023-2024,Crystal Palace,/en/squads/47c64c55/2023-2024/Crystal-Palace-Stats,31,1991,28.3,4,48,19,39.6,1.70,0.67,0.08,0.21,18.2,0,0,0,3.9,3.9,0.08,+0.1,+0.1,/en/players/da052c14/matchlogs/2023-2024/summary/Jordan-Ayew-Match-Logs,9,2023-2024,29ee97c8-16ec-4ebd-8c42-87ff34a730c8
/en/players/06df8256/Benoit-Badiashile,06df8256,Benoît Badiashile,frFRA,DF,2023-2024,Chelsea,/en/squads/cff3d9bb/2023-2024/Chelsea-Stats,22,2001,14.9,0,6,1,16.7,0.40,0.07,0.00,0.00,14.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3,/en/players/06df8256/matchlogs/2023-2024/summary/Benoit-Badiashile-Match-Logs,9,2023-2024,de2a3502-afe2-4230-94d1-32193139d56c
/en/players/3a233281/Leon-Bailey,3a233281,Leon Bailey,jmJAM,"MF,FW",2023-2024,Aston Villa,/en/squads/8602292d/2023-2024/Aston-Villa-Stats,25,1997,23.0,10,53,18,34.0,2.31,0.78,0.19,0.56,16.1,1,0,0,6.3,6.3,0.12,+3.7,+3.7,/en/players/3a233281/matchlogs/2023-2024/summary/Leon-Bailey-Match-Logs,9,2023-2024,b22c9b6d-efdd-4d96-9294-039313d8d102
/en/players/32e8417f/Stefan-Bajcetic,32e8417f,Stefan Bajcetic,esESP,MF,2023-2024,Liverpool,/en/squads/822bd0ba/2023-2024/Liverpool-Stats,18,2004,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,/en/players/32e8417f/matchlogs/2023-2024/summary/Stefan-Bajcetic-Match-Logs,9,2023-2024,6b52aecd-c722-4aba-aa91-dedfb4337376
/en/players/394854c4/George-Baldock,394854c4,George Baldock,grGRE,DF,2023-2024,Sheffield Utd,/en/squads/1df6b87e/2023-2024/Sheffield-United-Stats,30,1993,10.8,0,1,0,0.0,0.09,0.00,0.00,,22.2,0,0,0,0.0,0.0,0.02,0.0,0.0,/en/players/394854c4/matchlogs/2023-2024/summary/George-Baldock-Match-Logs,9,2023-2024,f7aa4b5c-3103-43cd-a391-e5493f37899b
/en/players/a1390d2f/Carlos-Baleba,a1390d2f,Carlos Baleba,cmCMR,MF,2023-2024,Brighton,/en/squads/d07537b9/2023-2024/Brighton-and-Hove-Albion-Stats,19,2004,14.7,0,21,5,23.8,1.43,0.34,0.00,0.00,24.4,0,0,0,0.8,0.8,0.04,-0.8,-0.8,/en/players/a1390d2f/matchlogs/2023-2024/summary/Carlos-Baleba-Match-Logs,9,2023-2024,ac22ce94-cfc7-4313-9fe3-019896d792c9
/en/players/f449640d/Fode-Ballo-Toure,f449640d,Fodé Ballo-Touré,snSEN,"DF,MF",2023-2024,Fulham,/en/squads/fd962109/2023-2024/Fulham-Stats,26,1997,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,/en/players/f449640d/matchlogs/2023-2024/summary/Fode-Ballo-Toure-Match-Logs,9,2023-2024,5830b8ce-0986-45d2-a7aa-fc3d75c92359
/en/players/2886c9b5/Shandon-Baptiste,2886c9b5,Shandon Baptiste,gdGRN,MF,2023-2024,Brentford,/en/squads/cd051869/2023-2024/Brentford-Stats,25,1998,2.5,1,2,2,100.0,0.79,0.79,0.50,0.50,6.6,0,0,0,0.9,0.9,0.45,+0.1,+0.1,/en/players/2886c9b5/matchlogs/2023-2024/summary/Shandon-Baptiste-Match-Logs,9,2023-2024,ee9b1052-7c55-4e80-a1d5-8942e1ac013c
/en/players/b9f282ec/Valentin-Barco,b9f282ec,Valentín Barco,arARG,"DF,FW",2023-2024,Brighton,/en/squads/d07537b9/2023-2024/Brighton-and-Hove-Albion-Stats,19,2004,3.4,0,4,2,50.0,1.17,0.59,0.00,0.00,24.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,/en/players/b9f282ec/matchlogs/2023-2024/summary/Valentin-Barco-Match-Logs,9,2023-2024,38b7acb4-cad9-4669-9464-cdabb67bcd6c
/en/players/3a24769f/Ross-Barkley,3a24769f,Ross Barkley,engENG,MF,2023-2024,Luton Town,/en/squads/e297cd13/2023-2024/Luton-Town-Stats,29,1993,29.1,5,66,19,28.8,2.27,0.65,0.08,0.26,21.5,6,0,0,4.1,4.1,0.06,+0.9,+0.9,/en/players/3a24769f/matchlogs/2023-2024/summary/Ross-Barkley-Match-Logs,9,2023-2024,4e253483-bbbd-4362-a322-0dd677607d95
/en/players/3ea50f67/Harvey-Barnes,3ea50f67,Harvey Barnes,engENG,"FW,MF",2023-2024,Newcastle Utd,/en/squads/b2b47a98/2023-2024/Newcastle-United-Stats,25,1997,8.9,5,27,12,44.4,3.03,1.35,0.19,0.42,16.0,0,0,0,3.6,3.6,0.13,+1.4,+1.4,/en/players/3ea50f67/matchlogs/2023-2024/summary/Harvey-Barnes-Match-Logs,9,2023-2024,67681f11-0950-45d0-bcef-504ec411f26b
/en/players/1aa84968/Chris-Basham,1aa84968,Chris Basham,engENG,"DF,MF",2023-2024,Sheffield Utd,/en/squads/1df6b87e/2023-2024/Sheffield-United-Stats,35,1988,3.6,0,2,0,0.0,0.56,0.00,0.00,,10.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,/en/players/1aa84968/matchlogs/2023-2024/summary/Chris-Basham-Match-Logs,9,2023-2024,1b02db9c-7119-427a-9c2b-3ecfb5d54058
/en/players/a36524bf/Calvin-Bassey,a36524bf,Calvin Bassey,ngNGA,DF,2023-2024,Fulham,/en/squads/fd962109/2023-2024/Fulham-Stats,23,1999,25.6,1,5,1,20.0,0.20,0.04,0.20,1.00,10.1,0,0,0,0.3,0.3,0.07,+0.7,+0.7,/en/players/a36524bf/matchlogs/2023-2024/summary/Calvin-Bassey-Match-Logs,9,2023-2024,5ced7de5-2a52-4ce4-aa75-1a8475ab754e
/en/players/a011a1e9/Owen-Beck,a011a1e9,Owen Beck,wlsWAL,DF,2023-2024,Liverpool,/en/squads/822bd0ba/2023-2024/Liverpool-Stats,20,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,/en/players/a011a1e9/matchlogs/2023-2024/summary/Owen-Beck-Match-Logs,9,2023-2024,a1ef5a93-ec48-4930-9e2e-04d2ed88d93d
/en/players/50dc94ce/Donny-van-de-Beek,50dc94ce,Donny van de Beek,nlNED,DF,2023-2024,Manchester Utd,/en/squads/19538871/2023-2024/Manchester-United-Stats,26,1997,0.0,0,1,0,0.0,30.00,0.00,0.00,,16.1,0,0,0,0.0,0.0,0.04,0.0,0.0,/en/players/50dc94ce/matchlogs/2023-2024/summary/Donny-van-de-Beek-Match-Logs,9,2023-2024,03d49f7c-3b7f-4b5f-b6d8-ded625a4fb1e
/en/players/399e9474/Amarii-Bell,399e9474,Amari'i Bell,jmJAM,DF,2023-2024,Luton Town,/en/squads/e297cd13/2023-2024/Luton-Town-Stats,29,1994,19.1,0,2,2,100.0,0.10,0.10,0.00,0.00,18.8,0,0,0,0.3,0.3,0.13,-0.3,-0.3,/en/players/399e9474/matchlogs/2023-2024/summary/Amarii-Bell-Match-Logs,9,2023-2024,9b7fed15-704a-4bbe-bdb7-6abca9355f40
/en/players/10f0fdd3/Jean-Ricner-Bellegarde,10f0fdd3,Jean-Ricner Bellegarde,frFRA,"MF,FW",2023-2024,Wolves,/en/squads/8cec06e1/2023-2024/Wolverhampton-Wanderers-Stats,25,1998,10.6,2,15,5,33.3,1.41,0.47,0.13,0.40,16.5,0,0,0,1.6,1.6,0.10,+0.4,+0.4,/en/players/10f0fdd3/matchlogs/2023-2024/summary/Jean-Ricner-Bellegarde-Match-Logs,9,2023-2024,c46b2a19-1366-4e0d-8219-e366fea7e34f
/en/players/9ade9ce1/Anis-Ben-Slimane,9ade9ce1,Anis Ben Slimane,tnTUN,MF,2023-2024,Sheffield Utd,/en/squads/1df6b87e/2023-2024/Sheffield-United-Stats,22,2001,4.7,0,8,3,37.5,1.72,0.64,0.00,0.00,18.2,0,0,0,0.8,0.8,0.10,-0.8,-0.8,/en/players/9ade9ce1/matchlogs/2023-2024/summary/Anis-Ben-Slimane-Match-Logs,9,2023-2024,48b527d1-675e-44ff-a02d-f71e7254a656
/en/players/5a04fd92/Said-Benrahma,5a04fd92,Saïd Benrahma,dzALG,"FW,MF",2023-2024,West Ham,/en/squads/7c21e445/2023-2024/West-Ham-United-Stats,27,1995,6.9,0,18,5,27.8,2.61,0.73,0.00,0.00,19.8,0,0,1,1.8,1.0,0.06,-1.8,-1.0,/en/players/5a04fd92/matchlogs/2023-2024/summary/Said-Benrahma-Match-Logs,9,2023-2024,efdb0525-cfb5-4006-960a-9746fdf111b5
/en/players/3b8674e6/Rodrigo-Bentancur,3b8674e6,Rodrigo Bentancur,uyURU,MF,2023-2024,Tottenham,/en/squads/361ca564/2023-2024/Tottenham-Hotspur-Stats,26,1997,11.2,1,18,4,22.2,1.61,0.36,0.06,0.25,16.3,0,0,0,1.9,1.9,0.11,-0.9,-0.9,/en/players/3b8674e6/matchlogs/2023-2024/summary/Rodrigo-Bentancur-Match-Logs,9,2023-2024,1c91f710-b103-4807-bc2a-e296b60018ea
/en/players/68db6358/Daniel-Bentley,68db6358,Daniel Bentley,engENG,GK,2023-2024,Wolves,/en/squads/8cec06e1/2023-2024/Wolverhampton-Wanderers-Stats,30,1993,4.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,/en/players/68db6358/matchlogs/2023-2024/summary/Daniel-Bentley-Match-Logs,9,2023-2024,7c1e0747-d033-49e8-9880-1b795dc818e2
/en/players/f72293fc/Johann-Berg-Gudmundsson,f72293fc,Jóhann Berg Guðmundsson,isISL,"MF,FW",2023-2024,Burnley,/en/squads/943e8050/2023-2024/Burnley-Stats,32,1990,13.2,1,15,6,40.0,1.13,0.45,0.07,0.17,15.6,1,0,0,1.9,1.9,0.12,-0.9,-0.9,/en/players/f72293fc/matchlogs/2023-2024/summary/Johann-Berg-Gudmundsson-Match-Logs,9,2023-2024,80cc1af5-d089-48bf-a8f3-f42526eb098b
/en/players/d0b6129f/Sander-Berge,d0b6129f,Sander Berge,noNOR,MF,2023-2024,Burnley,/en/squads/943e8050/2023-2024/Burnley-Stats,25,1998,33.4,1,25,3,12.0,0.75,0.09,0.04,0.33,17.6,0,0,0,1.9,1.9,0.08,-0.9,-0.9,/en/players/d0b6129f/matchlogs/2023-2024/summary/Sander-Berge-Match-Logs,9,2023-2024,f646ca96-60e3-4419-8a86-c3226977111d
