player_link,player_id,player_name,nationality,position,team_id,team_name,team_link,age,birth_year,gk_games,gk_games_starts,gk_minutes,minutes_90s,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,matches_link,competition_id,season_id,id
/en/players/0cf321c8/Djordje-Petrovic,0cf321c8,Đorđe Petrović,rsSRB,GK,2023-2024,Chelsea,/en/squads/cff3d9bb/2023-2024/Chelsea-Stats,23,1999,23,22,"1,987",22.1,38,1.72,108,73,65.7,13,5,4,5,22.7,2,1,0,1,0.0,/en/players/0cf321c8/matchlogs/2023-2024/keeper/Djordje-Petrovic-Match-Logs,9,2023-2024,f7f96848-0593-4ec0-a19c-cfecc3d67721
/en/players/4806ec67/Jordan-Pickford,4806ec67,Jordan Pickford,engENG,GK,2023-2024,Everton,/en/squads/d3fd31cc/2023-2024/Everton-Stats,29,1994,38,38,"3,420",38.0,51,1.34,165,117,73.9,13,9,16,13,34.2,8,8,0,0,0.0,/en/players/4806ec67/matchlogs/2023-2024/keeper/Jordan-Pickford-Match-Logs,9,2023-2024,14773ab9-da1d-4616-b603-20fc348c0b70
/en/players/4b40d9ca/Nick-Pope,4b40d9ca,Nick Pope,engENG,GK,2023-2024,Newcastle Utd,/en/squads/b2b47a98/2023-2024/Newcastle-United-Stats,31,1992,15,15,"1,345",14.9,16,1.07,58,42,72.4,9,2,4,5,33.3,0,0,0,0,,/en/players/4b40d9ca/matchlogs/2023-2024/keeper/Nick-Pope-Match-Logs,9,2023-2024,61c70ab8-ca25-4a13-a34d-c867bd4a5aa3
/en/players/67f649be/Ionut-Radu,67f649be,Ionuț Radu,roROU,GK,2023-2024,Bournemouth,/en/squads/4ba7cbea/2023-2024/Bournemouth-Stats,26,1997,2,2,180,2.0,7,3.50,11,4,36.4,1,0,1,0,0.0,0,0,0,0,,/en/players/67f649be/matchlogs/2023-2024/keeper/Ionut-Radu-Match-Logs,9,2023-2024,7fd0fa1d-21e4-4d38-b340-45c6481f6a07
/en/players/466fb2c5/Aaron-Ramsdale,466fb2c5,Aaron Ramsdale,engENG,GK,2023-2024,Arsenal,/en/squads/18bb7c10/2023-2024/Arsenal-Stats,25,1998,6,6,540,6.0,5,0.83,14,9,64.3,5,1,0,2,33.3,0,0,0,0,,/en/players/466fb2c5/matchlogs/2023-2024/keeper/Aaron-Ramsdale-Match-Logs,9,2023-2024,c1c60ffc-aa83-41d0-9b5f-667aa378d91f
/en/players/98ea5115/David-Raya,98ea5115,David Raya,esESP,GK,2023-2024,Arsenal,/en/squads/18bb7c10/2023-2024/Arsenal-Stats,27,1995,32,32,"2,880",32.0,24,0.75,69,45,68.1,23,4,5,16,50.0,3,2,1,0,33.3,/en/players/98ea5115/matchlogs/2023-2024/keeper/David-Raya-Match-Logs,9,2023-2024,0439bf24-b497-4f56-bee3-78fd2f0701b2
/en/players/903b6e8b/Jose-Sa,903b6e8b,José Sá,ptPOR,GK,2023-2024,Wolves,/en/squads/8cec06e1/2023-2024/Wolverhampton-Wanderers-Stats,30,1993,35,35,"3,037",33.7,58,1.72,188,131,73.4,12,7,16,4,11.4,8,8,0,0,0.0,/en/players/903b6e8b/matchlogs/2023-2024/keeper/Jose-Sa-Match-Logs,9,2023-2024,956c8bf2-98de-46b2-aa20-43e5c3b76ea1
/en/players/6a713852/Robert-Sanchez,6a713852,Robert Sánchez,esESP,GK,2023-2024,Chelsea,/en/squads/cff3d9bb/2023-2024/Chelsea-Stats,25,1997,16,16,"1,433",15.9,25,1.57,78,52,70.5,5,4,7,3,18.8,3,2,1,0,33.3,/en/players/6a713852/matchlogs/2023-2024/keeper/Robert-Sanchez-Match-Logs,9,2023-2024,340bd7b9-4ee6-48fb-9bcf-3379e821d904
/en/players/834b5c4c/Matz-Sels,834b5c4c,Matz Sels,beBEL,GK,2023-2024,Nott'ham Forest,/en/squads/e4a775cb/2023-2024/Nottingham-Forest-Stats,31,1992,16,16,"1,440",16.0,27,1.69,61,36,57.4,4,4,8,1,6.3,1,1,0,0,0.0,/en/players/834b5c4c/matchlogs/2023-2024/keeper/Matz-Sels-Match-Logs,9,2023-2024,56a8543a-e56d-4a68-819a-ce13543b3e19
/en/players/ee7c0a5e/James-Shea,ee7c0a5e,James Shea,engENG,GK,2023-2024,Luton Town,/en/squads/e297cd13/2023-2024/Luton-Town-Stats,32,1991,1,0,15,0.2,0,0.00,2,2,100.0,0,0,0,0,,0,0,0,0,,/en/players/ee7c0a5e/matchlogs/2023-2024/keeper/James-Shea-Match-Logs,9,2023-2024,3e798adc-ffa4-496c-ad51-4be7dd014301
/en/players/28300a16/Jason-Steele,28300a16,Jason Steele,engENG,GK,2023-2024,Brighton,/en/squads/d07537b9/2023-2024/Brighton-and-Hove-Albion-Stats,32,1990,17,17,"1,530",17.0,34,2.00,74,42,58.1,5,4,8,2,11.8,3,3,0,0,0.0,/en/players/28300a16/matchlogs/2023-2024/keeper/Jason-Steele-Match-Logs,9,2023-2024,c8222ea9-aa05-4a9b-8765-540d96e934c3
/en/players/339fe0e8/Thomas-Strakosha,339fe0e8,Thomas Strakosha,alALB,GK,2023-2024,Brentford,/en/squads/cd051869/2023-2024/Brentford-Stats,28,1995,2,1,135,1.5,2,1.33,8,6,75.0,0,0,1,0,0.0,0,0,0,0,,/en/players/339fe0e8/matchlogs/2023-2024/keeper/Thomas-Strakosha-Match-Logs,9,2023-2024,177608c7-368a-4d8d-a6d7-f4ff2fa09a19
/en/players/259fea27/James-Trafford,259fea27,James Trafford,engENG,GK,2023-2024,Burnley,/en/squads/943e8050/2023-2024/Burnley-Stats,20,2002,28,28,"2,520",28.0,62,2.21,166,106,65.7,3,5,20,2,7.1,5,5,0,0,0.0,/en/players/259fea27/matchlogs/2023-2024/keeper/James-Trafford-Match-Logs,9,2023-2024,ca0de70f-d126-4fff-bee7-2d95f6a183dc
/en/players/fe558029/Mark-Travers,fe558029,Mark Travers,ieIRL,GK,2023-2024,Bournemouth,/en/squads/4ba7cbea/2023-2024/Bournemouth-Stats,24,1999,4,4,360,4.0,5,1.25,18,13,77.8,2,0,2,2,50.0,1,1,0,0,0.0,/en/players/fe558029/matchlogs/2023-2024/keeper/Mark-Travers-Match-Logs,9,2023-2024,eb122299-f219-44d7-b41e-88d3d05dd5a7
/en/players/4a51ba65/Matt-Turner,4a51ba65,Matt Turner,usUSA,GK,2023-2024,Nott'ham Forest,/en/squads/e4a775cb/2023-2024/Nottingham-Forest-Stats,29,1994,17,17,"1,530",17.0,28,1.65,80,52,67.5,4,5,8,2,11.8,2,2,0,0,0.0,/en/players/4a51ba65/matchlogs/2023-2024/keeper/Matt-Turner-Match-Logs,9,2023-2024,bb790b4c-5da2-49bf-988c-b632db10e476
/en/players/cf134113/Bart-Verbruggen,cf134113,Bart Verbruggen,nlNED,GK,2023-2024,Brighton,/en/squads/d07537b9/2023-2024/Brighton-and-Hove-Albion-Stats,20,2002,21,21,"1,890",21.0,28,1.33,91,63,72.5,7,8,6,4,19.0,3,3,0,0,0.0,/en/players/cf134113/matchlogs/2023-2024/keeper/Bart-Verbruggen-Match-Logs,9,2023-2024,8f631f8c-bd71-4464-ac7b-cebd5ccd7517
/en/players/77d6fd4d/Guglielmo-Vicario,77d6fd4d,Guglielmo Vicario,itITA,GK,2023-2024,Tottenham,/en/squads/361ca564/2023-2024/Tottenham-Hotspur-Stats,26,1996,38,38,"3,420",38.0,61,1.61,167,109,67.7,20,6,12,7,18.4,7,7,0,0,0.0,/en/players/77d6fd4d/matchlogs/2023-2024/keeper/Guglielmo-Vicario-Match-Logs,9,2023-2024,677625a3-3427-470c-a854-3f2228701f00
/en/players/03df04ff/Odysseas-Vlachodimos,03df04ff,Odysseas Vlachodimos,grGRE,GK,2023-2024,Nott'ham Forest,/en/squads/e4a775cb/2023-2024/Nottingham-Forest-Stats,29,1994,5,5,450,5.0,12,2.40,22,10,50.0,1,0,4,1,20.0,1,1,0,0,0.0,/en/players/03df04ff/matchlogs/2023-2024/keeper/Odysseas-Vlachodimos-Match-Logs,9,2023-2024,9571448c-e341-4a0f-b892-fccf5321aa73
