player_link,player_id,player_name,nationality,position,team_id,team_name,team_link,age,birth_year,gk_games,gk_games_starts,gk_minutes,minutes_90s,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,matches_link,competition_id,season_id,id
/en/players/7a2e46a8/Alisson,7a2e46a8,Alisson,brBRA,GK,2023-2024,Liverpool,/en/squads/822bd0ba/2023-2024/Liverpool-Stats,30,1992,28,28,"2,520",28.0,30,1.07,109,80,73.4,16,8,4,8,28.6,1,1,0,0,0.0,/en/players/7a2e46a8/matchlogs/2023-2024/keeper/Alisson-Match-Logs,9,2023-2024,98873182-e7c4-4e15-9a0c-d2f70deafef5
/en/players/2f965a72/Alphonse-Areola,2f965a72,Alphonse Areola,frFRA,GK,2023-2024,West Ham,/en/squads/7c21e445/2023-2024/West-Ham-United-Stats,30,1993,31,31,"2,699",30.0,53,1.77,188,136,74.5,11,9,11,4,12.9,7,5,2,0,28.6,/en/players/2f965a72/matchlogs/2023-2024/keeper/Alphonse-Areola-Match-Logs,9,2023-2024,4b80911e-647c-4df3-9b4a-371b18b69a57
/en/players/68db6358/Daniel-Bentley,68db6358,Daniel Bentley,engENG,GK,2023-2024,Wolves,/en/squads/8cec06e1/2023-2024/Wolverhampton-Wanderers-Stats,30,1993,5,3,383,4.3,7,1.64,15,8,53.3,1,0,2,1,33.3,0,0,0,0,,/en/players/68db6358/matchlogs/2023-2024/keeper/Daniel-Bentley-Match-Logs,9,2023-2024,cf7f982b-5f8b-4198-9571-86566b99d732
/en/players/3a949a25/Martin-Dubravka,3a949a25,Martin Dúbravka,skSVK,GK,2023-2024,Newcastle Utd,/en/squads/b2b47a98/2023-2024/Newcastle-United-Stats,34,1989,23,22,"1,985",22.1,42,1.90,130,87,70.8,9,4,9,5,22.7,5,4,1,0,20.0,/en/players/3a949a25/matchlogs/2023-2024/keeper/Martin-Dubravka-Match-Logs,9,2023-2024,f352359e-1f0f-4348-91e6-a2ccdbcea644
/en/players/3bb7b8b4/Ederson,3bb7b8b4,Ederson,brBRA,GK,2023-2024,Manchester City,/en/squads/b8fd03ef/2023-2024/Manchester-City-Stats,29,1993,33,33,"2,785",30.9,27,0.87,82,56,70.7,24,6,3,10,30.3,3,3,0,0,0.0,/en/players/3bb7b8b4/matchlogs/2023-2024/keeper/Ederson-Match-Logs,9,2023-2024,1d470471-1fa3-435d-bc10-bf16190ef220
/en/players/9328b835/Lukasz-Fabianski,9328b835,Łukasz Fabiański,plPOL,GK,2023-2024,West Ham,/en/squads/7c21e445/2023-2024/West-Ham-United-Stats,38,1985,10,7,721,8.0,21,2.62,53,33,66.0,3,1,3,1,14.3,3,3,0,0,0.0,/en/players/9328b835/matchlogs/2023-2024/keeper/Lukasz-Fabianski-Match-Logs,9,2023-2024,2fd66392-fb27-4519-b1f5-ab6f20ff9293
/en/players/a92ab7be/Mark-Flekken,a92ab7be,Mark Flekken,nlNED,GK,2023-2024,Brentford,/en/squads/cd051869/2023-2024/Brentford-Stats,30,1993,37,37,"3,285",36.5,63,1.73,176,113,65.3,10,9,18,7,18.9,2,2,0,0,0.0,/en/players/a92ab7be/matchlogs/2023-2024/keeper/Mark-Flekken-Match-Logs,9,2023-2024,356a27dc-6a20-4112-9e90-0957ac356461
/en/players/96cf7b61/Wes-Foderingham,96cf7b61,Wes Foderingham,engENG,GK,2023-2024,Sheffield Utd,/en/squads/1df6b87e/2023-2024/Sheffield-United-Stats,32,1991,30,29,"2,649",29.4,79,2.68,204,130,63.7,3,4,22,1,3.4,6,5,0,1,0.0,/en/players/96cf7b61/matchlogs/2023-2024/keeper/Wes-Foderingham-Match-Logs,9,2023-2024,ba6ca9fd-10fc-44d3-8516-7329c9d0b5d4
/en/players/3f034750/Ivo-Grbic,3f034750,Ivo Grbić,hrCRO,GK,2023-2024,Sheffield Utd,/en/squads/1df6b87e/2023-2024/Sheffield-United-Stats,27,1996,9,9,771,8.6,25,2.92,59,36,57.6,0,3,6,0,0.0,1,0,0,1,,/en/players/3f034750/matchlogs/2023-2024/keeper/Ivo-Grbic-Match-Logs,9,2023-2024,406a1651-0695-409c-b64f-9cf7caa2de58
/en/players/e5a76dfe/Dean-Henderson,e5a76dfe,Dean Henderson,engENG,GK,2023-2024,Crystal Palace,/en/squads/47c64c55/2023-2024/Crystal-Palace-Stats,26,1997,18,18,"1,620",18.0,30,1.67,86,57,66.3,8,4,6,4,22.2,1,1,0,0,0.0,/en/players/e5a76dfe/matchlogs/2023-2024/keeper/Dean-Henderson-Match-Logs,9,2023-2024,80d4ee21-30d5-47c7-8b62-4f69cfa8be9c
/en/players/9e5708be/Sam-Johnstone,9e5708be,Sam Johnstone,engENG,GK,2023-2024,Crystal Palace,/en/squads/47c64c55/2023-2024/Crystal-Palace-Stats,30,1993,20,20,"1,796",20.0,27,1.35,67,41,62.7,5,6,9,6,30.0,2,2,0,0,0.0,/en/players/9e5708be/matchlogs/2023-2024/keeper/Sam-Johnstone-Match-Logs,9,2023-2024,91101b59-adbf-427e-bd5f-64852857ef8a
/en/players/1caa93a5/Thomas-Kaminski,1caa93a5,Thomas Kaminski,beBEL,GK,2023-2024,Luton Town,/en/squads/e297cd13/2023-2024/Luton-Town-Stats,30,1992,38,38,"3,405",37.8,85,2.25,221,140,63.3,6,8,24,2,5.3,4,4,0,0,0.0,/en/players/1caa93a5/matchlogs/2023-2024/keeper/Thomas-Kaminski-Match-Logs,9,2023-2024,be98839e-c31a-45a6-ac24-646bacdde6c3
/en/players/32e7ce92/Loris-Karius,32e7ce92,Loris Karius,deGER,GK,2023-2024,Newcastle Utd,/en/squads/b2b47a98/2023-2024/Newcastle-United-Stats,30,1993,1,1,90,1.0,4,4.00,7,4,42.9,0,0,1,0,0.0,0,0,0,0,,/en/players/32e7ce92/matchlogs/2023-2024/keeper/Loris-Karius-Match-Logs,9,2023-2024,a003d7b8-2b04-472b-8bec-5650b0d68220
/en/players/62d7ef38/Caoimhin-Kelleher,62d7ef38,Caoimhín Kelleher,ieIRL,GK,2023-2024,Liverpool,/en/squads/822bd0ba/2023-2024/Liverpool-Stats,24,1998,10,10,900,10.0,11,1.10,38,28,71.1,8,2,0,2,20.0,0,0,0,0,,/en/players/62d7ef38/matchlogs/2023-2024/keeper/Caoimhin-Kelleher-Match-Logs,9,2023-2024,d471a382-e958-430d-93ce-63e38bf8678a
/en/players/2628fd2b/Bernd-Leno,2628fd2b,Bernd Leno,deGER,GK,2023-2024,Fulham,/en/squads/fd962109/2023-2024/Fulham-Stats,31,1992,38,38,"3,420",38.0,61,1.61,190,133,72.1,13,8,17,10,26.3,8,8,0,0,0.0,/en/players/2628fd2b/matchlogs/2023-2024/keeper/Bernd-Leno-Match-Logs,9,2023-2024,43387124-1311-4bef-a501-d45ba2a3059e
/en/players/7956236f/Emiliano-Martinez,7956236f,Emiliano Martínez,arARG,GK,2023-2024,Aston Villa,/en/squads/8602292d/2023-2024/Aston-Villa-Stats,30,1992,34,34,"3,015",33.5,48,1.43,139,95,66.2,19,8,7,8,23.5,1,1,0,0,0.0,/en/players/7956236f/matchlogs/2023-2024/keeper/Emiliano-Martinez-Match-Logs,9,2023-2024,c379646f-bc58-459b-9e9f-eaf5924e04ed
/en/players/27f4f772/Remi-Matthews,27f4f772,Remi Matthews,engENG,GK,2023-2024,Crystal Palace,/en/squads/47c64c55/2023-2024/Crystal-Palace-Stats,29,1994,1,0,4,0.0,1,22.50,1,0,0.0,0,0,0,0,,0,0,0,0,,/en/players/27f4f772/matchlogs/2023-2024/keeper/Remi-Matthews-Match-Logs,9,2023-2024,795372fc-863b-43f4-9be2-7fb114a8529c
/en/players/99aa1a84/Arijanet-Muric,99aa1a84,Arijanet Muric,xkKVX,GK,2023-2024,Burnley,/en/squads/943e8050/2023-2024/Burnley-Stats,24,1998,10,10,900,10.0,16,1.60,78,62,80.8,2,4,4,0,0.0,2,1,1,0,50.0,/en/players/99aa1a84/matchlogs/2023-2024/keeper/Arijanet-Muric-Match-Logs,9,2023-2024,966e0c9b-6dc6-4967-ab5b-1ca79679c7ba
/en/players/a9dc785c/Neto,a9dc785c,Neto,brBRA,GK,2023-2024,Bournemouth,/en/squads/4ba7cbea/2023-2024/Bournemouth-Stats,34,1989,32,32,"2,880",32.0,55,1.72,165,110,69.7,10,9,13,7,21.9,6,5,1,0,16.7,/en/players/a9dc785c/matchlogs/2023-2024/keeper/Neto-Match-Logs,9,2023-2024,782598f9-e732-427c-b80e-7f1039761752
/en/players/e7ee38c3/Robin-Olsen,e7ee38c3,Robin Olsen,seSWE,GK,2023-2024,Aston Villa,/en/squads/8602292d/2023-2024/Aston-Villa-Stats,33,1990,5,4,405,4.5,13,2.89,34,20,61.8,1,0,3,0,0.0,1,0,1,0,100.0,/en/players/e7ee38c3/matchlogs/2023-2024/keeper/Robin-Olsen-Match-Logs,9,2023-2024,7c364192-e6a6-4f1a-89c4-aca0d53bd2aa
/en/players/e9c0c1b2/Andre-Onana,e9c0c1b2,André Onana,cmCMR,GK,2023-2024,Manchester Utd,/en/squads/19538871/2023-2024/Manchester-United-Stats,27,1996,38,38,"3,420",38.0,58,1.53,203,146,74.9,18,6,14,9,23.7,7,7,0,0,0.0,/en/players/e9c0c1b2/matchlogs/2023-2024/keeper/Andre-Onana-Match-Logs,9,2023-2024,fc2b37d5-1eab-410a-b430-f40e6e8e27c3
/en/players/c1242d4e/Stefan-Ortega,c1242d4e,Stefan Ortega,deGER,GK,2023-2024,Manchester City,/en/squads/b8fd03ef/2023-2024/Manchester-City-Stats,30,1992,9,5,635,7.1,7,0.99,27,20,74.1,4,1,0,3,60.0,0,0,0,0,,/en/players/c1242d4e/matchlogs/2023-2024/keeper/Stefan-Ortega-Match-Logs,9,2023-2024,bf58d3c4-4cb1-46d2-b71f-68d53c6848bf
