team_id,team_url,team,players_used_away,minutes_90s_away,sca_away,sca_per90_away,sca_passes_live_away,sca_passes_dead_away,sca_take_ons_away,sca_shots_away,sca_fouled_away,sca_defense_away,gca_away,gca_per90_away,gca_passes_live_away,gca_passes_dead_away,gca_take_ons_away,gca_shots_away,gca_fouled_away,gca_defense_away,competition_id,season_id,id
0cdc4311,/en/squads/0cdc4311/2017-2018/Augsburg-Stats,vs Augsburg,27,34.0,815,23.97,574,82,37,53,54,15,77,2.26,47,6,4,12,5,3,20,2017-2018,0fc935e3-0680-455f-be33-c900b1c18d8e
054efa67,/en/squads/054efa67/2017-2018/Bayern-Munich-Stats,vs Bayern Munich,28,34.0,498,14.65,347,37,33,31,34,16,43,1.26,27,4,5,4,2,1,20,2017-2018,0fc935e3-0680-455f-be33-c900b1c18d8e
add600ae,/en/squads/add600ae/2017-2018/Dortmund-Stats,vs Dortmund,30,34.0,654,19.24,482,48,29,37,38,20,80,2.35,55,6,3,8,5,3,20,2017-2018,0fc935e3-0680-455f-be33-c900b1c18d8e
f0ac8ee6,/en/squads/f0ac8ee6/2017-2018/Eintracht-Frankfurt-Stats,vs Eint Frankfurt,28,34.0,713,20.97,505,71,38,41,47,11,74,2.18,53,6,2,7,6,0,20,2017-2018,0fc935e3-0680-455f-be33-c900b1c18d8e
a486e511,/en/squads/a486e511/2017-2018/Freiburg-Stats,vs Freiburg,29,34.0,851,25.03,623,70,53,46,36,23,92,2.71,60,7,6,10,7,2,20,2017-2018,0fc935e3-0680-455f-be33-c900b1c18d8e
32f3ee20,/en/squads/32f3ee20/2017-2018/Monchengladbach-Stats,vs Gladbach,27,34.0,906,26.65,678,89,35,43,42,19,96,2.82,71,10,3,6,4,2,20,2017-2018,0fc935e3-0680-455f-be33-c900b1c18d8e
26790c6a,/en/squads/26790c6a/2017-2018/Hamburger-SV-Stats,vs Hamburger SV,29,34.0,789,23.21,570,76,52,35,46,10,94,2.76,60,8,11,8,6,1,20,2017-2018,0fc935e3-0680-455f-be33-c900b1c18d8e
60b5e41f,/en/squads/60b5e41f/2017-2018/Hannover-96-Stats,vs Hannover 96,26,34.0,874,25.71,632,67,51,59,46,19,94,2.76,65,9,7,6,6,1,20,2017-2018,0fc935e3-0680-455f-be33-c900b1c18d8e
2818f8bc,/en/squads/2818f8bc/2017-2018/Hertha-BSC-Stats,vs Hertha BSC,25,34.0,776,22.82,582,73,23,44,36,18,80,2.35,54,6,4,7,7,2,20,2017-2018,0fc935e3-0680-455f-be33-c900b1c18d8e
033ea6b8,/en/squads/033ea6b8/2017-2018/Hoffenheim-Stats,vs Hoffenheim,26,34.0,761,22.38,543,79,33,37,48,21,86,2.53,58,7,8,5,6,2,20,2017-2018,0fc935e3-0680-455f-be33-c900b1c18d8e
bc357bf7,/en/squads/bc357bf7/2017-2018/Koln-Stats,vs Köln,31,34.0,939,27.62,672,80,52,63,51,21,119,3.50,74,9,10,12,10,4,20,2017-2018,0fc935e3-0680-455f-be33-c900b1c18d8e
c7a9f859,/en/squads/c7a9f859/2017-2018/Bayer-Leverkusen-Stats,vs Leverkusen,24,34.0,617,18.15,454,57,31,32,33,10,81,2.38,59,4,6,3,8,1,20,2017-2018,0fc935e3-0680-455f-be33-c900b1c18d8e
a224b06a,/en/squads/a224b06a/2017-2018/Mainz-05-Stats,vs Mainz 05,27,34.0,782,23.00,542,74,45,52,46,23,92,2.71,58,8,7,8,8,3,20,2017-2018,0fc935e3-0680-455f-be33-c900b1c18d8e
acbb6a5b,/en/squads/acbb6a5b/2017-2018/RB-Leipzig-Stats,vs RB Leipzig,23,34.0,689,20.26,470,76,37,45,45,16,91,2.68,60,10,5,5,8,3,20,2017-2018,0fc935e3-0680-455f-be33-c900b1c18d8e
c539e393,/en/squads/c539e393/2017-2018/Schalke-04-Stats,vs Schalke 04,24,34.0,658,19.35,465,62,32,46,42,11,61,1.79,38,6,4,9,3,1,20,2017-2018,0fc935e3-0680-455f-be33-c900b1c18d8e
598bc722,/en/squads/598bc722/2017-2018/Stuttgart-Stats,vs Stuttgart,26,34.0,785,23.09,584,72,30,43,41,15,62,1.82,35,5,4,6,10,2,20,2017-2018,0fc935e3-0680-455f-be33-c900b1c18d8e
62add3bf,/en/squads/62add3bf/2017-2018/Werder-Bremen-Stats,vs Werder Bremen,25,34.0,718,21.12,505,74,36,41,45,17,67,1.97,47,4,5,8,2,1,20,2017-2018,0fc935e3-0680-455f-be33-c900b1c18d8e
4eaa11d7,/en/squads/4eaa11d7/2017-2018/Wolfsburg-Stats,vs Wolfsburg,29,34.0,823,24.21,591,91,33,40,55,13,83,2.44,60,3,3,7,9,1,20,2017-2018,0fc935e3-0680-455f-be33-c900b1c18d8e
