team_id,team_url,team,players_used,minutes_90s,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,competition_id,season_id,id
247c4b67,/en/squads/247c4b67/2021-2022/Arminia-Stats,Arminia,26,34.0,13511,11765,1692,385,25,69,487,743,147,67,48,1,9382,54,325,20,2021-2022,31601627-7faa-46a3-98ea-6f3294fab5c8
0cdc4311,/en/squads/0cdc4311/2021-2022/Augsburg-Stats,Augsburg,26,34.0,13035,11240,1722,415,28,159,592,784,145,56,82,1,9181,73,293,20,2021-2022,31601627-7faa-46a3-98ea-6f3294fab5c8
054efa67,/en/squads/054efa67/2021-2022/Bayern-Munich-Stats,Bayern Munich,30,34.0,23780,22043,1661,434,108,149,656,736,215,102,78,5,20087,76,316,20,2021-2022,31601627-7faa-46a3-98ea-6f3294fab5c8
b42c6323,/en/squads/b42c6323/2021-2022/Bochum-Stats,Bochum,28,34.0,13679,11928,1678,421,26,124,600,779,122,53,48,0,9624,73,261,20,2021-2022,31601627-7faa-46a3-98ea-6f3294fab5c8
add600ae,/en/squads/add600ae/2021-2022/Dortmund-Stats,Dortmund,33,34.0,21052,19358,1621,447,67,121,491,681,182,74,76,1,17410,73,314,20,2021-2022,31601627-7faa-46a3-98ea-6f3294fab5c8
f0ac8ee6,/en/squads/f0ac8ee6/2021-2022/Eintracht-Frankfurt-Stats,Eint Frankfurt,27,34.0,17023,15216,1754,387,44,106,697,825,193,78,91,2,12628,53,357,20,2021-2022,31601627-7faa-46a3-98ea-6f3294fab5c8
a486e511,/en/squads/a486e511/2021-2022/Freiburg-Stats,Freiburg,26,34.0,15652,13970,1624,421,33,120,633,672,181,116,44,1,11641,58,328,20,2021-2022,31601627-7faa-46a3-98ea-6f3294fab5c8
32f3ee20,/en/squads/32f3ee20/2021-2022/Monchengladbach-Stats,Gladbach,26,34.0,17978,16210,1697,535,74,89,440,681,152,60,66,3,14537,71,315,20,2021-2022,31601627-7faa-46a3-98ea-6f3294fab5c8
12192a4c,/en/squads/12192a4c/2021-2022/Greuther-Furth-Stats,Greuther Fürth,29,34.0,13971,12140,1762,482,24,54,478,738,138,92,37,4,10180,69,325,20,2021-2022,31601627-7faa-46a3-98ea-6f3294fab5c8
2818f8bc,/en/squads/2818f8bc/2021-2022/Hertha-BSC-Stats,Hertha BSC,36,34.0,14077,12218,1786,516,30,94,505,746,141,64,66,0,10314,73,321,20,2021-2022,31601627-7faa-46a3-98ea-6f3294fab5c8
033ea6b8,/en/squads/033ea6b8/2021-2022/Hoffenheim-Stats,Hoffenheim,32,34.0,18141,16308,1763,445,36,91,703,798,190,90,52,0,14323,70,350,20,2021-2022,31601627-7faa-46a3-98ea-6f3294fab5c8
bc357bf7,/en/squads/bc357bf7/2021-2022/Koln-Stats,Köln,26,34.0,16910,14957,1886,536,26,124,829,833,181,99,57,0,12636,67,374,20,2021-2022,31601627-7faa-46a3-98ea-6f3294fab5c8
c7a9f859,/en/squads/c7a9f859/2021-2022/Bayer-Leverkusen-Stats,Leverkusen,29,34.0,18338,16593,1681,380,80,89,537,726,194,96,71,1,14735,64,328,20,2021-2022,31601627-7faa-46a3-98ea-6f3294fab5c8
a224b06a,/en/squads/a224b06a/2021-2022/Mainz-05-Stats,Mainz 05,28,34.0,15000,13190,1747,415,23,60,598,818,178,101,64,0,10773,63,306,20,2021-2022,31601627-7faa-46a3-98ea-6f3294fab5c8
acbb6a5b,/en/squads/acbb6a5b/2021-2022/RB-Leipzig-Stats,RB Leipzig,29,34.0,19771,18099,1606,504,70,63,523,644,162,72,54,0,16163,66,315,20,2021-2022,31601627-7faa-46a3-98ea-6f3294fab5c8
598bc722,/en/squads/598bc722/2021-2022/Stuttgart-Stats,Stuttgart,34,34.0,17353,15564,1736,452,42,192,550,762,148,29,98,1,13753,53,305,20,2021-2022,31601627-7faa-46a3-98ea-6f3294fab5c8
7a41008f,/en/squads/7a41008f/2021-2022/Union-Berlin-Stats,Union Berlin,28,34.0,14818,13166,1588,366,31,59,663,742,138,49,71,2,10673,64,325,20,2021-2022,31601627-7faa-46a3-98ea-6f3294fab5c8
4eaa11d7,/en/squads/4eaa11d7/2021-2022/Wolfsburg-Stats,Wolfsburg,30,34.0,16439,14701,1664,455,44,153,619,721,147,100,34,1,12596,74,289,20,2021-2022,31601627-7faa-46a3-98ea-6f3294fab5c8
