team_id,team_url,team,players_used,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,competition_id,season_id,id
squads,/en/squads/0cdc4311/Augsburg-Stats,Augsburg,29,34.0,35,397,114,28.7,11.68,3.35,0.09,0.30,17.4,10,1,2,34.7,33.1,0.08,+0.3,+0.9,20,2024-2025,754f2148-6a3e-4911-aca5-193a4c62202d
054efa67,/en/squads/054efa67/2024-2025/Bayern-Munich-Stats,Bayern Munich,29,34.0,96,636,255,40.1,18.71,7.50,0.14,0.34,16.7,19,9,10,81.7,74.0,0.12,+14.3,+13.0,20,2024-2025,754f2148-6a3e-4911-aca5-193a4c62202d
b42c6323,/en/squads/b42c6323/2024-2025/Bochum-Stats,Bochum,27,34.0,32,433,133,30.7,12.74,3.91,0.07,0.23,17.7,11,1,3,41.8,39.3,0.09,-9.8,-8.3,20,2024-2025,754f2148-6a3e-4911-aca5-193a4c62202d
add600ae,/en/squads/add600ae/2024-2025/Dortmund-Stats,Dortmund,28,34.0,69,478,157,32.8,14.06,4.62,0.13,0.41,16.1,9,5,6,61.2,56.5,0.12,+7.8,+7.5,20,2024-2025,754f2148-6a3e-4911-aca5-193a4c62202d
f0ac8ee6,/en/squads/f0ac8ee6/2024-2025/Eintracht-Frankfurt-Stats,Eint Frankfurt,26,34.0,68,480,172,35.8,14.12,5.06,0.14,0.38,16.4,13,3,5,65.1,61.4,0.13,+2.9,+3.6,20,2024-2025,754f2148-6a3e-4911-aca5-193a4c62202d
squads,/en/squads/a486e511/Freiburg-Stats,Freiburg,26,34.0,46,405,132,32.6,11.91,3.88,0.11,0.35,16.9,16,0,4,44.3,41.1,0.11,+1.7,+4.9,20,2024-2025,754f2148-6a3e-4911-aca5-193a4c62202d
squads,/en/squads/32f3ee20/Monchengladbach-Stats,Gladbach,26,34.0,53,413,153,37.0,12.15,4.50,0.12,0.32,16.4,5,4,5,50.6,46.6,0.11,+2.4,+2.4,20,2024-2025,754f2148-6a3e-4911-aca5-193a4c62202d
squads,/en/squads/18d9d2a7/Heidenheim-Stats,Heidenheim,27,34.0,37,398,124,31.2,11.71,3.65,0.08,0.26,17.3,12,5,5,40.3,36.3,0.09,-3.3,-4.3,20,2024-2025,754f2148-6a3e-4911-aca5-193a4c62202d
squads,/en/squads/033ea6b8/Hoffenheim-Stats,Hoffenheim,35,34.0,46,440,148,33.6,12.94,4.35,0.10,0.29,17.7,11,3,3,42.6,40.3,0.09,+3.4,+2.7,20,2024-2025,754f2148-6a3e-4911-aca5-193a4c62202d
2ac661d9,/en/squads/2ac661d9/2024-2025/Holstein-Kiel-Stats,Holstein Kiel,27,34.0,49,368,133,36.1,10.82,3.91,0.12,0.34,17.8,12,4,5,39.8,35.9,0.10,+9.2,+9.1,20,2024-2025,754f2148-6a3e-4911-aca5-193a4c62202d
c7a9f859,/en/squads/c7a9f859/2024-2025/Bayer-Leverkusen-Stats,Leverkusen,23,34.0,70,499,181,36.3,14.68,5.32,0.13,0.37,16.8,12,3,6,56.9,52.0,0.11,+13.1,+15.0,20,2024-2025,754f2148-6a3e-4911-aca5-193a4c62202d
squads,/en/squads/a224b06a/Mainz-05-Stats,Mainz 05,25,34.0,53,417,142,34.1,12.26,4.18,0.12,0.35,16.3,11,4,4,50.1,47.0,0.12,+2.9,+2.0,20,2024-2025,754f2148-6a3e-4911-aca5-193a4c62202d
squads,/en/squads/acbb6a5b/RB-Leipzig-Stats,RB Leipzig,29,34.0,51,405,144,35.6,11.91,4.24,0.12,0.33,16.7,11,3,4,46.6,43.4,0.11,+4.4,+4.6,20,2024-2025,754f2148-6a3e-4911-aca5-193a4c62202d
squads,/en/squads/54864664/St-Pauli-Stats,St. Pauli,28,34.0,26,377,109,28.9,11.09,3.21,0.07,0.23,17.4,14,1,2,35.3,33.7,0.09,-9.3,-8.7,20,2024-2025,754f2148-6a3e-4911-aca5-193a4c62202d
squads,/en/squads/598bc722/Stuttgart-Stats,Stuttgart,29,34.0,61,465,172,37.0,13.68,5.06,0.13,0.34,15.7,9,2,6,62.3,57.7,0.13,-1.3,+1.3,20,2024-2025,754f2148-6a3e-4911-aca5-193a4c62202d
squads,/en/squads/7a41008f/Union-Berlin-Stats,Union Berlin,28,34.0,36,414,120,29.0,12.18,3.53,0.08,0.28,16.6,7,3,3,37.0,34.7,0.08,-1.0,-1.7,20,2024-2025,754f2148-6a3e-4911-aca5-193a4c62202d
squads,/en/squads/62add3bf/Werder-Bremen-Stats,Werder Bremen,23,34.0,53,424,138,32.5,12.47,4.06,0.12,0.36,16.0,12,3,5,49.1,45.7,0.11,+3.9,+4.3,20,2024-2025,754f2148-6a3e-4911-aca5-193a4c62202d
squads,/en/squads/4eaa11d7/Wolfsburg-Stats,Wolfsburg,27,34.0,53,432,137,31.7,12.71,4.03,0.11,0.36,17.3,13,4,5,47.5,43.4,0.10,+5.5,+5.6,20,2024-2025,754f2148-6a3e-4911-aca5-193a4c62202d
