rank,team_id,team_url,team,logo_url,home_games,home_wins,home_ties,home_losses,home_goals_for,home_goals_against,home_goal_diff,home_points,home_points_avg,home_xg_for,home_xg_against,home_xg_diff,home_xg_diff_per90,away_games,away_wins,away_ties,away_losses,away_goals_for,away_goals_against,away_goal_diff,away_points,away_points_avg,away_xg_for,away_xg_against,away_xg_diff,away_xg_diff_per90,competition_id,season_id,id
1,054efa67,/en/squads/054efa67/2018-2019/Bayern-Munich-Stats,Bayern Munich,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.054efa67.png,17,13,3,1,49,14,+35,42,2.47,41.4,11.1,+30.3,+1.78,17,11,3,3,39,18,+21,36,2.12,44.2,16.0,+28.2,+1.66,20,2018-2019,2ce026cc-9915-4d61-83f3-155f05cd3c6d
2,add600ae,/en/squads/add600ae/2018-2019/Dortmund-Stats,Dortmund,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.add600ae.png,17,14,2,1,52,25,+27,44,2.59,35.5,20.5,+15.0,+0.89,17,9,5,3,29,19,+10,32,1.88,25.9,19.4,+6.5,+0.38,20,2018-2019,2ce026cc-9915-4d61-83f3-155f05cd3c6d
3,acbb6a5b,/en/squads/acbb6a5b/2018-2019/RB-Leipzig-Stats,RB Leipzig,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.acbb6a5b.png,17,10,6,1,34,9,+25,36,2.12,35.9,16.0,+20.0,+1.17,17,9,3,5,29,20,+9,30,1.76,29.7,24.5,+5.2,+0.31,20,2018-2019,2ce026cc-9915-4d61-83f3-155f05cd3c6d
4,c7a9f859,/en/squads/c7a9f859/2018-2019/Bayer-Leverkusen-Stats,Leverkusen,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.c7a9f859.png,17,9,2,6,32,25,+7,29,1.71,29.2,18.6,+10.7,+0.63,17,9,2,6,37,27,+10,29,1.71,29.1,25.5,+3.6,+0.21,20,2018-2019,2ce026cc-9915-4d61-83f3-155f05cd3c6d
5,32f3ee20,/en/squads/32f3ee20/2018-2019/Monchengladbach-Stats,Gladbach,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.32f3ee20.png,17,9,3,5,31,22,+9,30,1.76,30.6,25.0,+5.6,+0.33,17,7,4,6,24,20,+4,25,1.47,21.6,27.2,-5.6,-0.33,20,2018-2019,2ce026cc-9915-4d61-83f3-155f05cd3c6d
6,4eaa11d7,/en/squads/4eaa11d7/2018-2019/Wolfsburg-Stats,Wolfsburg,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.4eaa11d7.png,17,8,5,4,36,23,+13,29,1.71,26.4,23.4,+3.0,+0.17,17,8,2,7,26,27,-1,26,1.53,21.2,24.9,-3.7,-0.22,20,2018-2019,2ce026cc-9915-4d61-83f3-155f05cd3c6d
7,f0ac8ee6,/en/squads/f0ac8ee6/2018-2019/Eintracht-Frankfurt-Stats,Eint Frankfurt,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.f0ac8ee6.png,17,8,4,5,32,21,+11,28,1.65,33.4,22.2,+11.3,+0.66,17,7,5,5,28,27,+1,26,1.53,23.8,28.5,-4.7,-0.28,20,2018-2019,2ce026cc-9915-4d61-83f3-155f05cd3c6d
8,62add3bf,/en/squads/62add3bf/2018-2019/Werder-Bremen-Stats,Werder Bremen,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.62add3bf.png,17,8,6,3,35,26,+9,30,1.76,27.3,27.1,+0.2,+0.01,17,6,5,6,23,23,0,23,1.35,22.5,29.0,-6.6,-0.39,20,2018-2019,2ce026cc-9915-4d61-83f3-155f05cd3c6d
9,033ea6b8,/en/squads/033ea6b8/2018-2019/Hoffenheim-Stats,Hoffenheim,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.033ea6b8.png,17,7,5,5,28,20,+8,26,1.53,42.0,20.8,+21.2,+1.25,17,6,7,4,42,32,+10,25,1.47,33.8,31.7,+2.1,+0.12,20,2018-2019,2ce026cc-9915-4d61-83f3-155f05cd3c6d
10,b1278397,/en/squads/b1278397/2018-2019/Dusseldorf-Stats,Düsseldorf,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.b1278397.png,17,9,0,8,27,28,-1,27,1.59,23.6,26.9,-3.3,-0.19,17,4,5,8,22,37,-15,17,1.00,23.5,35.5,-12.0,-0.71,20,2018-2019,2ce026cc-9915-4d61-83f3-155f05cd3c6d
11,2818f8bc,/en/squads/2818f8bc/2018-2019/Hertha-BSC-Stats,Hertha BSC,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.2818f8bc.png,17,6,6,5,26,27,-1,24,1.41,28.9,27.6,+1.3,+0.08,17,5,4,8,23,30,-7,19,1.12,22.0,33.8,-11.8,-0.69,20,2018-2019,2ce026cc-9915-4d61-83f3-155f05cd3c6d
12,a224b06a,/en/squads/a224b06a/2018-2019/Mainz-05-Stats,Mainz 05,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.a224b06a.png,17,8,5,4,31,22,+9,29,1.71,32.2,25.5,+6.7,+0.40,17,4,2,11,15,35,-20,14,0.82,18.9,33.7,-14.8,-0.87,20,2018-2019,2ce026cc-9915-4d61-83f3-155f05cd3c6d
13,a486e511,/en/squads/a486e511/2018-2019/Freiburg-Stats,Freiburg,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.a486e511.png,17,6,7,4,32,27,+5,25,1.47,23.5,28.0,-4.6,-0.27,17,2,5,10,14,34,-20,11,0.65,17.4,33.1,-15.7,-0.92,20,2018-2019,2ce026cc-9915-4d61-83f3-155f05cd3c6d
14,c539e393,/en/squads/c539e393/2018-2019/Schalke-04-Stats,Schalke 04,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.c539e393.png,17,4,3,10,16,28,-12,15,0.88,24.4,23.1,+1.3,+0.08,17,4,6,7,21,27,-6,18,1.06,21.2,27.0,-5.8,-0.34,20,2018-2019,2ce026cc-9915-4d61-83f3-155f05cd3c6d
15,0cdc4311,/en/squads/0cdc4311/2018-2019/Augsburg-Stats,Augsburg,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.0cdc4311.png,17,5,4,8,34,33,+1,19,1.12,25.4,30.3,-4.8,-0.29,17,3,4,10,17,38,-21,13,0.76,19.9,30.9,-10.9,-0.64,20,2018-2019,2ce026cc-9915-4d61-83f3-155f05cd3c6d
16,598bc722,/en/squads/598bc722/2018-2019/Stuttgart-Stats,Stuttgart,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.598bc722.png,17,6,4,7,22,27,-5,22,1.29,22.7,26.2,-3.5,-0.21,17,1,3,13,10,43,-33,6,0.35,15.3,31.9,-16.6,-0.98,20,2018-2019,2ce026cc-9915-4d61-83f3-155f05cd3c6d
17,60b5e41f,/en/squads/60b5e41f/2018-2019/Hannover-96-Stats,Hannover 96,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.60b5e41f.png,17,5,1,11,15,26,-11,16,0.94,19.1,30.2,-11.2,-0.66,17,0,5,12,16,45,-29,5,0.29,18.2,37.6,-19.4,-1.14,20,2018-2019,2ce026cc-9915-4d61-83f3-155f05cd3c6d
18,6f2c108c,/en/squads/6f2c108c/2018-2019/Nurnberg-Stats,Nürnberg,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.6f2c108c.png,17,3,7,7,16,22,-6,16,0.94,20.8,20.7,+0.1,+0.01,17,0,3,14,10,46,-36,3,0.18,14.9,32.2,-17.3,-1.02,20,2018-2019,2ce026cc-9915-4d61-83f3-155f05cd3c6d
