team_id,team_url,team,players_used_away,minutes_90s_away,gk_goals_against_away,gk_pens_allowed_away,gk_free_kick_goals_against_away,gk_corner_kick_goals_against_away,gk_own_goals_against_away,gk_psxg_away,gk_psnpxg_per_shot_on_target_against_away,gk_psxg_net_away,gk_psxg_net_per90_away,gk_passes_completed_launched_away,gk_passes_launched_away,gk_passes_pct_launched_away,gk_passes_away,gk_passes_throws_away,gk_pct_passes_launched_away,gk_passes_length_avg_away,gk_goal_kicks_away,gk_pct_goal_kicks_launched_away,gk_goal_kick_length_avg_away,gk_crosses_away,gk_crosses_stopped_away,gk_crosses_stopped_pct_away,gk_def_actions_outside_pen_area_away,gk_def_actions_outside_pen_area_per90_away,gk_avg_distance_def_actions_away,competition_id,season_id,id
0cdc4311,/en/squads/0cdc4311/2023-2024/Augsburg-Stats,vs Augsburg,2,34.0,50,5,1,6,1,42.3,0.28,-6.7,-0.20,186,488,38.1,1175,172,32.8,33.4,289,35.6,33.5,502,32,6.4,38,1.12,13.4,20,2023-2024,ece9a113-fcf4-4f4b-9574-dfee59dff3fd
054efa67,/en/squads/054efa67/2023-2024/Bayern-Munich-Stats,vs Bayern Munich,3,34.0,94,5,1,11,1,87.0,0.36,-6.0,-0.18,162,436,37.2,1008,160,32.4,34.1,304,35.9,32.9,523,24,4.6,22,0.65,12.5,20,2023-2024,ece9a113-fcf4-4f4b-9574-dfee59dff3fd
b42c6323,/en/squads/b42c6323/2023-2024/Bochum-Stats,vs Bochum,2,34.0,42,4,2,9,1,43.7,0.27,+2.7,+0.08,203,571,35.6,1183,219,36.1,35.6,331,43.5,37.6,516,36,7.0,52,1.53,15.7,20,2023-2024,ece9a113-fcf4-4f4b-9574-dfee59dff3fd
6a6967fc,/en/squads/6a6967fc/2023-2024/Darmstadt-98-Stats,vs Darmstadt 98,2,34.0,30,3,0,2,2,30.2,0.24,+2.2,+0.06,142,415,34.2,1075,139,31.0,32.4,223,36.8,34.2,392,29,7.4,55,1.62,17.9,20,2023-2024,ece9a113-fcf4-4f4b-9574-dfee59dff3fd
add600ae,/en/squads/add600ae/2023-2024/Dortmund-Stats,vs Dortmund,2,34.0,68,6,2,9,0,66.4,0.33,-1.6,-0.05,152,435,34.9,874,147,39.0,35.2,247,38.1,34.3,403,21,5.2,24,0.71,13.6,20,2023-2024,ece9a113-fcf4-4f4b-9574-dfee59dff3fd
f0ac8ee6,/en/squads/f0ac8ee6/2023-2024/Eintracht-Frankfurt-Stats,vs Eint Frankfurt,2,34.0,51,2,0,1,3,45.4,0.32,-2.6,-0.08,207,489,42.3,1220,173,31.6,33.2,239,43.1,37.4,426,32,7.5,64,1.88,17.8,20,2023-2024,ece9a113-fcf4-4f4b-9574-dfee59dff3fd
a486e511,/en/squads/a486e511/2023-2024/Freiburg-Stats,vs Freiburg,1,34.0,45,7,0,4,2,46.4,0.30,+3.4,+0.10,160,395,40.5,1250,155,26.2,29.8,214,31.8,32.2,478,20,4.2,47,1.38,17.3,20,2023-2024,ece9a113-fcf4-4f4b-9574-dfee59dff3fd
32f3ee20,/en/squads/32f3ee20/2023-2024/Monchengladbach-Stats,vs Gladbach,2,34.0,56,5,0,13,1,51.1,0.30,-3.9,-0.12,142,405,35.1,988,127,31.8,32.7,242,37.6,35.1,446,24,5.4,46,1.35,16.7,20,2023-2024,ece9a113-fcf4-4f4b-9574-dfee59dff3fd
18d9d2a7,/en/squads/18d9d2a7/2023-2024/Heidenheim-Stats,vs Heidenheim,1,34.0,50,2,2,8,4,36.9,0.30,-9.1,-0.27,202,486,41.6,1224,139,30.9,32.4,260,41.5,36.5,506,31,6.1,38,1.12,14.9,20,2023-2024,ece9a113-fcf4-4f4b-9574-dfee59dff3fd
033ea6b8,/en/squads/033ea6b8/2023-2024/Hoffenheim-Stats,vs Hoffenheim,1,34.0,66,6,0,6,1,54.1,0.30,-10.9,-0.32,182,488,37.3,1014,153,36.4,35.4,255,46.7,39.4,484,18,3.7,60,1.76,17.2,20,2023-2024,ece9a113-fcf4-4f4b-9574-dfee59dff3fd
