team_id,team_url,team,players_used,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,pens_made,pens_att,competition_id,season_id,id
0cdc4311,/en/squads/0cdc4311/2015-2016/Augsburg-Stats,Augsburg,27,34.0,40,,150,,,4.41,,0.22,,7,7,20,2015-2016,d9a51951-bd2e-43d2-a44c-8d8bda1936ae
054efa67,/en/squads/054efa67/2015-2016/Bayern-Munich-Stats,Bayern Munich,25,34.0,79,,261,,,7.68,,0.27,,8,9,20,2015-2016,d9a51951-bd2e-43d2-a44c-8d8bda1936ae
6a6967fc,/en/squads/6a6967fc/2015-2016/Darmstadt-98-Stats,Darmstadt 98,23,34.0,38,,116,,,3.41,,0.31,,2,4,20,2015-2016,d9a51951-bd2e-43d2-a44c-8d8bda1936ae
add600ae,/en/squads/add600ae/2015-2016/Dortmund-Stats,Dortmund,26,34.0,80,,214,,,6.29,,0.36,,4,6,20,2015-2016,d9a51951-bd2e-43d2-a44c-8d8bda1936ae
f0ac8ee6,/en/squads/f0ac8ee6/2015-2016/Eintracht-Frankfurt-Stats,Eint Frankfurt,30,34.0,32,,134,,,3.94,,0.22,,2,2,20,2015-2016,d9a51951-bd2e-43d2-a44c-8d8bda1936ae
32f3ee20,/en/squads/32f3ee20/2015-2016/Monchengladbach-Stats,Gladbach,26,34.0,64,,195,,,5.74,,0.31,,4,5,20,2015-2016,d9a51951-bd2e-43d2-a44c-8d8bda1936ae
26790c6a,/en/squads/26790c6a/2015-2016/Hamburger-SV-Stats,Hamburger SV,28,34.0,37,,131,,,3.85,,0.26,,3,3,20,2015-2016,d9a51951-bd2e-43d2-a44c-8d8bda1936ae
60b5e41f,/en/squads/60b5e41f/2015-2016/Hannover-96-Stats,Hannover 96,33,34.0,30,,125,,,3.68,,0.22,,2,3,20,2015-2016,d9a51951-bd2e-43d2-a44c-8d8bda1936ae
2818f8bc,/en/squads/2818f8bc/2015-2016/Hertha-BSC-Stats,Hertha BSC,26,34.0,41,,127,,,3.74,,0.30,,3,3,20,2015-2016,d9a51951-bd2e-43d2-a44c-8d8bda1936ae
033ea6b8,/en/squads/033ea6b8/2015-2016/Hoffenheim-Stats,Hoffenheim,26,34.0,39,,135,,,3.97,,0.27,,3,6,20,2015-2016,d9a51951-bd2e-43d2-a44c-8d8bda1936ae
12eb2039,/en/squads/12eb2039/2015-2016/Ingolstadt-04-Stats,Ingolstadt 04,25,34.0,33,,127,,,3.74,,0.19,,9,10,20,2015-2016,d9a51951-bd2e-43d2-a44c-8d8bda1936ae
bc357bf7,/en/squads/bc357bf7/2015-2016/Koln-Stats,Köln,23,34.0,38,,164,,,4.82,,0.21,,3,4,20,2015-2016,d9a51951-bd2e-43d2-a44c-8d8bda1936ae
c7a9f859,/en/squads/c7a9f859/2015-2016/Bayer-Leverkusen-Stats,Leverkusen,27,34.0,51,,190,,,5.59,,0.26,,2,3,20,2015-2016,d9a51951-bd2e-43d2-a44c-8d8bda1936ae
a224b06a,/en/squads/a224b06a/2015-2016/Mainz-05-Stats,Mainz 05,29,34.0,46,,150,,,4.41,,0.30,,1,1,20,2015-2016,d9a51951-bd2e-43d2-a44c-8d8bda1936ae
c539e393,/en/squads/c539e393/2015-2016/Schalke-04-Stats,Schalke 04,28,34.0,47,,162,,,4.76,,0.27,,3,5,20,2015-2016,d9a51951-bd2e-43d2-a44c-8d8bda1936ae
598bc722,/en/squads/598bc722/2015-2016/Stuttgart-Stats,Stuttgart,31,34.0,48,,189,,,5.56,,0.23,,4,4,20,2015-2016,d9a51951-bd2e-43d2-a44c-8d8bda1936ae
62add3bf,/en/squads/62add3bf/2015-2016/Werder-Bremen-Stats,Werder Bremen,30,34.0,49,,152,,,4.47,,0.28,,6,9,20,2015-2016,d9a51951-bd2e-43d2-a44c-8d8bda1936ae
4eaa11d7,/en/squads/4eaa11d7/2015-2016/Wolfsburg-Stats,Wolfsburg,29,34.0,46,,196,,,5.76,,0.22,,3,3,20,2015-2016,d9a51951-bd2e-43d2-a44c-8d8bda1936ae
