rank,team_id,team_url,team,logo_url,home_games,home_wins,home_ties,home_losses,home_goals_for,home_goals_against,home_goal_diff,home_points,home_points_avg,home_xg_for,home_xg_against,home_xg_diff,home_xg_diff_per90,away_games,away_wins,away_ties,away_losses,away_goals_for,away_goals_against,away_goal_diff,away_points,away_points_avg,away_xg_for,away_xg_against,away_xg_diff,away_xg_diff_per90,competition_id,season_id,id
1,c7a9f859,/en/squads/c7a9f859/2023-2024/Bayer-Leverkusen-Stats,Leverkusen,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.c7a9f859.png,17,14,3,0,47,11,+36,45,2.65,40.1,12.4,+27.7,+1.63,17,14,3,0,42,13,+29,45,2.65,33.5,17.5,+16.1,+0.94,20,2023-2024,f0320eb4-56e7-4ec1-9d29-4a018d060cba
2,598bc722,/en/squads/598bc722/2023-2024/Stuttgart-Stats,Stuttgart,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.598bc722.png,17,13,3,1,50,15,+35,42,2.47,41.1,16.5,+24.6,+1.45,17,10,1,6,28,24,+4,31,1.82,29.7,21.6,+8.1,+0.48,20,2023-2024,f0320eb4-56e7-4ec1-9d29-4a018d060cba
3,054efa67,/en/squads/054efa67/2023-2024/Bayern-Munich-Stats,Bayern Munich,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.054efa67.png,17,14,1,2,53,12,+41,43,2.53,46.6,11.9,+34.7,+2.04,17,9,2,6,41,33,+8,29,1.71,38.5,20.2,+18.3,+1.08,20,2023-2024,f0320eb4-56e7-4ec1-9d29-4a018d060cba
4,acbb6a5b,/en/squads/acbb6a5b/2023-2024/RB-Leipzig-Stats,RB Leipzig,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.acbb6a5b.png,17,11,4,2,40,12,+28,37,2.18,37.9,17.6,+20.4,+1.20,17,8,4,5,37,27,+10,28,1.65,27.7,22.6,+5.1,+0.30,20,2023-2024,f0320eb4-56e7-4ec1-9d29-4a018d060cba
5,add600ae,/en/squads/add600ae/2023-2024/Dortmund-Stats,Dortmund,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.add600ae.png,17,10,3,4,37,22,+15,33,1.94,36.4,22.1,+14.3,+0.84,17,8,6,3,31,21,+10,30,1.76,27.1,29.9,-2.8,-0.16,20,2023-2024,f0320eb4-56e7-4ec1-9d29-4a018d060cba
6,f0ac8ee6,/en/squads/f0ac8ee6/2023-2024/Eintracht-Frankfurt-Stats,Eint Frankfurt,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.f0ac8ee6.png,17,7,8,2,29,21,+8,29,1.71,27.0,21.7,+5.3,+0.31,17,4,6,7,22,29,-7,18,1.06,19.2,30.3,-11.2,-0.66,20,2023-2024,f0320eb4-56e7-4ec1-9d29-4a018d060cba
7,033ea6b8,/en/squads/033ea6b8/2023-2024/Hoffenheim-Stats,Hoffenheim,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.033ea6b8.png,17,6,5,6,31,31,0,23,1.35,29.4,25.4,+4.0,+0.23,17,7,2,8,35,35,0,23,1.35,24.3,35.4,-11.1,-0.66,20,2023-2024,f0320eb4-56e7-4ec1-9d29-4a018d060cba
8,18d9d2a7,/en/squads/18d9d2a7/2023-2024/Heidenheim-Stats,Heidenheim,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.18d9d2a7.png,17,7,5,5,30,26,+4,26,1.53,21.5,29.0,-7.5,-0.44,17,3,7,7,20,29,-9,16,0.94,17.9,32.8,-14.9,-0.88,20,2023-2024,f0320eb4-56e7-4ec1-9d29-4a018d060cba
9,62add3bf,/en/squads/62add3bf/2023-2024/Werder-Bremen-Stats,Werder Bremen,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.62add3bf.png,17,7,4,6,29,26,+3,25,1.47,26.0,26.0,0.0,0.00,17,4,5,8,19,28,-9,17,1.00,20.9,30.5,-9.6,-0.56,20,2023-2024,f0320eb4-56e7-4ec1-9d29-4a018d060cba
10,a486e511,/en/squads/a486e511/2023-2024/Freiburg-Stats,Freiburg,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.a486e511.png,17,5,7,5,28,30,-2,22,1.29,31.0,22.6,+8.4,+0.49,17,6,2,9,17,28,-11,20,1.18,18.4,27.9,-9.5,-0.56,20,2023-2024,f0320eb4-56e7-4ec1-9d29-4a018d060cba
