team_id,team_url,team,players_used,minutes_90s,gk_goals_against,gk_pens_allowed,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions,competition_id,season_id,id
0cdc4311,/en/squads/0cdc4311/2023-2024/Augsburg-Stats,Augsburg,2,34.0,60,7,0,12,2,56.0,0.26,-2.0,-0.06,185,490,37.8,1172,98,32.5,34.5,264,41.3,37.4,520,30,5.8,52,1.53,11.6,20,2023-2024,af9edc37-16b2-456a-886c-8c2b082e945c
054efa67,/en/squads/054efa67/2023-2024/Bayern-Munich-Stats,Bayern Munich,3,34.0,45,3,2,3,0,41.0,0.30,-4.0,-0.12,99,242,40.9,1072,170,20.4,33.1,216,10.6,20.9,341,14,4.1,48,1.41,,20,2023-2024,af9edc37-16b2-456a-886c-8c2b082e945c
b42c6323,/en/squads/b42c6323/2023-2024/Bochum-Stats,Bochum,2,34.0,74,9,0,9,4,62.3,0.28,-7.7,-0.23,450,1084,41.5,1497,91,63.5,51.3,258,51.9,41.2,523,35,6.7,104,3.06,7.7,20,2023-2024,af9edc37-16b2-456a-886c-8c2b082e945c
6a6967fc,/en/squads/6a6967fc/2023-2024/Darmstadt-98-Stats,Darmstadt 98,2,34.0,86,1,2,9,2,74.3,0.34,-9.7,-0.29,278,690,40.3,1333,195,36.8,36.0,310,64.5,49.3,504,27,5.4,60,1.76,19.1,20,2023-2024,af9edc37-16b2-456a-886c-8c2b082e945c
add600ae,/en/squads/add600ae/2023-2024/Dortmund-Stats,Dortmund,2,34.0,43,5,0,9,2,44.6,0.28,+3.6,+0.10,133,349,38.1,1267,135,20.8,28.3,269,31.6,30.7,466,15,3.2,24,0.71,14.5,20,2023-2024,af9edc37-16b2-456a-886c-8c2b082e945c
f0ac8ee6,/en/squads/f0ac8ee6/2023-2024/Eintracht-Frankfurt-Stats,Eint Frankfurt,2,34.0,50,9,0,4,0,49.7,0.27,-0.3,-0.01,106,390,27.2,976,152,30.4,34.4,277,33.6,31.4,485,20,4.1,34,1.00,15.7,20,2023-2024,af9edc37-16b2-456a-886c-8c2b082e945c
a486e511,/en/squads/a486e511/2023-2024/Freiburg-Stats,Freiburg,1,34.0,58,3,1,5,1,50.0,0.30,-7.0,-0.21,193,568,34.0,1103,160,36.8,34.2,286,56.6,45.2,485,31,6.4,30,0.88,13.6,20,2023-2024,af9edc37-16b2-456a-886c-8c2b082e945c
32f3ee20,/en/squads/32f3ee20/2023-2024/Monchengladbach-Stats,Gladbach,2,34.0,67,6,0,7,0,58.4,0.26,-8.6,-0.25,144,405,35.6,1059,177,28.7,32.3,266,38.0,33.6,538,28,5.2,34,1.00,15.3,20,2023-2024,af9edc37-16b2-456a-886c-8c2b082e945c
18d9d2a7,/en/squads/18d9d2a7/2023-2024/Heidenheim-Stats,Heidenheim,1,34.0,55,7,0,7,3,53.6,0.27,+1.6,+0.05,249,595,41.8,1162,167,35.3,35.9,318,58.2,46.0,495,24,4.8,17,0.50,13.2,20,2023-2024,af9edc37-16b2-456a-886c-8c2b082e945c
033ea6b8,/en/squads/033ea6b8/2023-2024/Hoffenheim-Stats,Hoffenheim,1,34.0,66,2,3,9,1,68.6,0.31,+3.6,+0.11,208,529,39.3,1112,165,35.2,32.7,296,46.6,39.6,545,31,5.7,73,2.15,16.7,20,2023-2024,af9edc37-16b2-456a-886c-8c2b082e945c
bc357bf7,/en/squads/bc357bf7/2023-2024/Koln-Stats,Köln,1,34.0,60,3,0,10,0,62.0,0.36,+2.0,+0.06,135,372,36.3,1037,101,31.4,31.4,260,17.7,23.9,504,14,2.8,21,0.62,13.4,20,2023-2024,af9edc37-16b2-456a-886c-8c2b082e945c
c7a9f859,/en/squads/c7a9f859/2023-2024/Bayer-Leverkusen-Stats,Leverkusen,2,34.0,24,0,0,4,0,27.9,0.27,+3.9,+0.11,71,202,35.1,715,171,20.3,22.1,183,31.1,31.2,316,28,8.9,40,1.18,15.0,20,2023-2024,af9edc37-16b2-456a-886c-8c2b082e945c
a224b06a,/en/squads/a224b06a/2023-2024/Mainz-05-Stats,Mainz 05,2,34.0,51,3,2,2,1,51.7,0.34,+1.7,+0.05,198,570,34.7,985,160,46.6,34.7,207,53.6,43.6,431,46,10.7,50,1.47,11.3,20,2023-2024,af9edc37-16b2-456a-886c-8c2b082e945c
acbb6a5b,/en/squads/acbb6a5b/2023-2024/RB-Leipzig-Stats,RB Leipzig,2,34.0,39,4,1,8,1,35.6,0.27,-2.4,-0.07,79,234,33.8,1189,147,14.2,25.7,237,27.4,30.8,426,23,5.4,51,1.50,17.6,20,2023-2024,af9edc37-16b2-456a-886c-8c2b082e945c
598bc722,/en/squads/598bc722/2023-2024/Stuttgart-Stats,Stuttgart,2,34.0,39,3,0,6,3,35.8,0.26,-0.2,-0.01,148,352,42.0,1180,147,26.1,31.0,214,20.6,23.4,396,31,7.8,62,1.82,16.6,20,2023-2024,af9edc37-16b2-456a-886c-8c2b082e945c
7a41008f,/en/squads/7a41008f/2023-2024/Union-Berlin-Stats,Union Berlin,2,34.0,58,5,2,7,1,52.9,0.28,-4.1,-0.12,202,535,37.8,1081,178,36.4,34.1,269,52.4,41.0,552,54,9.8,37,1.09,5.0,20,2023-2024,af9edc37-16b2-456a-886c-8c2b082e945c
62add3bf,/en/squads/62add3bf/2023-2024/Werder-Bremen-Stats,Werder Bremen,2,34.0,54,6,0,5,1,54.1,0.30,+1.1,+0.03,176,415,42.4,1069,198,32.3,34.2,298,23.5,28.6,516,41,7.9,39,1.15,14.4,20,2023-2024,af9edc37-16b2-456a-886c-8c2b082e945c
4eaa11d7,/en/squads/4eaa11d7/2023-2024/Wolfsburg-Stats,Wolfsburg,2,34.0,56,2,2,4,3,47.8,0.31,-5.2,-0.15,201,494,40.7,989,157,37.7,32.8,258,46.9,38.1,462,26,5.6,41,1.21,12.1,20,2023-2024,af9edc37-16b2-456a-886c-8c2b082e945c
