team_id,team_url,team,players_used_away,avg_age_away,possession_away,games_away,games_starts_away,minutes_away,minutes_90s_away,goals_away,assists_away,goals_assists_away,goals_pens_away,pens_made_away,pens_att_away,cards_yellow_away,cards_red_away,goals_per90_away,assists_per90_away,goals_assists_per90_away,goals_pens_per90_away,goals_assists_pens_per90_away,competition_id,season_id,id
0cdc4311,/en/squads/0cdc4311/2016-2017/Augsburg-Stats,vs Augsburg,28,25.7,58.1,34,374,"3,060",34.0,50,38,88,46,4,5,56,4,1.47,1.12,2.59,1.35,2.47,20,2016-2017,ce97dceb-0289-43d6-aab2-084d2761ae00
054efa67,/en/squads/054efa67/2016-2017/Bayern-Munich-Stats,vs Bayern Munich,22,25.9,31.0,34,374,"3,060",34.0,22,15,37,20,2,3,52,4,0.65,0.44,1.09,0.59,1.03,20,2016-2017,ce97dceb-0289-43d6-aab2-084d2761ae00
6a6967fc,/en/squads/6a6967fc/2016-2017/Darmstadt-98-Stats,vs Darmstadt 98,31,25.8,61.7,34,374,"3,060",34.0,61,43,104,55,6,8,60,4,1.79,1.26,3.06,1.62,2.88,20,2016-2017,ce97dceb-0289-43d6-aab2-084d2761ae00
add600ae,/en/squads/add600ae/2016-2017/Dortmund-Stats,vs Dortmund,27,26.0,38.0,34,374,"3,060",34.0,39,30,69,37,2,2,88,3,1.15,0.88,2.03,1.09,1.97,20,2016-2017,ce97dceb-0289-43d6-aab2-084d2761ae00
f0ac8ee6,/en/squads/f0ac8ee6/2016-2017/Eintracht-Frankfurt-Stats,vs Eint Frankfurt,26,26.0,50.1,34,374,"3,060",34.0,42,35,77,39,3,4,60,4,1.24,1.03,2.26,1.15,2.18,20,2016-2017,ce97dceb-0289-43d6-aab2-084d2761ae00
a486e511,/en/squads/a486e511/2016-2017/Freiburg-Stats,vs Freiburg,25,26.1,53.3,34,374,"3,060",34.0,60,46,106,56,4,6,59,0,1.76,1.35,3.12,1.65,3.00,20,2016-2017,ce97dceb-0289-43d6-aab2-084d2761ae00
32f3ee20,/en/squads/32f3ee20/2016-2017/Monchengladbach-Stats,vs Gladbach,24,25.9,46.1,34,374,"3,060",34.0,49,40,89,45,4,5,65,3,1.44,1.18,2.62,1.32,2.50,20,2016-2017,ce97dceb-0289-43d6-aab2-084d2761ae00
26790c6a,/en/squads/26790c6a/2016-2017/Hamburger-SV-Stats,vs Hamburger SV,29,25.9,56.2,34,374,"3,060",34.0,60,42,102,55,5,8,71,1,1.76,1.24,3.00,1.62,2.85,20,2016-2017,ce97dceb-0289-43d6-aab2-084d2761ae00
2818f8bc,/en/squads/2818f8bc/2016-2017/Hertha-BSC-Stats,vs Hertha BSC,26,25.9,51.5,34,374,"3,060",34.0,46,33,79,42,4,5,71,5,1.35,0.97,2.32,1.24,2.21,20,2016-2017,ce97dceb-0289-43d6-aab2-084d2761ae00
033ea6b8,/en/squads/033ea6b8/2016-2017/Hoffenheim-Stats,vs Hoffenheim,23,26.0,43.8,34,374,"3,060",34.0,35,29,64,34,1,3,71,5,1.03,0.85,1.88,1.00,1.85,20,2016-2017,ce97dceb-0289-43d6-aab2-084d2761ae00
12eb2039,/en/squads/12eb2039/2016-2017/Ingolstadt-04-Stats,vs Ingolstadt 04,22,25.9,54.1,34,374,"3,060",34.0,55,38,93,48,7,8,61,4,1.62,1.12,2.74,1.41,2.53,20,2016-2017,ce97dceb-0289-43d6-aab2-084d2761ae00
bc357bf7,/en/squads/bc357bf7/2016-2017/Koln-Stats,vs Köln,26,25.9,56.6,34,374,"3,060",34.0,41,34,75,37,4,4,63,3,1.21,1.00,2.21,1.09,2.09,20,2016-2017,ce97dceb-0289-43d6-aab2-084d2761ae00
c7a9f859,/en/squads/c7a9f859/2016-2017/Bayer-Leverkusen-Stats,vs Leverkusen,24,25.9,45.7,34,374,"3,060",34.0,54,41,95,51,3,3,50,2,1.59,1.21,2.79,1.50,2.71,20,2016-2017,ce97dceb-0289-43d6-aab2-084d2761ae00
a224b06a,/en/squads/a224b06a/2016-2017/Mainz-05-Stats,vs Mainz 05,28,25.8,54.0,34,374,"3,060",34.0,55,47,102,52,3,4,67,3,1.62,1.38,3.00,1.53,2.91,20,2016-2017,ce97dceb-0289-43d6-aab2-084d2761ae00
acbb6a5b,/en/squads/acbb6a5b/2016-2017/RB-Leipzig-Stats,vs RB Leipzig,23,26.0,47.0,34,374,"3,060",34.0,38,28,66,35,3,5,96,6,1.12,0.82,1.94,1.03,1.85,20,2016-2017,ce97dceb-0289-43d6-aab2-084d2761ae00
c539e393,/en/squads/c539e393/2016-2017/Schalke-04-Stats,vs Schalke 04,29,25.9,48.2,34,374,"3,060",34.0,39,32,71,33,6,10,57,1,1.15,0.94,2.09,0.97,1.91,20,2016-2017,ce97dceb-0289-43d6-aab2-084d2761ae00
62add3bf,/en/squads/62add3bf/2016-2017/Werder-Bremen-Stats,vs Werder Bremen,31,25.8,55.4,34,374,"3,060",34.0,63,42,105,55,8,10,64,1,1.85,1.24,3.09,1.62,2.85,20,2016-2017,ce97dceb-0289-43d6-aab2-084d2761ae00
4eaa11d7,/en/squads/4eaa11d7/2016-2017/Wolfsburg-Stats,vs Wolfsburg,31,25.8,48.3,34,374,"3,060",34.0,51,33,84,49,2,5,62,2,1.50,0.97,2.47,1.44,2.41,20,2016-2017,ce97dceb-0289-43d6-aab2-084d2761ae00
