ranker,nationality,players,minutes,List,competition_id,season_id,id
1,deGermany,242,"266,920","Timo Werner,Philipp Max,Mark Uth,Kevin Volland,Thomas Müller,Niclas Füllkrug,Matthias Ginter,Nils Petersen,Marvin Plattenhardt,Lars Stindl...",20,2017-2018,57e683bd-9432-46ea-bd6e-769671fba113
2,atAustria,23,"28,629","Michael Gregoritsch,Guido Burgstaller,Martin Harnik,Martin Hinteregger,Marcel Sabitzer,Valentino Lazaro,Florian Kainz,Zlatko Junuzović,Florian Grillitsch,David Alaba...",20,2017-2018,57e683bd-9432-46ea-bd6e-769671fba113
3,chSwitzerland,22,"25,566","Nico Elvedi,Roman Bürki,Marwin Hitz,Pirmin Schwegler,Yann Sommer,Denis Zakaria,Steven Zuber,Fabian Lustenberger,Admir Mehmedi,Breel Embolo...",20,2017-2018,57e683bd-9432-46ea-bd6e-769671fba113
4,frFrance,15,"20,978","Benjamin Pavard,Josuha Guilavogui,Dayot Upamecano,Jean-Kévin Augustin,Corentin Tolisso,Benjamin Stambouli,Franck Ribéry,Kingsley Coman,Jonathan Schmid,Mickaël Cuisance...",20,2017-2018,57e683bd-9432-46ea-bd6e-769671fba113
,,,,View Complete Nationalities Table,20,2017-2018,57e683bd-9432-46ea-bd6e-769671fba113
