team_id,team_url,team,players_used,gk_games,gk_games_starts,gk_minutes,minutes_90s,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,competition_id,season_id,id
0cdc4311,/en/squads/0cdc4311/2019-2020/Augsburg-Stats,Augsburg,2,34,34,"3,060",34.0,63,1.85,155,94,59.4,9,9,16,7,20.6,1,0,1,0,100.0,20,2019-2020,f488dfc1-d933-4385-bdba-9fba2b1f6aba
054efa67,/en/squads/054efa67/2019-2020/Bayern-Munich-Stats,Bayern Munich,2,34,34,"3,060",34.0,32,0.94,113,81,74.3,26,4,4,15,44.1,4,3,1,0,25.0,20,2019-2020,f488dfc1-d933-4385-bdba-9fba2b1f6aba
add600ae,/en/squads/add600ae/2019-2020/Dortmund-Stats,Dortmund,2,34,34,"3,060",34.0,41,1.21,102,64,62.7,21,6,7,15,44.1,3,3,0,0,0.0,20,2019-2020,f488dfc1-d933-4385-bdba-9fba2b1f6aba
b1278397,/en/squads/b1278397/2019-2020/Dusseldorf-Stats,Düsseldorf,2,34,34,"3,060",34.0,67,1.97,177,112,63.8,6,12,16,4,11.8,5,3,2,0,40.0,20,2019-2020,f488dfc1-d933-4385-bdba-9fba2b1f6aba
f0ac8ee6,/en/squads/f0ac8ee6/2019-2020/Eintracht-Frankfurt-Stats,Eint Frankfurt,3,34,34,"3,060",34.0,60,1.76,174,116,67.2,13,6,15,5,14.7,3,3,0,0,0.0,20,2019-2020,f488dfc1-d933-4385-bdba-9fba2b1f6aba
a486e511,/en/squads/a486e511/2019-2020/Freiburg-Stats,Freiburg,3,34,34,"3,060",34.0,47,1.38,191,144,77.0,13,9,12,7,20.6,4,3,0,1,0.0,20,2019-2020,f488dfc1-d933-4385-bdba-9fba2b1f6aba
32f3ee20,/en/squads/32f3ee20/2019-2020/Monchengladbach-Stats,Gladbach,1,34,34,"3,060",34.0,40,1.18,158,117,75.3,20,5,9,7,20.6,2,1,1,0,50.0,20,2019-2020,f488dfc1-d933-4385-bdba-9fba2b1f6aba
2818f8bc,/en/squads/2818f8bc/2019-2020/Hertha-BSC-Stats,Hertha BSC,3,34,34,"3,058",34.0,59,1.74,173,116,69.9,11,8,15,9,26.5,7,7,0,0,0.0,20,2019-2020,f488dfc1-d933-4385-bdba-9fba2b1f6aba
033ea6b8,/en/squads/033ea6b8/2019-2020/Hoffenheim-Stats,Hoffenheim,2,34,34,"3,060",34.0,53,1.56,167,114,71.9,15,7,12,8,23.5,8,6,2,0,25.0,20,2019-2020,f488dfc1-d933-4385-bdba-9fba2b1f6aba
bc357bf7,/en/squads/bc357bf7/2019-2020/Koln-Stats,Köln,1,34,34,"3,060",34.0,69,2.03,156,87,58.3,10,6,18,6,17.6,6,4,2,0,33.3,20,2019-2020,f488dfc1-d933-4385-bdba-9fba2b1f6aba
c7a9f859,/en/squads/c7a9f859/2019-2020/Bayer-Leverkusen-Stats,Leverkusen,1,34,34,"3,060",34.0,44,1.29,143,99,70.6,19,6,9,10,29.4,2,2,0,0,0.0,20,2019-2020,f488dfc1-d933-4385-bdba-9fba2b1f6aba
a224b06a,/en/squads/a224b06a/2019-2020/Mainz-05-Stats,Mainz 05,2,34,34,"3,060",34.0,65,1.91,181,115,65.7,11,4,19,5,14.7,5,3,2,0,40.0,20,2019-2020,f488dfc1-d933-4385-bdba-9fba2b1f6aba
d9f93f02,/en/squads/d9f93f02/2019-2020/Paderborn-07-Stats,Paderborn 07,2,34,34,"3,060",34.0,74,2.18,185,112,62.2,4,8,22,5,14.7,5,4,1,0,20.0,20,2019-2020,f488dfc1-d933-4385-bdba-9fba2b1f6aba
acbb6a5b,/en/squads/acbb6a5b/2019-2020/RB-Leipzig-Stats,RB Leipzig,2,34,34,"3,060",34.0,37,1.09,121,84,71.1,18,12,4,10,29.4,2,2,0,0,0.0,20,2019-2020,f488dfc1-d933-4385-bdba-9fba2b1f6aba
c539e393,/en/squads/c539e393/2019-2020/Schalke-04-Stats,Schalke 04,2,34,34,"3,057",34.0,58,1.71,173,117,69.9,9,12,13,7,20.6,6,6,0,0,0.0,20,2019-2020,f488dfc1-d933-4385-bdba-9fba2b1f6aba
7a41008f,/en/squads/7a41008f/2019-2020/Union-Berlin-Stats,Union Berlin,2,34,34,"3,060",34.0,58,1.71,167,109,67.1,12,5,17,8,23.5,4,3,1,0,25.0,20,2019-2020,f488dfc1-d933-4385-bdba-9fba2b1f6aba
62add3bf,/en/squads/62add3bf/2019-2020/Werder-Bremen-Stats,Werder Bremen,2,34,34,"3,060",34.0,69,2.03,174,108,60.9,8,7,19,4,11.8,1,1,0,0,0.0,20,2019-2020,f488dfc1-d933-4385-bdba-9fba2b1f6aba
4eaa11d7,/en/squads/4eaa11d7/2019-2020/Wolfsburg-Stats,Wolfsburg,2,34,34,"3,060",34.0,46,1.35,142,97,71.1,13,10,11,8,23.5,5,5,0,0,0.0,20,2019-2020,f488dfc1-d933-4385-bdba-9fba2b1f6aba
