team_id,team_url,team,players_used,minutes_90s,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,competition_id,season_id,id
0cdc4311,/en/squads/0cdc4311/2015-2016/Augsburg-Stats,Augsburg,27,34.0,82,0,,533,,,,,,,,,20,2015-2016,200a8246-6bf6-4599-bd86-555c61354b54
054efa67,/en/squads/054efa67/2015-2016/Bayern-Munich-Stats,Bayern Munich,25,34.0,50,0,,393,,,,,,,,,20,2015-2016,200a8246-6bf6-4599-bd86-555c61354b54
6a6967fc,/en/squads/6a6967fc/2015-2016/Darmstadt-98-Stats,Darmstadt 98,23,34.0,88,0,,552,,,,,,,,,20,2015-2016,200a8246-6bf6-4599-bd86-555c61354b54
add600ae,/en/squads/add600ae/2015-2016/Dortmund-Stats,Dortmund,26,34.0,39,,,386,,,,,,,,,20,2015-2016,200a8246-6bf6-4599-bd86-555c61354b54
f0ac8ee6,/en/squads/f0ac8ee6/2015-2016/Eintracht-Frankfurt-Stats,Eint Frankfurt,30,34.0,99,0,,519,,,,,,,,,20,2015-2016,200a8246-6bf6-4599-bd86-555c61354b54
32f3ee20,/en/squads/32f3ee20/2015-2016/Monchengladbach-Stats,Gladbach,26,34.0,49,0,,454,,,,,,,,,20,2015-2016,200a8246-6bf6-4599-bd86-555c61354b54
26790c6a,/en/squads/26790c6a/2015-2016/Hamburger-SV-Stats,Hamburger SV,28,34.0,75,0,,583,,,,,,,,,20,2015-2016,200a8246-6bf6-4599-bd86-555c61354b54
60b5e41f,/en/squads/60b5e41f/2015-2016/Hannover-96-Stats,Hannover 96,33,34.0,66,0,,513,,,,,,,,,20,2015-2016,200a8246-6bf6-4599-bd86-555c61354b54
2818f8bc,/en/squads/2818f8bc/2015-2016/Hertha-BSC-Stats,Hertha BSC,26,34.0,71,0,,479,,,,,,,,,20,2015-2016,200a8246-6bf6-4599-bd86-555c61354b54
033ea6b8,/en/squads/033ea6b8/2015-2016/Hoffenheim-Stats,Hoffenheim,26,34.0,63,0,,473,,,,,,,,,20,2015-2016,200a8246-6bf6-4599-bd86-555c61354b54
12eb2039,/en/squads/12eb2039/2015-2016/Ingolstadt-04-Stats,Ingolstadt 04,25,34.0,83,0,,513,,,,,,,,,20,2015-2016,200a8246-6bf6-4599-bd86-555c61354b54
bc357bf7,/en/squads/bc357bf7/2015-2016/Koln-Stats,Köln,23,34.0,56,0,,437,,,,,,,,,20,2015-2016,200a8246-6bf6-4599-bd86-555c61354b54
c7a9f859,/en/squads/c7a9f859/2015-2016/Bayer-Leverkusen-Stats,Leverkusen,27,34.0,70,0,,526,,,,,,,,,20,2015-2016,200a8246-6bf6-4599-bd86-555c61354b54
a224b06a,/en/squads/a224b06a/2015-2016/Mainz-05-Stats,Mainz 05,29,34.0,54,0,,523,,,,,,,,,20,2015-2016,200a8246-6bf6-4599-bd86-555c61354b54
c539e393,/en/squads/c539e393/2015-2016/Schalke-04-Stats,Schalke 04,28,34.0,64,0,,504,,,,,,,,,20,2015-2016,200a8246-6bf6-4599-bd86-555c61354b54
598bc722,/en/squads/598bc722/2015-2016/Stuttgart-Stats,Stuttgart,31,34.0,72,0,,499,,,,,,,,,20,2015-2016,200a8246-6bf6-4599-bd86-555c61354b54
62add3bf,/en/squads/62add3bf/2015-2016/Werder-Bremen-Stats,Werder Bremen,30,34.0,80,0,,512,,,,,,,,,20,2015-2016,200a8246-6bf6-4599-bd86-555c61354b54
4eaa11d7,/en/squads/4eaa11d7/2015-2016/Wolfsburg-Stats,Wolfsburg,29,34.0,59,0,,459,,,,,,,,,20,2015-2016,200a8246-6bf6-4599-bd86-555c61354b54
