team_id,team_url,team,players_used,minutes_90s,gk_goals_against,gk_pens_allowed,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions,competition_id,season_id,id
0cdc4311,/en/squads/0cdc4311/2018-2019/Augsburg-Stats,Augsburg,3,34.0,71,1,2,8,2,60.8,0.32,-8.2,-0.24,178,491,36.3,848,143,41.2,36.9,276,51.4,42.4,470,16,3.4,26,0.76,13.7,20,2018-2019,ef9d2b39-7899-4694-9d6a-3132640cdd09
054efa67,/en/squads/054efa67/2018-2019/Bayern-Munich-Stats,Bayern Munich,2,34.0,32,5,1,3,1,29.7,0.32,-1.3,-0.04,110,261,42.1,1012,170,23.1,26.6,165,16.4,30.9,249,10,4.0,52,1.53,17.5,20,2018-2019,ef9d2b39-7899-4694-9d6a-3132640cdd09
add600ae,/en/squads/add600ae/2018-2019/Dortmund-Stats,Dortmund,2,34.0,44,4,1,7,0,41.5,0.29,-2.5,-0.07,146,447,32.7,903,177,32.9,31.0,235,63.8,48.4,458,19,4.1,38,1.12,12.0,20,2018-2019,ef9d2b39-7899-4694-9d6a-3132640cdd09
b1278397,/en/squads/b1278397/2018-2019/Dusseldorf-Stats,Düsseldorf,2,34.0,65,7,1,7,0,56.9,0.30,-8.1,-0.24,233,582,40.0,715,152,43.5,36.7,328,82.6,54.5,553,30,5.4,6,0.18,9.2,20,2018-2019,ef9d2b39-7899-4694-9d6a-3132640cdd09
f0ac8ee6,/en/squads/f0ac8ee6/2018-2019/Eintracht-Frankfurt-Stats,Eint Frankfurt,2,34.0,48,1,1,5,1,44.1,0.27,-2.9,-0.09,350,745,47.0,1023,107,53.6,44.6,236,83.5,56.8,457,20,4.4,37,1.09,9.0,20,2018-2019,ef9d2b39-7899-4694-9d6a-3132640cdd09
a486e511,/en/squads/a486e511/2018-2019/Freiburg-Stats,Freiburg,2,34.0,61,7,0,11,0,58.1,0.31,-2.9,-0.09,263,647,40.6,964,143,39.7,36.7,335,78.8,59.2,552,13,2.4,29,0.85,14.8,20,2018-2019,ef9d2b39-7899-4694-9d6a-3132640cdd09
32f3ee20,/en/squads/32f3ee20/2018-2019/Monchengladbach-Stats,Gladbach,1,34.0,42,3,0,3,0,48.2,0.30,+6.2,+0.18,174,465,37.4,1338,190,26.3,30.5,264,42.8,40.0,458,26,5.7,33,0.97,13.8,20,2018-2019,ef9d2b39-7899-4694-9d6a-3132640cdd09
60b5e41f,/en/squads/60b5e41f/2018-2019/Hannover-96-Stats,Hannover 96,3,34.0,71,6,1,10,1,65.1,0.27,-4.9,-0.14,310,633,49.0,982,150,45.9,32.0,310,58.7,43.4,569,26,4.6,42,1.24,3.0,20,2018-2019,ef9d2b39-7899-4694-9d6a-3132640cdd09
2818f8bc,/en/squads/2818f8bc/2018-2019/Hertha-BSC-Stats,Hertha BSC,2,34.0,57,4,1,6,2,52.1,0.30,-2.9,-0.08,369,836,44.1,967,104,58.1,40.8,309,88.7,57.5,536,33,6.2,30,0.88,14.2,20,2018-2019,ef9d2b39-7899-4694-9d6a-3132640cdd09
033ea6b8,/en/squads/033ea6b8/2018-2019/Hoffenheim-Stats,Hoffenheim,2,34.0,52,7,1,4,1,49.1,0.25,-1.9,-0.06,178,424,42.0,1073,194,29.8,44.6,253,41.1,39.8,462,15,3.2,60,1.76,15.5,20,2018-2019,ef9d2b39-7899-4694-9d6a-3132640cdd09
c7a9f859,/en/squads/c7a9f859/2018-2019/Bayer-Leverkusen-Stats,Leverkusen,2,34.0,52,4,2,10,3,43.0,0.27,-6.0,-0.18,211,476,44.3,1214,169,30.1,40.5,207,53.1,42.0,424,11,2.6,53,1.56,10.9,20,2018-2019,ef9d2b39-7899-4694-9d6a-3132640cdd09
a224b06a,/en/squads/a224b06a/2018-2019/Mainz-05-Stats,Mainz 05,2,34.0,57,3,1,8,0,51.9,0.29,-5.1,-0.15,203,596,34.1,881,160,41.7,36.1,293,78.2,56.7,522,22,4.2,37,1.09,14.5,20,2018-2019,ef9d2b39-7899-4694-9d6a-3132640cdd09
6f2c108c,/en/squads/6f2c108c/2018-2019/Nurnberg-Stats,Nürnberg,2,34.0,68,2,1,7,2,53.5,0.29,-12.5,-0.37,231,661,34.9,1017,138,44.1,39.0,337,62.9,49.8,633,10,1.6,20,0.59,9.6,20,2018-2019,ef9d2b39-7899-4694-9d6a-3132640cdd09
acbb6a5b,/en/squads/acbb6a5b/2018-2019/RB-Leipzig-Stats,RB Leipzig,2,34.0,29,5,1,4,1,39.7,0.29,+11.7,+0.34,241,598,40.3,822,128,50.0,39.6,229,81.7,55.7,389,16,4.1,59,1.74,19.5,20,2018-2019,ef9d2b39-7899-4694-9d6a-3132640cdd09
c539e393,/en/squads/c539e393/2018-2019/Schalke-04-Stats,Schalke 04,2,34.0,55,5,1,4,1,52.7,0.29,-1.3,-0.04,216,507,42.6,779,127,42.2,36.4,254,70.1,49.8,427,21,4.9,32,0.94,14.7,20,2018-2019,ef9d2b39-7899-4694-9d6a-3132640cdd09
