rank,team_id,team_url,team,logo_url,home_games,home_wins,home_ties,home_losses,home_goals_for,home_goals_against,home_goal_diff,home_points,home_points_avg,home_xg_for,home_xg_against,home_xg_diff,home_xg_diff_per90,away_games,away_wins,away_ties,away_losses,away_goals_for,away_goals_against,away_goal_diff,away_points,away_points_avg,away_xg_for,away_xg_against,away_xg_diff,away_xg_diff_per90,competition_id,season_id,id
1,054efa67,/en/squads/054efa67/2017-2018/Bayern-Munich-Stats,Bayern Munich,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.054efa67.png,17,14,2,1,56,15,+41,44,2.59,46.8,13.5,+33.3,+1.96,17,13,1,3,36,13,+23,40,2.35,29.0,18.2,+10.8,+0.64,20,2017-2018,d9eb1b94-bb74-421d-a3bb-d839e8172ca4
2,c539e393,/en/squads/c539e393/2017-2018/Schalke-04-Stats,Schalke 04,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.c539e393.png,17,10,5,2,27,15,+12,35,2.06,24.1,19.0,+5.1,+0.30,17,8,4,5,26,22,+4,28,1.65,22.6,21.2,+1.4,+0.08,20,2017-2018,d9eb1b94-bb74-421d-a3bb-d839e8172ca4
3,033ea6b8,/en/squads/033ea6b8/2017-2018/Hoffenheim-Stats,Hoffenheim,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.033ea6b8.png,17,11,4,2,38,16,+22,37,2.18,24.9,18.0,+6.9,+0.41,17,4,6,7,28,32,-4,18,1.06,25.6,29.3,-3.6,-0.21,20,2017-2018,d9eb1b94-bb74-421d-a3bb-d839e8172ca4
4,add600ae,/en/squads/add600ae/2017-2018/Dortmund-Stats,Dortmund,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.add600ae.png,17,9,4,4,40,21,+19,31,1.82,39.2,16.3,+22.9,+1.34,17,6,6,5,24,26,-2,24,1.41,26.9,25.9,+1.0,+0.06,20,2017-2018,d9eb1b94-bb74-421d-a3bb-d839e8172ca4
5,c7a9f859,/en/squads/c7a9f859/2017-2018/Bayer-Leverkusen-Stats,Leverkusen,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.c7a9f859.png,17,8,5,4,29,19,+10,29,1.71,33.8,16.5,+17.3,+1.02,17,7,5,5,29,25,+4,26,1.53,23.7,22.4,+1.3,+0.08,20,2017-2018,d9eb1b94-bb74-421d-a3bb-d839e8172ca4
6,acbb6a5b,/en/squads/acbb6a5b/2017-2018/RB-Leipzig-Stats,RB Leipzig,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.acbb6a5b.png,17,9,4,4,34,26,+8,31,1.82,29.6,20.8,+8.8,+0.52,17,6,4,7,23,27,-4,22,1.29,22.3,25.9,-3.6,-0.21,20,2017-2018,d9eb1b94-bb74-421d-a3bb-d839e8172ca4
7,598bc722,/en/squads/598bc722/2017-2018/Stuttgart-Stats,Stuttgart,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.598bc722.png,17,10,4,3,18,9,+9,34,2.00,20.8,19.9,+0.8,+0.05,17,5,2,10,18,27,-9,17,1.00,19.6,23.5,-4.0,-0.23,20,2017-2018,d9eb1b94-bb74-421d-a3bb-d839e8172ca4
8,f0ac8ee6,/en/squads/f0ac8ee6/2017-2018/Eintracht-Frankfurt-Stats,Eint Frankfurt,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.f0ac8ee6.png,17,8,4,5,26,19,+7,28,1.65,27.2,18.3,+8.9,+0.53,17,6,3,8,19,26,-7,21,1.24,15.0,23.4,-8.4,-0.50,20,2017-2018,d9eb1b94-bb74-421d-a3bb-d839e8172ca4
9,32f3ee20,/en/squads/32f3ee20/2017-2018/Monchengladbach-Stats,Gladbach,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.32f3ee20.png,17,9,4,4,28,20,+8,31,1.82,30.0,21.1,+8.9,+0.52,17,4,4,9,19,32,-13,16,0.94,21.2,30.9,-9.7,-0.57,20,2017-2018,d9eb1b94-bb74-421d-a3bb-d839e8172ca4
10,2818f8bc,/en/squads/2818f8bc/2017-2018/Hertha-BSC-Stats,Hertha BSC,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.2818f8bc.png,17,5,7,5,23,27,-4,22,1.29,18.0,20.1,-2.1,-0.12,17,5,6,6,20,19,+1,21,1.24,21.2,24.2,-3.0,-0.17,20,2017-2018,d9eb1b94-bb74-421d-a3bb-d839e8172ca4
