team_id,team_url,team,players_used_away,avg_age_away,games_away,minutes_away,minutes_per_game_away,minutes_pct_away,minutes_90s_away,games_starts_away,minutes_per_start_away,games_complete_away,games_subs_away,minutes_per_sub_away,unused_subs_away,points_per_game_away,on_goals_for_away,on_goals_against_away,plus_minus_away,plus_minus_per90_away,on_xg_for_away,on_xg_against_away,xg_plus_minus_away,xg_plus_minus_per90_away,competition_id,season_id,id
0cdc4311,/en/squads/0cdc4311/2018-2019/Augsburg-Stats,vs Augsburg,30,25.8,34,"3,060",90,100,34.0,374,85,,98,22,140,1.82,71,51,+20,+0.59,61.1,45.3,+15.8,+0.46,20,2018-2019,64b8639e-44a2-45c3-894b-401e49b9bd68
054efa67,/en/squads/054efa67/2018-2019/Bayern-Munich-Stats,vs Bayern Munich,24,25.6,34,"3,060",90,100,34.0,374,85,,97,21,141,0.53,32,88,-56,-1.65,27.2,85.6,-58.4,-1.72,20,2018-2019,64b8639e-44a2-45c3-894b-401e49b9bd68
add600ae,/en/squads/add600ae/2018-2019/Dortmund-Stats,vs Dortmund,23,25.7,34,"3,060",90,100,34.0,374,85,,95,20,143,0.56,44,81,-37,-1.09,39.9,61.5,-21.5,-0.63,20,2018-2019,64b8639e-44a2-45c3-894b-401e49b9bd68
b1278397,/en/squads/b1278397/2018-2019/Dusseldorf-Stats,vs Düsseldorf,24,25.8,34,"3,060",90,100,34.0,374,85,,100,22,138,1.56,65,49,+16,+0.47,62.4,47.1,+15.3,+0.45,20,2018-2019,64b8639e-44a2-45c3-894b-401e49b9bd68
f0ac8ee6,/en/squads/f0ac8ee6/2018-2019/Eintracht-Frankfurt-Stats,vs Eint Frankfurt,30,26.0,34,"3,060",90,100,34.0,374,84,,99,21,136,1.15,48,60,-12,-0.35,50.7,57.2,-6.6,-0.19,20,2018-2019,64b8639e-44a2-45c3-894b-401e49b9bd68
a486e511,/en/squads/a486e511/2018-2019/Freiburg-Stats,vs Freiburg,28,25.8,34,"3,060",90,100,34.0,374,85,,100,20,136,1.59,61,46,+15,+0.44,61.1,40.9,+20.2,+0.60,20,2018-2019,64b8639e-44a2-45c3-894b-401e49b9bd68
32f3ee20,/en/squads/32f3ee20/2018-2019/Monchengladbach-Stats,vs Gladbach,22,25.9,34,"3,060",90,100,34.0,374,84,,95,20,143,1.18,42,55,-13,-0.38,52.3,52.2,0.0,0.00,20,2018-2019,64b8639e-44a2-45c3-894b-401e49b9bd68
60b5e41f,/en/squads/60b5e41f/2018-2019/Hannover-96-Stats,vs Hannover 96,32,25.8,34,"3,060",90,100,34.0,374,84,,99,19,139,2.21,71,31,+40,+1.18,67.8,37.2,+30.6,+0.90,20,2018-2019,64b8639e-44a2-45c3-894b-401e49b9bd68
2818f8bc,/en/squads/2818f8bc/2018-2019/Hertha-BSC-Stats,vs Hertha BSC,26,25.9,34,"3,060",90,100,34.0,374,85,,100,21,137,1.44,57,49,+8,+0.24,61.4,51.0,+10.5,+0.31,20,2018-2019,64b8639e-44a2-45c3-894b-401e49b9bd68
033ea6b8,/en/squads/033ea6b8/2018-2019/Hoffenheim-Stats,vs Hoffenheim,29,26.0,34,"3,060",90,100,34.0,374,84,,96,23,142,1.15,52,70,-18,-0.53,52.5,75.9,-23.4,-0.69,20,2018-2019,64b8639e-44a2-45c3-894b-401e49b9bd68
c7a9f859,/en/squads/c7a9f859/2018-2019/Bayer-Leverkusen-Stats,vs Leverkusen,21,25.7,34,"3,060",90,100,34.0,374,85,,101,22,137,1.18,52,69,-17,-0.50,44.0,58.3,-14.3,-0.42,20,2018-2019,64b8639e-44a2-45c3-894b-401e49b9bd68
