ranker,nationality,players,minutes,List,competition_id,season_id,id
1,deGermany,260,"245,901","Thomas Müller,Marco Reus,Christian Günter,David Raum,Max Kruse,Serge Gnabry,Jonathan Burkardt,Jonas Hofmann,Julian Brandt,Joshua Kimmich...",20,2021-2022,399509fa-19af-48d8-8a0c-083498bf6778
2,frFrance,32,"42,047","Christopher Nkunku,Moussa Diaby,Anthony Modeste,Alassane Pléa,Anthony Losilla,Dayot Upamecano,Georginio Rutter,Maxence Lacroix,Manu Koné,Nordi Mukiele...",20,2021-2022,399509fa-19af-48d8-8a0c-083498bf6778
3,atAustria,28,"35,790","Karim Onisiwo,Philipp Lienhart,Florian Kainz,Patrick Wimmer,Christoph Baumgartner,Alessandro Schöpf,Stefan Posch,Dejan Ljubicic,Martin Hinteregger,Manuel Prietl...",20,2021-2022,399509fa-19af-48d8-8a0c-083498bf6778
4,nlNetherlands,25,"20,634","Mark Flekken,Jeffrey Gouweleeuw,Jeremie Frimpong,Donyell Malen,Mitchel Bakker,Wout Weghorst,Nick Viergever,Jetro Willems,Jurgen Ekkelenkamp,Kingsley Ehizibue...",20,2021-2022,399509fa-19af-48d8-8a0c-083498bf6778
,,,,View Complete Nationalities Table,20,2021-2022,399509fa-19af-48d8-8a0c-083498bf6778
