team_id,team_url,team,players_used,minutes_90s,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,competition_id,season_id,id
0cdc4311,/en/squads/0cdc4311/2019-2020/Augsburg-Stats,Augsburg,28,34.0,8439,12287,68.7,157794,67041,3561,4445,80.1,3403,4308,79.0,1149,2545,45.1,29,29.7,22.9,-0.7,256,542,169,53,815,20,2019-2020,e227d49e-45fb-4b93-8046-0759bae80a88
054efa67,/en/squads/054efa67/2019-2020/Bayern-Munich-Stats,Bayern Munich,29,34.0,20587,24273,84.8,362049,120150,9119,10103,90.3,8654,9667,89.5,2153,3150,68.3,75,73.1,80.1,+1.9,481,1717,498,120,2300,20,2019-2020,e227d49e-45fb-4b93-8046-0759bae80a88
add600ae,/en/squads/add600ae/2019-2020/Dortmund-Stats,Dortmund,27,34.0,20601,24071,85.6,342695,106977,9954,10940,91.0,8099,8993,90.1,1812,2720,66.6,74,50.6,46.4,+23.4,358,1269,308,41,1736,20,2019-2020,e227d49e-45fb-4b93-8046-0759bae80a88
b1278397,/en/squads/b1278397/2019-2020/Dusseldorf-Stats,Düsseldorf,28,34.0,11367,15164,75.0,222976,87520,4518,5356,84.4,4852,5895,82.3,1737,3065,56.7,26,24.2,23.8,+1.8,297,902,213,75,1268,20,2019-2020,e227d49e-45fb-4b93-8046-0759bae80a88
f0ac8ee6,/en/squads/f0ac8ee6/2019-2020/Eintracht-Frankfurt-Stats,Eint Frankfurt,27,34.0,12302,16602,74.1,230242,95308,5138,6124,83.9,5233,6456,81.1,1567,2924,53.6,45,44.8,45.6,+0.2,374,1052,283,128,1389,20,2019-2020,e227d49e-45fb-4b93-8046-0759bae80a88
a486e511,/en/squads/a486e511/2019-2020/Freiburg-Stats,Freiburg,26,34.0,12085,15762,76.7,233308,88480,4600,5443,84.5,5555,6461,86.0,1586,2893,54.8,27,33.0,31.3,-6.0,323,825,226,95,1128,20,2019-2020,e227d49e-45fb-4b93-8046-0759bae80a88
32f3ee20,/en/squads/32f3ee20/2019-2020/Monchengladbach-Stats,Gladbach,25,34.0,14321,17974,79.7,253262,94657,6206,7130,87.0,6115,7119,85.9,1530,2580,59.3,53,53.6,44.7,-0.6,353,940,277,55,1305,20,2019-2020,e227d49e-45fb-4b93-8046-0759bae80a88
2818f8bc,/en/squads/2818f8bc/2019-2020/Hertha-BSC-Stats,Hertha BSC,32,34.0,11361,14961,75.9,224357,85887,4388,5188,84.6,4939,5960,82.9,1735,2940,59.0,35,32.7,29.0,+2.3,270,768,185,69,1073,20,2019-2020,e227d49e-45fb-4b93-8046-0759bae80a88
033ea6b8,/en/squads/033ea6b8/2019-2020/Hoffenheim-Stats,Hoffenheim,31,34.0,14392,17932,80.3,255561,95532,6337,7147,88.7,6193,7124,86.9,1471,2658,55.3,36,40.2,34.2,-4.2,345,925,256,75,1261,20,2019-2020,e227d49e-45fb-4b93-8046-0759bae80a88
bc357bf7,/en/squads/bc357bf7/2019-2020/Koln-Stats,Köln,29,34.0,11195,15108,74.1,219640,90475,4315,5172,83.4,4871,5973,81.6,1721,3025,56.9,38,35.6,33.3,+2.4,309,806,249,96,1158,20,2019-2020,e227d49e-45fb-4b93-8046-0759bae80a88
