team_id,team_url,team,players_used,minutes_90s,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,competition_id,season_id,id
0cdc4311,/en/squads/0cdc4311/2019-2020/Augsburg-Stats,Augsburg,28,34.0,68,2,2,378,384,81,479,434,314,4,1,3,1765,545,612,47.1,20,2019-2020,59af5cd7-4ce0-48ee-bf09-2354f1903d8e
054efa67,/en/squads/054efa67/2019-2020/Bayern-Munich-Stats,Bayern Munich,29,34.0,54,3,2,322,355,78,850,342,293,6,4,1,2048,478,403,54.3,20,2019-2020,59af5cd7-4ce0-48ee-bf09-2354f1903d8e
add600ae,/en/squads/add600ae/2019-2020/Dortmund-Stats,Dortmund,27,34.0,49,1,1,305,327,56,510,375,329,1,3,3,1914,361,358,50.2,20,2019-2020,59af5cd7-4ce0-48ee-bf09-2354f1903d8e
b1278397,/en/squads/b1278397/2019-2020/Dusseldorf-Stats,Düsseldorf,28,34.0,78,0,0,407,430,56,705,376,307,3,5,4,1737,583,649,47.3,20,2019-2020,59af5cd7-4ce0-48ee-bf09-2354f1903d8e
f0ac8ee6,/en/squads/f0ac8ee6/2019-2020/Eintracht-Frankfurt-Stats,Eint Frankfurt,27,34.0,71,4,2,425,368,57,892,376,377,1,3,2,2047,699,665,51.2,20,2019-2020,59af5cd7-4ce0-48ee-bf09-2354f1903d8e
a486e511,/en/squads/a486e511/2019-2020/Freiburg-Stats,Freiburg,26,34.0,43,2,1,329,437,56,649,354,252,5,4,0,1629,636,673,48.6,20,2019-2020,59af5cd7-4ce0-48ee-bf09-2354f1903d8e
32f3ee20,/en/squads/32f3ee20/2019-2020/Monchengladbach-Stats,Gladbach,25,34.0,77,3,3,424,446,91,570,381,322,5,2,0,1880,546,554,49.6,20,2019-2020,59af5cd7-4ce0-48ee-bf09-2354f1903d8e
2818f8bc,/en/squads/2818f8bc/2019-2020/Hertha-BSC-Stats,Hertha BSC,32,34.0,78,4,2,465,350,57,527,409,341,3,7,2,1725,611,530,53.5,20,2019-2020,59af5cd7-4ce0-48ee-bf09-2354f1903d8e
033ea6b8,/en/squads/033ea6b8/2019-2020/Hoffenheim-Stats,Hoffenheim,31,34.0,66,2,1,383,416,61,579,349,309,3,8,2,1666,564,541,51.0,20,2019-2020,59af5cd7-4ce0-48ee-bf09-2354f1903d8e
bc357bf7,/en/squads/bc357bf7/2019-2020/Koln-Stats,Köln,29,34.0,79,4,1,487,436,75,708,435,413,3,6,2,1948,715,668,51.7,20,2019-2020,59af5cd7-4ce0-48ee-bf09-2354f1903d8e
c7a9f859,/en/squads/c7a9f859/2019-2020/Bayer-Leverkusen-Stats,Leverkusen,24,34.0,61,6,3,394,369,92,713,333,353,2,2,0,2035,518,490,51.4,20,2019-2020,59af5cd7-4ce0-48ee-bf09-2354f1903d8e
a224b06a,/en/squads/a224b06a/2019-2020/Mainz-05-Stats,Mainz 05,25,34.0,75,3,2,462,401,70,615,363,331,3,5,1,1785,609,669,47.7,20,2019-2020,59af5cd7-4ce0-48ee-bf09-2354f1903d8e
d9f93f02,/en/squads/d9f93f02/2019-2020/Paderborn-07-Stats,Paderborn 07,27,34.0,84,3,2,426,358,62,572,364,400,2,5,2,1797,462,564,45.0,20,2019-2020,59af5cd7-4ce0-48ee-bf09-2354f1903d8e
acbb6a5b,/en/squads/acbb6a5b/2019-2020/RB-Leipzig-Stats,RB Leipzig,29,34.0,53,3,3,373,370,78,628,364,361,3,2,0,2031,518,484,51.7,20,2019-2020,59af5cd7-4ce0-48ee-bf09-2354f1903d8e
c539e393,/en/squads/c539e393/2019-2020/Schalke-04-Stats,Schalke 04,29,34.0,64,2,1,400,380,81,472,407,361,1,6,2,1927,627,632,49.8,20,2019-2020,59af5cd7-4ce0-48ee-bf09-2354f1903d8e
7a41008f,/en/squads/7a41008f/2019-2020/Union-Berlin-Stats,Union Berlin,26,34.0,71,5,3,523,374,64,628,421,322,3,4,1,1848,908,835,52.1,20,2019-2020,59af5cd7-4ce0-48ee-bf09-2354f1903d8e
62add3bf,/en/squads/62add3bf/2019-2020/Werder-Bremen-Stats,Werder Bremen,30,34.0,80,4,4,461,450,53,601,423,345,4,1,3,1723,568,666,46.0,20,2019-2020,59af5cd7-4ce0-48ee-bf09-2354f1903d8e
4eaa11d7,/en/squads/4eaa11d7/2019-2020/Wolfsburg-Stats,Wolfsburg,26,34.0,71,4,2,490,399,72,651,377,363,3,5,0,1999,644,599,51.8,20,2019-2020,59af5cd7-4ce0-48ee-bf09-2354f1903d8e
