team_id,team_url,team,players_used,minutes_90s,gk_goals_against,gk_pens_allowed,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions,competition_id,season_id,id
0cdc4311,/en/squads/0cdc4311/2019-2020/Augsburg-Stats,Augsburg,2,34.0,63,0,0,3,3,56.7,0.36,-3.3,-0.10,197,622,31.7,947,153,45.1,35.1,303,64.4,49.6,550,23,4.2,45,1.32,13.9,20,2019-2020,c95b50a7-64ec-4438-bf6d-2bdffe42379b
054efa67,/en/squads/054efa67/2019-2020/Bayern-Munich-Stats,Bayern Munich,2,34.0,32,3,0,6,1,35.8,0.29,+4.8,+0.14,141,283,49.8,1309,208,19.4,24.0,190,15.3,27.4,314,10,3.2,124,3.65,14.3,20,2019-2020,c95b50a7-64ec-4438-bf6d-2bdffe42379b
add600ae,/en/squads/add600ae/2019-2020/Dortmund-Stats,Dortmund,2,34.0,41,3,0,7,3,37.9,0.36,-0.1,0.00,92,294,31.3,922,196,24.3,28.2,226,31.0,33.7,344,12,3.5,49,1.44,15.4,20,2019-2020,c95b50a7-64ec-4438-bf6d-2bdffe42379b
b1278397,/en/squads/b1278397/2019-2020/Dusseldorf-Stats,Düsseldorf,2,34.0,67,3,1,7,4,57.7,0.31,-5.3,-0.16,244,583,41.9,981,159,43.5,36.9,256,60.9,48.5,471,20,4.2,36,1.06,12.9,20,2019-2020,c95b50a7-64ec-4438-bf6d-2bdffe42379b
f0ac8ee6,/en/squads/f0ac8ee6/2019-2020/Eintracht-Frankfurt-Stats,Eint Frankfurt,3,34.0,60,3,1,5,2,51.9,0.28,-6.1,-0.18,253,571,44.3,1149,141,39.6,33.2,231,50.2,41.2,418,20,4.8,48,1.41,13.5,20,2019-2020,c95b50a7-64ec-4438-bf6d-2bdffe42379b
a486e511,/en/squads/a486e511/2019-2020/Freiburg-Stats,Freiburg,3,34.0,47,3,0,6,0,53.2,0.26,+6.2,+0.18,218,618,35.3,1083,169,35.0,35.9,365,65.5,52.2,554,18,3.2,23,0.68,12.6,20,2019-2020,c95b50a7-64ec-4438-bf6d-2bdffe42379b
32f3ee20,/en/squads/32f3ee20/2019-2020/Monchengladbach-Stats,Gladbach,1,34.0,40,1,1,3,0,47.5,0.29,+7.5,+0.22,180,418,43.1,1263,169,25.7,29.8,282,33.3,34.6,501,13,2.6,49,1.44,16.9,20,2019-2020,c95b50a7-64ec-4438-bf6d-2bdffe42379b
2818f8bc,/en/squads/2818f8bc/2019-2020/Hertha-BSC-Stats,Hertha BSC,3,34.0,59,7,3,8,2,50.5,0.26,-6.5,-0.19,306,671,45.6,934,139,50.4,39.5,273,73.3,50.8,548,36,6.6,29,0.85,22.8,20,2019-2020,c95b50a7-64ec-4438-bf6d-2bdffe42379b
033ea6b8,/en/squads/033ea6b8/2019-2020/Hoffenheim-Stats,Hoffenheim,2,34.0,53,6,0,4,2,54.7,0.28,+3.7,+0.11,150,437,34.3,1151,200,28.6,29.9,293,36.9,34.8,565,22,3.9,38,1.12,13.9,20,2019-2020,c95b50a7-64ec-4438-bf6d-2bdffe42379b
bc357bf7,/en/squads/bc357bf7/2019-2020/Koln-Stats,Köln,1,34.0,69,4,1,11,2,54.8,0.32,-12.2,-0.36,270,552,48.9,901,103,46.5,37.9,297,44.8,38.4,479,20,4.2,23,0.68,11.8,20,2019-2020,c95b50a7-64ec-4438-bf6d-2bdffe42379b
