ranker,nationality,players,minutes,List,competition_id,season_id,id
1,deGermany,234,"262,534","Kevin Volland,Kai Havertz,Max Kruse,Timo Werner,Marco Reus,Joshua Kimmich,Julian Brandt,Maximilian Eggestein,Thomas Müller,Maximilian Arnold...",20,2018-2019,04dce0b1-6d7a-456f-8493-d00f8e43b3e6
2,atAustria,31,"37,622","Valentino Lazaro,Michael Gregoritsch,David Alaba,Martin Hinteregger,Marcel Sabitzer,Kevin Stöger,Florian Grillitsch,Georg Margreitter,Karim Onisiwo,Konrad Laimer...",20,2018-2019,04dce0b1-6d7a-456f-8493-d00f8e43b3e6
3,frFrance,18,"25,635","Alassane Pléa,Jean-Philippe Mateta,Jonathan Schmid,Jérôme Roussillon,Ibrahima Konaté,Benjamin Pavard,Kingsley Coman,Franck Ribéry,Benjamin Stambouli,Josuha Guilavogui...",20,2018-2019,04dce0b1-6d7a-456f-8493-d00f8e43b3e6
4,chSwitzerland,17,"28,632","Yann Sommer,Nico Elvedi,Roman Bürki,Admir Mehmedi,Denis Zakaria,Gelson Fernandes,Manuel Akanji,Fabian Lustenberger,Steven Zuber,Pirmin Schwegler...",20,2018-2019,04dce0b1-6d7a-456f-8493-d00f8e43b3e6
,,,,View Complete Nationalities Table,20,2018-2019,04dce0b1-6d7a-456f-8493-d00f8e43b3e6
