team_id,team_url,team,players_used_away,minutes_90s_away,passes_away,passes_live_away,passes_dead_away,passes_free_kicks_away,through_balls_away,passes_switches_away,crosses_away,throw_ins_away,corner_kicks_away,corner_kicks_in_away,corner_kicks_out_away,corner_kicks_straight_away,passes_completed_away,passes_offsides_away,passes_blocked_away,competition_id,season_id,id
247c4b67,/en/squads/247c4b67/2021-2022/Arminia-Stats,vs Arminia,26,34.0,20046,18187,1771,459,55,126,682,808,197,92,83,1,15867,88,320,20,2021-2022,0076f84d-e00f-4d44-8346-78eba0fe5700
0cdc4311,/en/squads/0cdc4311/2021-2022/Augsburg-Stats,vs Augsburg,26,34.0,18679,16797,1825,487,50,95,685,805,195,83,86,1,14770,57,324,20,2021-2022,0076f84d-e00f-4d44-8346-78eba0fe5700
054efa67,/en/squads/054efa67/2021-2022/Bayern-Munich-Stats,vs Bayern Munich,30,34.0,13089,11510,1497,362,38,80,441,543,107,61,30,1,9519,82,300,20,2021-2022,0076f84d-e00f-4d44-8346-78eba0fe5700
b42c6323,/en/squads/b42c6323/2021-2022/Bochum-Stats,vs Bochum,28,34.0,16907,15041,1819,460,53,100,581,850,178,81,81,2,12790,47,330,20,2021-2022,0076f84d-e00f-4d44-8346-78eba0fe5700
add600ae,/en/squads/add600ae/2021-2022/Dortmund-Stats,vs Dortmund,33,34.0,14551,12940,1544,409,46,115,510,620,145,79,54,1,10982,67,305,20,2021-2022,0076f84d-e00f-4d44-8346-78eba0fe5700
f0ac8ee6,/en/squads/f0ac8ee6/2021-2022/Eintracht-Frankfurt-Stats,vs Eint Frankfurt,27,34.0,17401,15561,1756,453,32,101,586,776,160,81,45,0,13117,84,369,20,2021-2022,0076f84d-e00f-4d44-8346-78eba0fe5700
a486e511,/en/squads/a486e511/2021-2022/Freiburg-Stats,vs Freiburg,26,34.0,16596,14810,1732,432,40,106,622,758,175,86,70,0,12623,54,249,20,2021-2022,0076f84d-e00f-4d44-8346-78eba0fe5700
32f3ee20,/en/squads/32f3ee20/2021-2022/Monchengladbach-Stats,vs Gladbach,26,34.0,15346,13736,1521,396,54,112,606,661,162,88,48,6,11762,89,356,20,2021-2022,0076f84d-e00f-4d44-8346-78eba0fe5700
12192a4c,/en/squads/12192a4c/2021-2022/Greuther-Furth-Stats,vs Greuther Fürth,29,34.0,18256,16478,1723,480,56,133,678,782,185,73,78,0,14382,55,327,20,2021-2022,0076f84d-e00f-4d44-8346-78eba0fe5700
2818f8bc,/en/squads/2818f8bc/2021-2022/Hertha-BSC-Stats,vs Hertha BSC,36,34.0,18324,16461,1772,460,52,139,698,814,194,88,78,2,14462,91,317,20,2021-2022,0076f84d-e00f-4d44-8346-78eba0fe5700
033ea6b8,/en/squads/033ea6b8/2021-2022/Hoffenheim-Stats,vs Hoffenheim,32,34.0,16045,14197,1746,475,69,104,540,749,148,67,57,0,12393,102,322,20,2021-2022,0076f84d-e00f-4d44-8346-78eba0fe5700
bc357bf7,/en/squads/bc357bf7/2021-2022/Koln-Stats,vs Köln,26,34.0,14126,12175,1877,458,43,132,517,828,179,87,79,0,10051,74,368,20,2021-2022,0076f84d-e00f-4d44-8346-78eba0fe5700
c7a9f859,/en/squads/c7a9f859/2021-2022/Bayer-Leverkusen-Stats,vs Leverkusen,29,34.0,15822,14184,1586,404,44,101,554,679,145,81,42,4,12236,52,285,20,2021-2022,0076f84d-e00f-4d44-8346-78eba0fe5700
a224b06a,/en/squads/a224b06a/2021-2022/Mainz-05-Stats,vs Mainz 05,28,34.0,17406,15579,1782,526,30,125,561,748,156,68,57,2,13243,45,340,20,2021-2022,0076f84d-e00f-4d44-8346-78eba0fe5700
acbb6a5b,/en/squads/acbb6a5b/2021-2022/RB-Leipzig-Stats,vs RB Leipzig,29,34.0,15427,13757,1582,410,52,79,463,701,126,56,51,0,11694,88,352,20,2021-2022,0076f84d-e00f-4d44-8346-78eba0fe5700
598bc722,/en/squads/598bc722/2021-2022/Stuttgart-Stats,vs Stuttgart,34,34.0,16993,15338,1623,400,29,68,656,720,173,85,68,0,13134,32,301,20,2021-2022,0076f84d-e00f-4d44-8346-78eba0fe5700
7a41008f,/en/squads/7a41008f/2021-2022/Union-Berlin-Stats,vs Union Berlin,28,34.0,19206,17386,1786,471,41,116,577,819,148,70,54,1,15211,34,258,20,2021-2022,0076f84d-e00f-4d44-8346-78eba0fe5700
4eaa11d7,/en/squads/4eaa11d7/2021-2022/Wolfsburg-Stats,vs Wolfsburg,30,34.0,16308,14529,1726,454,27,84,644,768,181,72,76,2,12400,53,324,20,2021-2022,0076f84d-e00f-4d44-8346-78eba0fe5700
