team_id,team_url,team,players_used,possession,minutes_90s,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,competition_id,season_id,id
247c4b67,/en/squads/247c4b67/2021-2022/Arminia-Stats,Arminia,26,40.7,34.0,17629,2294,6755,7291,3796,556,17627,567,284,50.1,283,49.9,8495,45239,21867,405,290,102,618,307,9290,875,20,2021-2022,3dcb0fa8-306d-4cd4-a24c-15bfdf69ec6d
0cdc4311,/en/squads/0cdc4311/2021-2022/Augsburg-Stats,Augsburg,26,41.5,34.0,17060,2244,6480,7037,3743,606,17055,511,262,51.3,249,48.7,8178,45128,21470,441,323,94,597,298,9088,882,20,2021-2022,3dcb0fa8-306d-4cd4-a24c-15bfdf69ec6d
054efa67,/en/squads/054efa67/2021-2022/Bayern-Munich-Stats,Bayern Munich,30,64.5,34.0,27678,2045,7345,13202,7367,1266,27673,832,492,59.1,340,40.9,16502,84467,44476,833,622,241,598,338,19963,2151,20,2021-2022,3dcb0fa8-306d-4cd4-a24c-15bfdf69ec6d
b42c6323,/en/squads/b42c6323/2021-2022/Bochum-Stats,Bochum,28,44.7,34.0,17579,2362,6682,7348,3759,571,17573,443,226,51.0,216,48.8,8977,48731,23584,467,333,112,588,282,9487,921,20,2021-2022,3dcb0fa8-306d-4cd4-a24c-15bfdf69ec6d
add600ae,/en/squads/add600ae/2021-2022/Dortmund-Stats,Dortmund,33,59.2,34.0,24818,2177,7537,12138,5316,835,24807,636,352,55.3,284,44.7,14995,75219,36752,670,481,180,579,310,17303,1454,20,2021-2022,3dcb0fa8-306d-4cd4-a24c-15bfdf69ec6d
f0ac8ee6,/en/squads/f0ac8ee6/2021-2022/Eintracht-Frankfurt-Stats,Eint Frankfurt,27,49.6,34.0,21105,2288,7030,9752,4528,675,21103,544,285,52.4,258,47.4,11595,59438,29061,609,408,153,631,294,12527,1243,20,2021-2022,3dcb0fa8-306d-4cd4-a24c-15bfdf69ec6d
a486e511,/en/squads/a486e511/2021-2022/Freiburg-Stats,Freiburg,26,49.0,34.0,19480,2322,6642,8357,4649,750,19474,420,226,53.8,194,46.2,9662,49455,24484,401,331,102,538,219,11501,1223,20,2021-2022,3dcb0fa8-306d-4cd4-a24c-15bfdf69ec6d
32f3ee20,/en/squads/32f3ee20/2021-2022/Monchengladbach-Stats,Gladbach,26,54.0,34.0,21886,2151,7493,10390,4173,745,21879,610,359,58.9,251,41.1,12219,58910,30071,527,348,163,573,309,14453,1287,20,2021-2022,3dcb0fa8-306d-4cd4-a24c-15bfdf69ec6d
12192a4c,/en/squads/12192a4c/2021-2022/Greuther-Furth-Stats,Greuther Fürth,29,43.6,34.0,17946,2396,6666,7952,3509,505,17941,536,266,49.6,270,50.4,9290,47683,22121,413,281,107,621,308,10087,967,20,2021-2022,3dcb0fa8-306d-4cd4-a24c-15bfdf69ec6d
2818f8bc,/en/squads/2818f8bc/2021-2022/Hertha-BSC-Stats,Hertha BSC,36,43.7,34.0,18046,2255,6954,7844,3430,547,18043,526,281,53.4,245,46.6,8883,47745,22989,462,296,92,537,316,10214,959,20,2021-2022,3dcb0fa8-306d-4cd4-a24c-15bfdf69ec6d
033ea6b8,/en/squads/033ea6b8/2021-2022/Hoffenheim-Stats,Hoffenheim,32,53.2,34.0,21823,2385,7462,9467,5067,866,21823,525,249,47.4,275,52.4,12635,63453,31714,588,350,151,551,241,14184,1462,20,2021-2022,3dcb0fa8-306d-4cd4-a24c-15bfdf69ec6d
bc357bf7,/en/squads/bc357bf7/2021-2022/Koln-Stats,Köln,26,54.8,34.0,20891,2450,7559,8852,4687,781,20890,509,252,49.5,256,50.3,11262,57192,28130,550,391,105,584,258,12515,1398,20,2021-2022,3dcb0fa8-306d-4cd4-a24c-15bfdf69ec6d
c7a9f859,/en/squads/c7a9f859/2021-2022/Bayer-Leverkusen-Stats,Leverkusen,29,53.7,34.0,22247,2353,7516,10602,4364,806,22241,706,401,56.8,305,43.2,13043,70540,37410,709,494,177,608,296,14605,1334,20,2021-2022,3dcb0fa8-306d-4cd4-a24c-15bfdf69ec6d
a224b06a,/en/squads/a224b06a/2021-2022/Mainz-05-Stats,Mainz 05,28,46.5,34.0,19091,1958,6504,8458,4323,753,19087,506,269,53.2,237,46.8,9358,44371,21357,444,312,114,670,295,10665,1169,20,2021-2022,3dcb0fa8-306d-4cd4-a24c-15bfdf69ec6d
acbb6a5b,/en/squads/acbb6a5b/2021-2022/RB-Leipzig-Stats,RB Leipzig,29,56.1,34.0,23539,2043,6990,11522,5238,926,23530,561,347,61.9,213,38.0,13246,62485,31289,542,412,161,647,356,16072,1454,20,2021-2022,3dcb0fa8-306d-4cd4-a24c-15bfdf69ec6d
598bc722,/en/squads/598bc722/2021-2022/Stuttgart-Stats,Stuttgart,34,50.7,34.0,21548,2343,7263,10064,4479,666,21545,693,372,53.7,321,46.3,12162,62523,31412,571,420,137,707,302,13666,1262,20,2021-2022,3dcb0fa8-306d-4cd4-a24c-15bfdf69ec6d
7a41008f,/en/squads/7a41008f/2021-2022/Union-Berlin-Stats,Union Berlin,28,43.7,34.0,18570,2048,6538,8339,3889,646,18565,413,244,59.1,168,40.7,9551,48478,22821,429,282,105,572,231,10576,1114,20,2021-2022,3dcb0fa8-306d-4cd4-a24c-15bfdf69ec6d
4eaa11d7,/en/squads/4eaa11d7/2021-2022/Wolfsburg-Stats,Wolfsburg,30,50.5,34.0,20456,2349,7267,9364,4020,633,20452,541,319,59.0,222,41.0,11258,55405,26778,502,364,99,603,284,12511,1212,20,2021-2022,3dcb0fa8-306d-4cd4-a24c-15bfdf69ec6d
