ranker,nationality,players,minutes,List,competition_id,season_id,id
1,deGermany,250,"256,624","Timo Werner,Mario Gómez,Max Kruse,Lars Stindl,Thomas Müller,Sandro Wagner,Florian Niederlechner,Sebastian Rudy,Fin Bartels,Pascal Groß...",20,2016-2017,3c5bca03-6787-4b74-a892-2c8019d995ec
2,chSwitzerland,25,"25,830","Yann Sommer,Marwin Hitz,Steven Zuber,Ricardo Rodríguez,Roman Bürki,Nico Elvedi,Fabian Frei,Admir Mehmedi,Valentin Stocker,Fabian Lustenberger...",20,2016-2017,3c5bca03-6787-4b74-a892-2c8019d995ec
3,atAustria,21,"28,729","Marcel Sabitzer,Markus Suttner,Zlatko Junuzović,David Alaba,Martin Hinteregger,Alessandro Schöpf,Stefan Ilsanker,Guido Burgstaller,Florian Grillitsch,Michael Gregoritsch...",20,2016-2017,3c5bca03-6787-4b74-a892-2c8019d995ec
4,brBrazil,17,"19,841","Wendell,Roger,Luiz Gustavo,Douglas Costa,Raffael,Bernardo,Naldo,Douglas Santos,Rafinha,André Ramalho...",20,2016-2017,3c5bca03-6787-4b74-a892-2c8019d995ec
,,,,View Complete Nationalities Table,20,2016-2017,3c5bca03-6787-4b74-a892-2c8019d995ec
