team_id,team_url,team,players_used,gk_games,gk_games_starts,gk_minutes,minutes_90s,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,competition_id,season_id,id
squads,/en/squads/0cdc4311/Augsburg-Stats,Augsburg,2,34,34,"3,060",34.0,51,1.50,156,107,70.5,11,10,13,11,32.4,5,5,0,0,0.0,20,2024-2025,7eae5cd3-ccfc-47d0-927f-114475da4d9d
054efa67,/en/squads/054efa67/2024-2025/Bayern-Munich-Stats,Bayern Munich,4,34,34,"3,060",34.0,32,0.94,80,48,61.3,25,7,2,16,47.1,2,1,0,1,0.0,20,2024-2025,7eae5cd3-ccfc-47d0-927f-114475da4d9d
b42c6323,/en/squads/b42c6323/2024-2025/Bochum-Stats,Bochum,2,34,34,"3,060",34.0,68,2.00,153,83,57.5,5,8,21,5,14.7,6,3,2,1,40.0,20,2024-2025,7eae5cd3-ccfc-47d0-927f-114475da4d9d
add600ae,/en/squads/add600ae/2024-2025/Dortmund-Stats,Dortmund,2,34,34,"3,060",34.0,51,1.50,140,89,66.4,17,6,11,7,20.6,4,4,0,0,0.0,20,2024-2025,7eae5cd3-ccfc-47d0-927f-114475da4d9d
f0ac8ee6,/en/squads/f0ac8ee6/2024-2025/Eintracht-Frankfurt-Stats,Eint Frankfurt,2,34,34,"3,060",34.0,46,1.35,163,117,72.4,17,9,8,9,26.5,3,1,2,0,66.7,20,2024-2025,7eae5cd3-ccfc-47d0-927f-114475da4d9d
squads,/en/squads/a486e511/Freiburg-Stats,Freiburg,2,34,34,"3,060",34.0,53,1.56,150,96,66.0,16,7,11,11,32.4,4,2,2,0,50.0,20,2024-2025,7eae5cd3-ccfc-47d0-927f-114475da4d9d
squads,/en/squads/32f3ee20/Monchengladbach-Stats,Gladbach,4,34,34,"3,056",34.0,57,1.68,191,135,73.8,13,6,15,7,20.6,8,7,1,0,12.5,20,2024-2025,7eae5cd3-ccfc-47d0-927f-114475da4d9d
squads,/en/squads/18d9d2a7/Heidenheim-Stats,Heidenheim,2,34,34,"3,060",34.0,64,1.88,171,107,66.1,8,5,21,9,26.5,6,6,0,0,0.0,20,2024-2025,7eae5cd3-ccfc-47d0-927f-114475da4d9d
squads,/en/squads/033ea6b8/Hoffenheim-Stats,Hoffenheim,2,34,34,"3,060",34.0,68,2.00,173,105,62.4,7,11,16,4,11.8,6,3,3,0,50.0,20,2024-2025,7eae5cd3-ccfc-47d0-927f-114475da4d9d
2ac661d9,/en/squads/2ac661d9/2024-2025/Holstein-Kiel-Stats,Holstein Kiel,2,34,34,"3,060",34.0,80,2.35,195,117,62.1,6,7,21,2,5.9,7,6,1,0,14.3,20,2024-2025,7eae5cd3-ccfc-47d0-927f-114475da4d9d
c7a9f859,/en/squads/c7a9f859/2024-2025/Bayer-Leverkusen-Stats,Leverkusen,2,34,34,"3,060",34.0,43,1.26,134,95,70.9,19,12,3,9,26.5,4,4,0,0,0.0,20,2024-2025,7eae5cd3-ccfc-47d0-927f-114475da4d9d
squads,/en/squads/a224b06a/Mainz-05-Stats,Mainz 05,2,34,34,"3,060",34.0,43,1.26,150,106,74.0,14,10,10,9,26.5,5,4,1,0,20.0,20,2024-2025,7eae5cd3-ccfc-47d0-927f-114475da4d9d
squads,/en/squads/acbb6a5b/RB-Leipzig-Stats,RB Leipzig,2,34,34,"3,060",34.0,48,1.41,158,109,70.9,13,12,9,14,41.2,3,2,1,0,33.3,20,2024-2025,7eae5cd3-ccfc-47d0-927f-114475da4d9d
squads,/en/squads/54864664/St-Pauli-Stats,St. Pauli,2,34,34,"3,060",34.0,41,1.21,140,96,71.4,8,8,18,9,26.5,5,1,4,0,80.0,20,2024-2025,7eae5cd3-ccfc-47d0-927f-114475da4d9d
squads,/en/squads/598bc722/Stuttgart-Stats,Stuttgart,1,34,34,"3,060",34.0,53,1.56,136,83,62.5,14,8,12,7,20.6,3,2,1,0,33.3,20,2024-2025,7eae5cd3-ccfc-47d0-927f-114475da4d9d
squads,/en/squads/7a41008f/Union-Berlin-Stats,Union Berlin,2,34,34,"3,060",34.0,50,1.47,139,86,65.5,10,11,13,8,23.5,6,2,4,0,66.7,20,2024-2025,7eae5cd3-ccfc-47d0-927f-114475da4d9d
squads,/en/squads/62add3bf/Werder-Bremen-Stats,Werder Bremen,1,34,34,"3,060",34.0,57,1.68,156,102,65.4,14,9,11,10,29.4,3,3,0,0,0.0,20,2024-2025,7eae5cd3-ccfc-47d0-927f-114475da4d9d
squads,/en/squads/4eaa11d7/Wolfsburg-Stats,Wolfsburg,2,34,34,"3,060",34.0,54,1.59,160,106,67.5,11,10,13,6,17.6,3,2,1,0,33.3,20,2024-2025,7eae5cd3-ccfc-47d0-927f-114475da4d9d
