team_id,team_url,team,players_used_away,avg_age_away,possession_away,games_away,games_starts_away,minutes_away,minutes_90s_away,goals_away,assists_away,goals_assists_away,goals_pens_away,pens_made_away,pens_att_away,cards_yellow_away,cards_red_away,xg_away,npxg_away,xg_assist_away,npxg_xg_assist_away,progressive_carries_away,progressive_passes_away,goals_per90_away,assists_per90_away,goals_assists_per90_away,goals_pens_per90_away,goals_assists_pens_per90_away,xg_per90_away,xg_assist_per90_away,xg_xg_assist_per90_away,npxg_per90_away,npxg_xg_assist_per90_away,competition_id,season_id,id
0cdc4311,/en/squads/0cdc4311/2023-2024/Augsburg-Stats,vs Augsburg,29,26.6,56.1,34,374,"3,060",34.0,58,40,98,51,7,10,63,1,57.4,49.7,39.0,88.6,665,1420,1.71,1.18,2.88,1.50,2.68,1.69,1.15,2.84,1.46,2.61,20,2023-2024,e3251391-4433-4718-9ae7-0bc821cc6f00
054efa67,/en/squads/054efa67/2023-2024/Bayern-Munich-Stats,vs Bayern Munich,30,26.5,38.7,34,374,"3,060",34.0,45,35,80,42,3,4,62,3,32.1,29.0,22.3,51.3,504,1001,1.32,1.03,2.35,1.24,2.26,0.95,0.65,1.60,0.85,1.51,20,2023-2024,e3251391-4433-4718-9ae7-0bc821cc6f00
b42c6323,/en/squads/b42c6323/2023-2024/Bochum-Stats,vs Bochum,25,26.5,53.4,34,374,"3,060",34.0,70,55,125,61,9,11,75,2,63.9,55.4,46.9,102.3,597,1264,2.06,1.62,3.68,1.79,3.41,1.88,1.38,3.26,1.63,3.01,20,2023-2024,e3251391-4433-4718-9ae7-0bc821cc6f00
6a6967fc,/en/squads/6a6967fc/2023-2024/Darmstadt-98-Stats,vs Darmstadt 98,32,26.7,54.3,34,374,"3,060",34.0,84,68,152,83,1,2,59,4,73.1,71.6,58.3,129.8,647,1458,2.47,2.00,4.47,2.44,4.44,2.15,1.71,3.86,2.10,3.82,20,2023-2024,e3251391-4433-4718-9ae7-0bc821cc6f00
add600ae,/en/squads/add600ae/2023-2024/Dortmund-Stats,vs Dortmund,32,26.6,42.2,34,374,"3,060",34.0,41,28,69,36,5,6,70,1,52.0,47.8,35.0,82.8,608,1283,1.21,0.82,2.03,1.06,1.88,1.53,1.03,2.56,1.41,2.44,20,2023-2024,e3251391-4433-4718-9ae7-0bc821cc6f00
f0ac8ee6,/en/squads/f0ac8ee6/2023-2024/Eintracht-Frankfurt-Stats,vs Eint Frankfurt,34,26.7,47.9,34,374,"3,060",34.0,50,34,84,41,9,11,56,4,52.1,43.3,33.5,76.8,499,1283,1.47,1.00,2.47,1.21,2.21,1.53,0.99,2.52,1.27,2.26,20,2023-2024,e3251391-4433-4718-9ae7-0bc821cc6f00
a486e511,/en/squads/a486e511/2023-2024/Freiburg-Stats,vs Freiburg,25,26.6,53.4,34,374,"3,060",34.0,57,45,102,54,3,5,69,1,50.5,46.5,38.1,84.6,623,1334,1.68,1.32,3.00,1.59,2.91,1.48,1.12,2.61,1.37,2.49,20,2023-2024,e3251391-4433-4718-9ae7-0bc821cc6f00
32f3ee20,/en/squads/32f3ee20/2023-2024/Monchengladbach-Stats,vs Gladbach,27,26.7,53.2,34,374,"3,060",34.0,67,52,119,61,6,6,64,3,54.2,49.5,39.1,88.6,671,1599,1.97,1.53,3.50,1.79,3.32,1.60,1.15,2.75,1.46,2.61,20,2023-2024,e3251391-4433-4718-9ae7-0bc821cc6f00
18d9d2a7,/en/squads/18d9d2a7/2023-2024/Heidenheim-Stats,vs Heidenheim,22,26.6,57.5,34,374,"3,060",34.0,52,36,88,45,7,10,73,0,61.8,54.1,42.7,96.8,702,1587,1.53,1.06,2.59,1.32,2.38,1.82,1.26,3.07,1.59,2.85,20,2023-2024,e3251391-4433-4718-9ae7-0bc821cc6f00
033ea6b8,/en/squads/033ea6b8/2023-2024/Hoffenheim-Stats,vs Hoffenheim,30,26.4,50.5,34,374,"3,060",34.0,65,51,116,63,2,5,70,5,60.8,56.9,44.7,101.6,683,1514,1.91,1.50,3.41,1.85,3.35,1.79,1.32,3.10,1.67,2.99,20,2023-2024,e3251391-4433-4718-9ae7-0bc821cc6f00
