team_id,team_url,team,players_used,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,competition_id,season_id,id
0cdc4311,/en/squads/0cdc4311/2023-2024/Augsburg-Stats,Augsburg,29,34.0,49,429,123,28.7,12.62,3.62,0.10,0.36,17.5,12,5,7,46.1,40.7,0.10,+2.9,+3.3,20,2023-2024,aeabd1e6-bd06-45d0-8fc5-290ae4d66d8e
054efa67,/en/squads/054efa67/2023-2024/Bayern-Munich-Stats,Bayern Munich,30,34.0,93,633,229,36.2,18.62,6.74,0.14,0.38,15.7,13,5,5,85.2,81.3,0.13,+7.8,+6.7,20,2023-2024,aeabd1e6-bd06-45d0-8fc5-290ae4d66d8e
b42c6323,/en/squads/b42c6323/2023-2024/Bochum-Stats,Bochum,25,34.0,41,524,145,27.7,15.41,4.26,0.07,0.26,18.2,18,4,4,44.5,41.4,0.08,-3.5,-4.4,20,2023-2024,aeabd1e6-bd06-45d0-8fc5-290ae4d66d8e
6a6967fc,/en/squads/6a6967fc/2023-2024/Darmstadt-98-Stats,Darmstadt 98,32,34.0,28,404,110,27.2,11.88,3.24,0.06,0.23,19.1,12,3,3,32.3,30.0,0.08,-4.3,-5.0,20,2023-2024,aeabd1e6-bd06-45d0-8fc5-290ae4d66d8e
add600ae,/en/squads/add600ae/2023-2024/Dortmund-Stats,Dortmund,32,34.0,68,506,184,36.4,14.88,5.41,0.12,0.34,16.9,17,6,6,63.5,58.8,0.12,+4.5,+3.2,20,2023-2024,aeabd1e6-bd06-45d0-8fc5-290ae4d66d8e
f0ac8ee6,/en/squads/f0ac8ee6/2023-2024/Eintracht-Frankfurt-Stats,Eint Frankfurt,34,34.0,48,402,139,34.6,11.82,4.09,0.11,0.33,16.4,11,2,3,46.2,44.4,0.11,+1.8,+1.6,20,2023-2024,aeabd1e6-bd06-45d0-8fc5-290ae4d66d8e
a486e511,/en/squads/a486e511/2023-2024/Freiburg-Stats,Freiburg,25,34.0,43,392,131,33.4,11.53,3.85,0.09,0.27,16.0,7,7,9,49.4,42.4,0.11,-6.4,-6.4,20,2023-2024,aeabd1e6-bd06-45d0-8fc5-290ae4d66d8e
32f3ee20,/en/squads/32f3ee20/2023-2024/Monchengladbach-Stats,Gladbach,27,34.0,55,451,144,31.9,13.26,4.24,0.11,0.35,17.1,4,5,6,46.5,41.8,0.10,+8.5,+8.2,20,2023-2024,aeabd1e6-bd06-45d0-8fc5-290ae4d66d8e
18d9d2a7,/en/squads/18d9d2a7/2023-2024/Heidenheim-Stats,Heidenheim,22,34.0,46,392,114,29.1,11.53,3.35,0.11,0.39,17.0,12,2,3,39.4,37.0,0.10,+6.6,+7.0,20,2023-2024,aeabd1e6-bd06-45d0-8fc5-290ae4d66d8e
033ea6b8,/en/squads/033ea6b8/2023-2024/Hoffenheim-Stats,Hoffenheim,30,34.0,65,457,160,35.0,13.44,4.71,0.13,0.37,17.9,16,6,6,53.6,49.0,0.11,+11.4,+10.0,20,2023-2024,aeabd1e6-bd06-45d0-8fc5-290ae4d66d8e
bc357bf7,/en/squads/bc357bf7/2023-2024/Koln-Stats,Köln,26,34.0,28,441,142,32.2,12.97,4.18,0.05,0.16,17.8,12,5,6,39.3,34.7,0.08,-11.3,-11.7,20,2023-2024,aeabd1e6-bd06-45d0-8fc5-290ae4d66d8e
c7a9f859,/en/squads/c7a9f859/2023-2024/Bayer-Leverkusen-Stats,Leverkusen,24,34.0,87,611,232,38.0,17.97,6.82,0.13,0.34,17.6,21,8,8,73.6,67.6,0.11,+13.4,+11.4,20,2023-2024,aeabd1e6-bd06-45d0-8fc5-290ae4d66d8e
a224b06a,/en/squads/a224b06a/2023-2024/Mainz-05-Stats,Mainz 05,30,34.0,38,476,134,28.2,14.00,3.94,0.08,0.28,17.5,20,1,5,44.6,40.7,0.09,-6.6,-3.7,20,2023-2024,aeabd1e6-bd06-45d0-8fc5-290ae4d66d8e
acbb6a5b,/en/squads/acbb6a5b/2023-2024/RB-Leipzig-Stats,RB Leipzig,26,34.0,74,528,214,40.5,15.53,6.29,0.13,0.33,16.8,17,4,7,65.6,60.2,0.12,+8.4,+9.8,20,2023-2024,aeabd1e6-bd06-45d0-8fc5-290ae4d66d8e
598bc722,/en/squads/598bc722/2023-2024/Stuttgart-Stats,Stuttgart,27,34.0,78,529,206,38.9,15.56,6.06,0.14,0.35,17.6,8,5,8,70.9,64.6,0.13,+7.1,+8.4,20,2023-2024,aeabd1e6-bd06-45d0-8fc5-290ae4d66d8e
7a41008f,/en/squads/7a41008f/2023-2024/Union-Berlin-Stats,Union Berlin,30,34.0,33,403,127,31.5,11.85,3.74,0.07,0.24,16.4,7,3,6,40.1,35.3,0.09,-7.1,-5.3,20,2023-2024,aeabd1e6-bd06-45d0-8fc5-290ae4d66d8e
62add3bf,/en/squads/62add3bf/2023-2024/Werder-Bremen-Stats,Werder Bremen,30,34.0,45,407,125,30.7,11.97,3.68,0.10,0.32,17.4,14,5,6,46.9,42.0,0.10,-1.9,-2.0,20,2023-2024,aeabd1e6-bd06-45d0-8fc5-290ae4d66d8e
4eaa11d7,/en/squads/4eaa11d7/2023-2024/Wolfsburg-Stats,Wolfsburg,28,34.0,41,411,147,35.8,12.09,4.32,0.09,0.27,17.7,17,2,3,39.2,36.7,0.09,+1.8,+2.3,20,2023-2024,aeabd1e6-bd06-45d0-8fc5-290ae4d66d8e
