team_id,team_url,team,players_used,minutes_90s,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,competition_id,season_id,id
0cdc4311,/en/squads/0cdc4311/2017-2018/Augsburg-Stats,Augsburg,27,34.0,14448,12602,1776,437,9,101,757,804,174,65,96,0,10252,70,413,20,2017-2018,95b41dc4-5acd-44f9-9c8f-4e06849a4bf3
054efa67,/en/squads/054efa67/2017-2018/Bayern-Munich-Stats,Bayern Munich,28,34.0,24122,22484,1571,439,23,272,893,668,223,82,112,3,20569,67,383,20,2017-2018,95b41dc4-5acd-44f9-9c8f-4e06849a4bf3
add600ae,/en/squads/add600ae/2017-2018/Dortmund-Stats,Dortmund,30,34.0,20632,18736,1813,540,23,117,585,786,162,69,60,12,16710,83,369,20,2017-2018,95b41dc4-5acd-44f9-9c8f-4e06849a4bf3
f0ac8ee6,/en/squads/f0ac8ee6/2017-2018/Eintracht-Frankfurt-Stats,Eint Frankfurt,28,34.0,15568,13652,1831,572,19,152,586,783,158,51,92,1,11467,85,440,20,2017-2018,95b41dc4-5acd-44f9-9c8f-4e06849a4bf3
a486e511,/en/squads/a486e511/2017-2018/Freiburg-Stats,Freiburg,29,34.0,15106,13296,1770,490,9,132,471,735,127,45,65,4,11137,40,414,20,2017-2018,95b41dc4-5acd-44f9-9c8f-4e06849a4bf3
32f3ee20,/en/squads/32f3ee20/2017-2018/Monchengladbach-Stats,Gladbach,27,34.0,18200,16381,1746,469,23,129,490,744,168,27,124,1,14595,73,426,20,2017-2018,95b41dc4-5acd-44f9-9c8f-4e06849a4bf3
26790c6a,/en/squads/26790c6a/2017-2018/Hamburger-SV-Stats,Hamburger SV,29,34.0,15211,13163,1987,524,13,112,668,910,203,73,81,0,10836,61,475,20,2017-2018,95b41dc4-5acd-44f9-9c8f-4e06849a4bf3
60b5e41f,/en/squads/60b5e41f/2017-2018/Hannover-96-Stats,Hannover 96,26,34.0,15033,13075,1905,559,9,90,579,825,134,55,69,5,10896,53,442,20,2017-2018,95b41dc4-5acd-44f9-9c8f-4e06849a4bf3
2818f8bc,/en/squads/2818f8bc/2017-2018/Hertha-BSC-Stats,Hertha BSC,25,34.0,15682,13938,1697,519,7,129,528,694,127,24,85,4,11790,47,400,20,2017-2018,95b41dc4-5acd-44f9-9c8f-4e06849a4bf3
033ea6b8,/en/squads/033ea6b8/2017-2018/Hoffenheim-Stats,Hoffenheim,26,34.0,17437,15696,1663,506,24,111,592,657,158,65,71,0,13876,78,413,20,2017-2018,95b41dc4-5acd-44f9-9c8f-4e06849a4bf3
bc357bf7,/en/squads/bc357bf7/2017-2018/Koln-Stats,Köln,31,34.0,15875,14008,1786,532,6,107,663,681,173,74,90,4,11807,81,426,20,2017-2018,95b41dc4-5acd-44f9-9c8f-4e06849a4bf3
c7a9f859,/en/squads/c7a9f859/2017-2018/Bayer-Leverkusen-Stats,Leverkusen,24,34.0,18621,16757,1806,522,31,174,658,779,172,112,51,2,14731,58,458,20,2017-2018,95b41dc4-5acd-44f9-9c8f-4e06849a4bf3
a224b06a,/en/squads/a224b06a/2017-2018/Mainz-05-Stats,Mainz 05,27,34.0,14181,12344,1770,461,7,131,546,791,148,85,51,0,10267,67,372,20,2017-2018,95b41dc4-5acd-44f9-9c8f-4e06849a4bf3
acbb6a5b,/en/squads/acbb6a5b/2017-2018/RB-Leipzig-Stats,RB Leipzig,23,34.0,18354,16360,1907,574,53,55,521,865,168,74,67,3,14318,87,443,20,2017-2018,95b41dc4-5acd-44f9-9c8f-4e06849a4bf3
c539e393,/en/squads/c539e393/2017-2018/Schalke-04-Stats,Schalke 04,24,34.0,15744,13937,1726,535,18,89,583,735,140,25,106,5,12134,81,362,20,2017-2018,95b41dc4-5acd-44f9-9c8f-4e06849a4bf3
598bc722,/en/squads/598bc722/2017-2018/Stuttgart-Stats,Stuttgart,26,34.0,16172,14329,1771,488,10,76,610,773,142,59,74,2,12150,72,374,20,2017-2018,95b41dc4-5acd-44f9-9c8f-4e06849a4bf3
62add3bf,/en/squads/62add3bf/2017-2018/Werder-Bremen-Stats,Werder Bremen,25,34.0,16175,14285,1821,507,9,181,655,803,181,71,86,4,12065,69,485,20,2017-2018,95b41dc4-5acd-44f9-9c8f-4e06849a4bf3
4eaa11d7,/en/squads/4eaa11d7/2017-2018/Wolfsburg-Stats,Wolfsburg,29,34.0,16577,14824,1696,542,9,184,556,654,131,56,61,4,12870,57,364,20,2017-2018,95b41dc4-5acd-44f9-9c8f-4e06849a4bf3
