rank,team_id,team_url,team,logo_url,home_games,home_wins,home_ties,home_losses,home_goals_for,home_goals_against,home_goal_diff,home_points,home_points_avg,home_xg_for,home_xg_against,home_xg_diff,home_xg_diff_per90,away_games,away_wins,away_ties,away_losses,away_goals_for,away_goals_against,away_goal_diff,away_points,away_points_avg,away_xg_for,away_xg_against,away_xg_diff,away_xg_diff_per90,competition_id,season_id,id
1,054efa67,/en/squads/054efa67/2021-2022/Bayern-Munich-Stats,Bayern Munich,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.054efa67.png,17,13,2,2,48,15,+33,41,2.41,43.1,16.7,+26.4,+1.55,17,11,3,3,49,22,+27,36,2.12,45.9,19.6,+26.3,+1.55,20,2021-2022,01697783-7f94-4257-87ff-29ee2df3506e
2,add600ae,/en/squads/add600ae/2021-2022/Dortmund-Stats,Dortmund,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.add600ae.png,17,13,0,4,52,28,+24,39,2.29,37.8,22.6,+15.2,+0.89,17,9,3,5,33,24,+9,30,1.76,26.2,23.7,+2.6,+0.15,20,2021-2022,01697783-7f94-4257-87ff-29ee2df3506e
3,c7a9f859,/en/squads/c7a9f859/2021-2022/Bayer-Leverkusen-Stats,Leverkusen,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.c7a9f859.png,17,10,2,5,39,23,+16,32,1.88,30.2,21.2,+9.0,+0.53,17,9,5,3,41,24,+17,32,1.88,32.4,22.8,+9.7,+0.57,20,2021-2022,01697783-7f94-4257-87ff-29ee2df3506e
4,acbb6a5b,/en/squads/acbb6a5b/2021-2022/RB-Leipzig-Stats,RB Leipzig,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.acbb6a5b.png,17,11,2,4,43,17,+26,35,2.06,36.1,16.8,+19.3,+1.14,17,6,5,6,29,20,+9,23,1.35,28.4,23.3,+5.2,+0.30,20,2021-2022,01697783-7f94-4257-87ff-29ee2df3506e
5,7a41008f,/en/squads/7a41008f/2021-2022/Union-Berlin-Stats,Union Berlin,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.7a41008f.png,17,10,5,2,25,17,+8,35,2.06,23.3,18.3,+5.1,+0.30,17,6,4,7,25,27,-2,22,1.29,23.7,20.3,+3.4,+0.20,20,2021-2022,01697783-7f94-4257-87ff-29ee2df3506e
6,a486e511,/en/squads/a486e511/2021-2022/Freiburg-Stats,Freiburg,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.a486e511.png,17,8,5,4,32,25,+7,29,1.71,29.0,20.8,+8.2,+0.48,17,7,5,5,26,21,+5,26,1.53,21.5,23.2,-1.7,-0.10,20,2021-2022,01697783-7f94-4257-87ff-29ee2df3506e
7,bc357bf7,/en/squads/bc357bf7/2021-2022/Koln-Stats,Köln,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.bc357bf7.png,17,9,4,4,27,21,+6,31,1.82,28.2,21.8,+6.4,+0.38,17,5,6,6,25,28,-3,21,1.24,21.9,28.8,-7.0,-0.41,20,2021-2022,01697783-7f94-4257-87ff-29ee2df3506e
8,a224b06a,/en/squads/a224b06a/2021-2022/Mainz-05-Stats,Mainz 05,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.a224b06a.png,17,10,5,2,33,11,+22,35,2.06,30.9,17.6,+13.3,+0.78,17,3,2,12,17,34,-17,11,0.65,19.5,26.3,-6.8,-0.40,20,2021-2022,01697783-7f94-4257-87ff-29ee2df3506e
9,033ea6b8,/en/squads/033ea6b8/2021-2022/Hoffenheim-Stats,Hoffenheim,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.033ea6b8.png,17,8,4,5,34,24,+10,28,1.65,32.2,24.2,+8.0,+0.47,17,5,3,9,24,36,-12,18,1.06,26.1,30.4,-4.3,-0.25,20,2021-2022,01697783-7f94-4257-87ff-29ee2df3506e
10,32f3ee20,/en/squads/32f3ee20/2021-2022/Monchengladbach-Stats,Gladbach,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.32f3ee20.png,17,8,4,5,33,27,+6,28,1.65,32.8,26.9,+5.9,+0.35,17,4,5,8,21,34,-13,17,1.00,23.4,28.1,-4.7,-0.29,20,2021-2022,01697783-7f94-4257-87ff-29ee2df3506e
11,f0ac8ee6,/en/squads/f0ac8ee6/2021-2022/Eintracht-Frankfurt-Stats,Eint Frankfurt,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.f0ac8ee6.png,17,4,7,6,20,22,-2,19,1.12,21.8,22.2,-0.4,-0.02,17,6,5,6,25,27,-2,23,1.35,19.9,24.8,-5.0,-0.29,20,2021-2022,01697783-7f94-4257-87ff-29ee2df3506e
12,4eaa11d7,/en/squads/4eaa11d7/2021-2022/Wolfsburg-Stats,Wolfsburg,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.4eaa11d7.png,17,7,3,7,25,21,+4,24,1.41,27.3,22.3,+5.0,+0.30,17,5,3,9,18,33,-15,18,1.06,20.4,25.0,-4.6,-0.27,20,2021-2022,01697783-7f94-4257-87ff-29ee2df3506e
13,b42c6323,/en/squads/b42c6323/2021-2022/Bochum-Stats,Bochum,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.b42c6323.png,17,8,4,5,21,17,+4,28,1.65,21.4,17.8,+3.6,+0.23,17,4,2,11,17,35,-18,14,0.82,19.2,38.0,-18.7,-1.10,20,2021-2022,01697783-7f94-4257-87ff-29ee2df3506e
14,0cdc4311,/en/squads/0cdc4311/2021-2022/Augsburg-Stats,Augsburg,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.0cdc4311.png,17,7,4,6,25,26,-1,25,1.47,21.8,26.9,-5.1,-0.30,17,3,4,10,14,30,-16,13,0.76,14.9,31.1,-16.1,-0.95,20,2021-2022,01697783-7f94-4257-87ff-29ee2df3506e
15,598bc722,/en/squads/598bc722/2021-2022/Stuttgart-Stats,Stuttgart,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.598bc722.png,17,6,4,7,28,32,-4,22,1.29,26.1,24.2,+1.9,+0.11,17,1,8,8,13,27,-14,11,0.65,17.7,29.8,-12.1,-0.71,20,2021-2022,01697783-7f94-4257-87ff-29ee2df3506e
