team_id,team_url,team,players_used_away,possession_away,minutes_90s_away,touches_away,touches_def_pen_area_away,touches_def_3rd_away,touches_mid_3rd_away,touches_att_3rd_away,touches_att_pen_area_away,touches_live_ball_away,take_ons_away,take_ons_won_away,take_ons_won_pct_away,take_ons_tackled_away,take_ons_tackled_pct_away,carries_away,carries_distance_away,carries_progressive_distance_away,progressive_carries_away,carries_into_final_third_away,carries_into_penalty_area_away,miscontrols_away,dispossessed_away,passes_received_away,progressive_passes_received_away,competition_id,season_id,id
0cdc4311,/en/squads/0cdc4311/2022-2023/Augsburg-Stats,vs Augsburg,34,58.3,34.0,21973,2268,7071,9769,5326,920,21969,568,247,43.5,232,40.8,12276,62096,30586,597,438,190,580,290,13659,1448,20,2022-2023,f3c2604f-b275-48cf-9690-bfb1805b1a8b
054efa67,/en/squads/054efa67/2022-2023/Bayern-Munich-Stats,vs Bayern Munich,28,35.8,34.0,16907,2576,6902,6685,3516,545,16897,586,251,42.8,287,49.0,8570,43346,20006,354,309,89,500,336,9334,872,20,2022-2023,f3c2604f-b275-48cf-9690-bfb1805b1a8b
b42c6323,/en/squads/b42c6323/2022-2023/Bochum-Stats,vs Bochum,26,53.9,34.0,19950,2379,7250,8213,4698,921,19936,714,325,45.5,310,43.4,10351,55225,28349,525,303,149,537,316,11607,1234,20,2022-2023,f3c2604f-b275-48cf-9690-bfb1805b1a8b
add600ae,/en/squads/add600ae/2022-2023/Dortmund-Stats,vs Dortmund,30,41.8,34.0,18449,2399,6827,7857,3970,644,18448,612,264,43.1,287,46.9,9359,49154,25267,452,333,126,485,293,10935,1052,20,2022-2023,f3c2604f-b275-48cf-9690-bfb1805b1a8b
f0ac8ee6,/en/squads/f0ac8ee6/2022-2023/Eintracht-Frankfurt-Stats,vs Eint Frankfurt,28,47.1,34.0,20346,2465,7506,8958,4084,718,20344,658,320,48.6,265,40.3,11183,54759,26288,435,301,120,549,297,12192,1121,20,2022-2023,f3c2604f-b275-48cf-9690-bfb1805b1a8b
a486e511,/en/squads/a486e511/2022-2023/Freiburg-Stats,vs Freiburg,27,51.9,34.0,20454,2263,7358,8846,4448,801,20448,511,244,47.7,207,40.5,11386,59821,30624,527,382,152,475,291,12868,1210,20,2022-2023,f3c2604f-b275-48cf-9690-bfb1805b1a8b
32f3ee20,/en/squads/32f3ee20/2022-2023/Monchengladbach-Stats,vs Gladbach,27,46.3,34.0,19733,1984,6287,8706,4915,837,19727,600,269,44.8,267,44.5,11138,57381,29794,600,364,187,420,230,12466,1333,20,2022-2023,f3c2604f-b275-48cf-9690-bfb1805b1a8b
2818f8bc,/en/squads/2818f8bc/2022-2023/Hertha-BSC-Stats,vs Hertha BSC,32,58.0,34.0,21919,2129,7146,9934,5053,796,21913,584,270,46.2,251,43.0,12197,61488,30902,535,411,153,554,325,13753,1314,20,2022-2023,f3c2604f-b275-48cf-9690-bfb1805b1a8b
033ea6b8,/en/squads/033ea6b8/2022-2023/Hoffenheim-Stats,vs Hoffenheim,31,51.7,34.0,20608,2116,6832,9102,4900,842,20605,548,238,43.4,236,43.1,11555,57257,28924,604,418,165,550,307,12765,1325,20,2022-2023,f3c2604f-b275-48cf-9690-bfb1805b1a8b
bc357bf7,/en/squads/bc357bf7/2022-2023/Koln-Stats,vs Köln,27,50.1,34.0,20809,2572,7931,8676,4413,695,20804,754,356,47.2,311,41.2,11381,56114,26165,470,342,121,516,305,12723,1144,20,2022-2023,f3c2604f-b275-48cf-9690-bfb1805b1a8b
