team_id,team_url,team,players_used,avg_age,possession,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,competition_id,season_id,id
0cdc4311,/en/squads/0cdc4311/2016-2017/Augsburg-Stats,Augsburg,28,27.1,41.9,34,374,"3,060",34.0,35,22,57,32,3,4,71,2,1.03,0.65,1.68,0.94,1.59,20,2016-2017,cf76052f-df8e-45e2-9b1a-8c56965a06e0
054efa67,/en/squads/054efa67/2016-2017/Bayern-Munich-Stats,Bayern Munich,22,28.0,69.0,34,374,"3,060",34.0,88,64,152,83,5,5,47,0,2.59,1.88,4.47,2.44,4.32,20,2016-2017,cf76052f-df8e-45e2-9b1a-8c56965a06e0
6a6967fc,/en/squads/6a6967fc/2016-2017/Darmstadt-98-Stats,Darmstadt 98,31,27.6,38.3,34,374,"3,060",34.0,28,16,44,23,5,7,76,5,0.82,0.47,1.29,0.68,1.15,20,2016-2017,cf76052f-df8e-45e2-9b1a-8c56965a06e0
add600ae,/en/squads/add600ae/2016-2017/Dortmund-Stats,Dortmund,27,25.3,62.0,34,374,"3,060",34.0,71,49,120,66,5,7,57,,2.09,1.44,3.53,1.94,3.38,20,2016-2017,cf76052f-df8e-45e2-9b1a-8c56965a06e0
f0ac8ee6,/en/squads/f0ac8ee6/2016-2017/Eintracht-Frankfurt-Stats,Eint Frankfurt,26,25.9,49.9,34,374,"3,060",34.0,35,24,59,33,2,6,86,1,1.03,0.71,1.74,0.97,1.68,20,2016-2017,cf76052f-df8e-45e2-9b1a-8c56965a06e0
a486e511,/en/squads/a486e511/2016-2017/Freiburg-Stats,Freiburg,25,24.7,46.7,34,374,"3,060",34.0,42,28,70,36,6,8,56,0,1.24,0.82,2.06,1.06,1.88,20,2016-2017,cf76052f-df8e-45e2-9b1a-8c56965a06e0
32f3ee20,/en/squads/32f3ee20/2016-2017/Monchengladbach-Stats,Gladbach,24,25.3,53.9,34,374,"3,060",34.0,44,27,71,43,1,4,50,2,1.29,0.79,2.09,1.26,2.06,20,2016-2017,cf76052f-df8e-45e2-9b1a-8c56965a06e0
26790c6a,/en/squads/26790c6a/2016-2017/Hamburger-SV-Stats,Hamburger SV,29,25.8,43.8,34,374,"3,060",34.0,32,26,58,32,0,2,77,2,0.94,0.76,1.71,0.94,1.71,20,2016-2017,cf76052f-df8e-45e2-9b1a-8c56965a06e0
2818f8bc,/en/squads/2818f8bc/2016-2017/Hertha-BSC-Stats,Hertha BSC,26,27.1,48.5,34,374,"3,060",34.0,42,26,68,37,5,5,67,2,1.24,0.76,2.00,1.09,1.85,20,2016-2017,cf76052f-df8e-45e2-9b1a-8c56965a06e0
033ea6b8,/en/squads/033ea6b8/2016-2017/Hoffenheim-Stats,Hoffenheim,23,25.0,56.2,34,374,"3,060",34.0,64,47,111,59,5,5,63,0,1.88,1.38,3.26,1.74,3.12,20,2016-2017,cf76052f-df8e-45e2-9b1a-8c56965a06e0
12eb2039,/en/squads/12eb2039/2016-2017/Ingolstadt-04-Stats,Ingolstadt 04,22,26.9,45.9,34,374,"3,060",34.0,35,20,55,29,6,8,75,3,1.03,0.59,1.62,0.85,1.44,20,2016-2017,cf76052f-df8e-45e2-9b1a-8c56965a06e0
bc357bf7,/en/squads/bc357bf7/2016-2017/Koln-Stats,Köln,26,26.2,43.4,34,374,"3,060",34.0,49,36,85,46,3,4,74,1,1.44,1.06,2.50,1.35,2.41,20,2016-2017,cf76052f-df8e-45e2-9b1a-8c56965a06e0
c7a9f859,/en/squads/c7a9f859/2016-2017/Bayer-Leverkusen-Stats,Leverkusen,24,24.2,54.3,34,374,"3,060",34.0,53,39,92,49,4,9,56,3,1.56,1.15,2.71,1.44,2.59,20,2016-2017,cf76052f-df8e-45e2-9b1a-8c56965a06e0
a224b06a,/en/squads/a224b06a/2016-2017/Mainz-05-Stats,Mainz 05,28,25.1,46.0,34,374,"3,060",34.0,43,28,71,36,7,7,73,3,1.26,0.82,2.09,1.06,1.88,20,2016-2017,cf76052f-df8e-45e2-9b1a-8c56965a06e0
acbb6a5b,/en/squads/acbb6a5b/2016-2017/RB-Leipzig-Stats,RB Leipzig,23,24.0,53.0,34,374,"3,060",34.0,62,49,111,59,3,4,68,1,1.82,1.44,3.26,1.74,3.18,20,2016-2017,cf76052f-df8e-45e2-9b1a-8c56965a06e0
c539e393,/en/squads/c539e393/2016-2017/Schalke-04-Stats,Schalke 04,29,25.3,51.8,34,374,"3,060",34.0,45,30,75,43,2,4,69,0,1.32,0.88,2.21,1.26,2.15,20,2016-2017,cf76052f-df8e-45e2-9b1a-8c56965a06e0
62add3bf,/en/squads/62add3bf/2016-2017/Werder-Bremen-Stats,Werder Bremen,31,27.0,44.6,34,374,"3,060",34.0,61,39,100,55,6,6,67,0,1.79,1.15,2.94,1.62,2.76,20,2016-2017,cf76052f-df8e-45e2-9b1a-8c56965a06e0
4eaa11d7,/en/squads/4eaa11d7/2016-2017/Wolfsburg-Stats,Wolfsburg,31,25.7,51.7,34,374,"3,060",34.0,32,23,55,29,3,3,69,2,0.94,0.68,1.62,0.85,1.53,20,2016-2017,cf76052f-df8e-45e2-9b1a-8c56965a06e0
