team_id,team_url,team,players_used,avg_age,possession,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,competition_id,season_id,id
0cdc4311,/en/squads/0cdc4311/2017-2018/Augsburg-Stats,Augsburg,27,26.6,45.7,34,374,"3,060",34.0,41,30,71,37,4,4,68,,44.7,41.6,32.3,73.9,524,1117,1.21,0.88,2.09,1.09,1.97,1.32,0.95,2.27,1.22,2.17,20,2017-2018,0fde3d1e-1729-496d-b411-b403f5f981ec
054efa67,/en/squads/054efa67/2017-2018/Bayern-Munich-Stats,Bayern Munich,28,27.4,66.1,34,374,"3,060",34.0,90,72,162,84,6,8,42,,75.8,69.8,58.8,128.5,755,2333,2.65,2.12,4.76,2.47,4.59,2.23,1.73,3.96,2.05,3.78,20,2017-2018,0fde3d1e-1729-496d-b411-b403f5f981ec
add600ae,/en/squads/add600ae/2017-2018/Dortmund-Stats,Dortmund,30,25.9,59.1,34,374,"3,060",34.0,62,44,106,59,3,6,41,,66.0,61.4,48.9,110.3,733,1712,1.82,1.29,3.12,1.74,3.03,1.94,1.44,3.38,1.81,3.24,20,2017-2018,0fde3d1e-1729-496d-b411-b403f5f981ec
f0ac8ee6,/en/squads/f0ac8ee6/2017-2018/Eintracht-Frankfurt-Stats,Eint Frankfurt,28,26.4,47.9,34,374,"3,060",34.0,44,34,78,42,2,2,72,,42.2,40.9,30.7,71.6,492,1292,1.29,1.00,2.29,1.24,2.24,1.24,0.90,2.14,1.20,2.11,20,2017-2018,0fde3d1e-1729-496d-b411-b403f5f981ec
a486e511,/en/squads/a486e511/2017-2018/Freiburg-Stats,Freiburg,29,24.8,44.8,34,374,"3,060",34.0,32,21,53,26,6,10,56,,39.6,31.7,25.0,56.8,399,1061,0.94,0.62,1.56,0.76,1.38,1.16,0.74,1.90,0.93,1.67,20,2017-2018,0fde3d1e-1729-496d-b411-b403f5f981ec
32f3ee20,/en/squads/32f3ee20/2017-2018/Monchengladbach-Stats,Gladbach,27,25.7,52.0,34,374,"3,060",34.0,46,26,72,40,6,7,47,,51.1,45.8,35.0,80.8,578,1385,1.35,0.76,2.12,1.18,1.94,1.50,1.03,2.53,1.35,2.38,20,2017-2018,0fde3d1e-1729-496d-b411-b403f5f981ec
26790c6a,/en/squads/26790c6a/2017-2018/Hamburger-SV-Stats,Hamburger SV,29,25.0,49.0,34,374,"3,060",34.0,28,18,46,25,3,5,63,,37.7,33.8,24.1,58.0,568,1283,0.82,0.53,1.35,0.74,1.26,1.11,0.71,1.82,0.99,1.70,20,2017-2018,0fde3d1e-1729-496d-b411-b403f5f981ec
60b5e41f,/en/squads/60b5e41f/2017-2018/Hannover-96-Stats,Hannover 96,26,26.4,46.9,34,374,"3,060",34.0,44,26,70,40,4,5,63,,44.6,40.6,30.7,71.4,472,1237,1.29,0.76,2.06,1.18,1.94,1.31,0.90,2.22,1.20,2.10,20,2017-2018,0fde3d1e-1729-496d-b411-b403f5f981ec
2818f8bc,/en/squads/2818f8bc/2017-2018/Hertha-BSC-Stats,Hertha BSC,25,26.4,46.1,34,374,"3,060",34.0,43,32,75,39,4,5,49,,39.2,35.3,27.8,63.1,426,1219,1.26,0.94,2.21,1.15,2.09,1.15,0.82,1.97,1.04,1.86,20,2017-2018,0fde3d1e-1729-496d-b411-b403f5f981ec
033ea6b8,/en/squads/033ea6b8/2017-2018/Hoffenheim-Stats,Hoffenheim,26,25.0,51.2,34,374,"3,060",34.0,64,47,111,60,4,5,71,,50.5,46.6,36.6,83.2,644,1351,1.88,1.38,3.26,1.76,3.15,1.48,1.08,2.56,1.37,2.45,20,2017-2018,0fde3d1e-1729-496d-b411-b403f5f981ec
bc357bf7,/en/squads/bc357bf7/2017-2018/Koln-Stats,Köln,31,25.3,47.4,34,374,"3,060",34.0,33,24,57,30,3,3,70,,43.2,41.0,29.8,70.8,507,1331,0.97,0.71,1.68,0.88,1.59,1.27,0.88,2.15,1.21,2.08,20,2017-2018,0fde3d1e-1729-496d-b411-b403f5f981ec
