team_id,team_url,team,players_used,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,competition_id,season_id,id
0cdc4311,/en/squads/0cdc4311/2017-2018/Augsburg-Stats,Augsburg,27,34.0,41,430,141,32.8,12.65,4.15,0.09,0.26,18.1,20,4,4,44.7,41.6,0.10,-3.7,-4.6,20,2017-2018,35f514fc-e805-4b17-87b1-b79443ece7b6
054efa67,/en/squads/054efa67/2017-2018/Bayern-Munich-Stats,Bayern Munich,28,34.0,90,595,226,38.0,17.50,6.65,0.14,0.37,16.8,22,6,8,75.8,69.8,0.12,+14.2,+14.2,20,2017-2018,35f514fc-e805-4b17-87b1-b79443ece7b6
add600ae,/en/squads/add600ae/2017-2018/Dortmund-Stats,Dortmund,30,34.0,62,479,167,34.9,14.09,4.91,0.12,0.35,16.6,3,3,6,66.0,61.4,0.13,-4.0,-2.4,20,2017-2018,35f514fc-e805-4b17-87b1-b79443ece7b6
f0ac8ee6,/en/squads/f0ac8ee6/2017-2018/Eintracht-Frankfurt-Stats,Eint Frankfurt,28,34.0,44,388,145,37.4,11.41,4.26,0.11,0.29,17.3,11,2,2,42.2,40.9,0.11,+1.8,+1.1,20,2017-2018,35f514fc-e805-4b17-87b1-b79443ece7b6
a486e511,/en/squads/a486e511/2017-2018/Freiburg-Stats,Freiburg,29,34.0,32,374,110,29.4,11.00,3.24,0.07,0.24,19.6,17,6,10,39.6,31.7,0.09,-7.6,-5.7,20,2017-2018,35f514fc-e805-4b17-87b1-b79443ece7b6
32f3ee20,/en/squads/32f3ee20/2017-2018/Monchengladbach-Stats,Gladbach,27,34.0,46,449,149,33.2,13.21,4.38,0.09,0.27,17.7,15,6,7,51.1,45.8,0.10,-5.1,-5.8,20,2017-2018,35f514fc-e805-4b17-87b1-b79443ece7b6
26790c6a,/en/squads/26790c6a/2017-2018/Hamburger-SV-Stats,Hamburger SV,29,34.0,28,390,129,33.1,11.47,3.79,0.06,0.19,19.0,17,3,5,37.7,33.8,0.09,-9.7,-8.8,20,2017-2018,35f514fc-e805-4b17-87b1-b79443ece7b6
60b5e41f,/en/squads/60b5e41f/2017-2018/Hannover-96-Stats,Hannover 96,26,34.0,44,430,140,32.6,12.65,4.12,0.09,0.29,18.4,17,4,5,44.6,40.6,0.10,-0.6,-0.6,20,2017-2018,35f514fc-e805-4b17-87b1-b79443ece7b6
2818f8bc,/en/squads/2818f8bc/2017-2018/Hertha-BSC-Stats,Hertha BSC,25,34.0,43,315,128,40.6,9.26,3.76,0.12,0.30,17.8,13,4,5,39.2,35.3,0.12,+3.8,+3.7,20,2017-2018,35f514fc-e805-4b17-87b1-b79443ece7b6
033ea6b8,/en/squads/033ea6b8/2017-2018/Hoffenheim-Stats,Hoffenheim,26,34.0,64,470,172,36.6,13.82,5.06,0.13,0.35,18.1,13,4,5,50.5,46.6,0.10,+13.5,+13.4,20,2017-2018,35f514fc-e805-4b17-87b1-b79443ece7b6
bc357bf7,/en/squads/bc357bf7/2017-2018/Koln-Stats,Köln,31,34.0,33,385,111,28.8,11.32,3.26,0.08,0.27,18.5,18,3,3,43.2,41.0,0.11,-10.2,-11.0,20,2017-2018,35f514fc-e805-4b17-87b1-b79443ece7b6
c7a9f859,/en/squads/c7a9f859/2017-2018/Bayer-Leverkusen-Stats,Leverkusen,24,34.0,58,505,166,32.9,14.85,4.88,0.11,0.33,17.8,24,3,5,57.5,53.6,0.11,+0.5,+1.4,20,2017-2018,35f514fc-e805-4b17-87b1-b79443ece7b6
a224b06a,/en/squads/a224b06a/2017-2018/Mainz-05-Stats,Mainz 05,27,34.0,38,411,143,34.8,12.09,4.21,0.08,0.24,20.9,17,4,4,35.4,32.3,0.08,+2.6,+1.7,20,2017-2018,35f514fc-e805-4b17-87b1-b79443ece7b6
acbb6a5b,/en/squads/acbb6a5b/2017-2018/RB-Leipzig-Stats,RB Leipzig,23,34.0,57,484,172,35.5,14.24,5.06,0.11,0.31,18.0,24,4,5,51.9,48.0,0.10,+5.1,+5.0,20,2017-2018,35f514fc-e805-4b17-87b1-b79443ece7b6
c539e393,/en/squads/c539e393/2017-2018/Schalke-04-Stats,Schalke 04,24,34.0,50,396,153,38.6,11.65,4.50,0.10,0.26,18.4,14,10,10,46.7,38.9,0.10,+3.3,+1.1,20,2017-2018,35f514fc-e805-4b17-87b1-b79443ece7b6
598bc722,/en/squads/598bc722/2017-2018/Stuttgart-Stats,Stuttgart,26,34.0,35,362,119,32.9,10.65,3.50,0.09,0.29,18.5,17,1,3,40.3,38.0,0.11,-5.3,-4.0,20,2017-2018,35f514fc-e805-4b17-87b1-b79443ece7b6
62add3bf,/en/squads/62add3bf/2017-2018/Werder-Bremen-Stats,Werder Bremen,25,34.0,34,437,144,33.0,12.85,4.24,0.08,0.24,18.1,22,0,0,38.9,38.9,0.09,-4.9,-4.9,20,2017-2018,35f514fc-e805-4b17-87b1-b79443ece7b6
4eaa11d7,/en/squads/4eaa11d7/2017-2018/Wolfsburg-Stats,Wolfsburg,29,34.0,36,347,113,32.6,10.21,3.32,0.10,0.31,19.7,23,1,6,34.2,29.7,0.09,+1.8,+5.3,20,2017-2018,35f514fc-e805-4b17-87b1-b79443ece7b6
