team_id,team_url,team,players_used_away,minutes_90s_away,goals_away,shots_away,shots_on_target_away,shots_on_target_pct_away,shots_per90_away,shots_on_target_per90_away,goals_per_shot_away,goals_per_shot_on_target_away,average_shot_distance_away,shots_free_kicks_away,pens_made_away,pens_att_away,xg_away,npxg_away,npxg_per_shot_away,xg_net_away,npxg_net_away,competition_id,season_id,id
0cdc4311,/en/squads/0cdc4311/2019-2020/Augsburg-Stats,vs Augsburg,28,34.0,60,474,154,32.5,13.94,4.53,0.13,0.39,17.6,19,0,1,56.6,55.8,0.12,+3.4,+4.2,20,2019-2020,aef48c11-73fd-4cb7-9e58-ddcb0373f7ba
054efa67,/en/squads/054efa67/2019-2020/Bayern-Munich-Stats,vs Bayern Munich,29,34.0,31,312,109,34.9,9.18,3.21,0.09,0.26,17.6,12,3,4,37.9,34.8,0.12,-6.9,-6.8,20,2019-2020,aef48c11-73fd-4cb7-9e58-ddcb0373f7ba
add600ae,/en/squads/add600ae/2019-2020/Dortmund-Stats,vs Dortmund,27,34.0,38,349,99,28.4,10.26,2.91,0.10,0.35,18.3,13,3,3,40.9,38.6,0.11,-2.9,-3.6,20,2019-2020,aef48c11-73fd-4cb7-9e58-ddcb0373f7ba
b1278397,/en/squads/b1278397/2019-2020/Dusseldorf-Stats,vs Düsseldorf,28,34.0,63,463,172,37.1,13.62,5.06,0.13,0.35,17.4,21,3,5,60.7,57.5,0.13,+2.3,+2.5,20,2019-2020,aef48c11-73fd-4cb7-9e58-ddcb0373f7ba
f0ac8ee6,/en/squads/f0ac8ee6/2019-2020/Eintracht-Frankfurt-Stats,vs Eint Frankfurt,27,34.0,58,438,171,39.0,12.88,5.03,0.13,0.32,18.2,20,3,3,49.9,47.6,0.11,+8.1,+7.4,20,2019-2020,aef48c11-73fd-4cb7-9e58-ddcb0373f7ba
a486e511,/en/squads/a486e511/2019-2020/Freiburg-Stats,vs Freiburg,26,34.0,47,600,188,31.3,17.65,5.53,0.07,0.23,18.7,16,3,4,64.6,61.3,0.11,-17.6,-17.3,20,2019-2020,aef48c11-73fd-4cb7-9e58-ddcb0373f7ba
32f3ee20,/en/squads/32f3ee20/2019-2020/Monchengladbach-Stats,vs Gladbach,25,34.0,40,464,156,33.6,13.65,4.59,0.08,0.25,17.4,16,1,2,45.9,44.3,0.10,-5.9,-5.3,20,2019-2020,aef48c11-73fd-4cb7-9e58-ddcb0373f7ba
2818f8bc,/en/squads/2818f8bc/2019-2020/Hertha-BSC-Stats,vs Hertha BSC,32,34.0,57,475,166,34.9,13.97,4.88,0.11,0.30,18.2,20,7,7,54.5,49.0,0.11,+2.5,+1.0,20,2019-2020,aef48c11-73fd-4cb7-9e58-ddcb0373f7ba
033ea6b8,/en/squads/033ea6b8/2019-2020/Hoffenheim-Stats,vs Hoffenheim,31,34.0,51,491,159,32.4,14.44,4.68,0.09,0.28,17.6,12,6,8,59.6,53.3,0.11,-8.6,-8.3,20,2019-2020,aef48c11-73fd-4cb7-9e58-ddcb0373f7ba
bc357bf7,/en/squads/bc357bf7/2019-2020/Koln-Stats,vs Köln,29,34.0,67,446,150,33.6,13.12,4.41,0.14,0.42,18.8,19,4,6,53.3,48.6,0.11,+13.7,+14.4,20,2019-2020,aef48c11-73fd-4cb7-9e58-ddcb0373f7ba
c7a9f859,/en/squads/c7a9f859/2019-2020/Bayer-Leverkusen-Stats,vs Leverkusen,24,34.0,44,375,141,37.6,11.03,4.15,0.11,0.30,17.1,15,2,2,51.2,49.7,0.14,-7.2,-7.7,20,2019-2020,aef48c11-73fd-4cb7-9e58-ddcb0373f7ba
a224b06a,/en/squads/a224b06a/2019-2020/Mainz-05-Stats,vs Mainz 05,25,34.0,64,500,176,35.2,14.71,5.18,0.12,0.35,17.5,23,3,5,59.6,55.6,0.11,+4.4,+5.4,20,2019-2020,aef48c11-73fd-4cb7-9e58-ddcb0373f7ba
d9f93f02,/en/squads/d9f93f02/2019-2020/Paderborn-07-Stats,vs Paderborn 07,27,34.0,72,490,180,36.7,14.41,5.29,0.14,0.38,16.2,15,4,5,67.3,63.4,0.13,+4.7,+4.6,20,2019-2020,aef48c11-73fd-4cb7-9e58-ddcb0373f7ba
acbb6a5b,/en/squads/acbb6a5b/2019-2020/RB-Leipzig-Stats,vs RB Leipzig,29,34.0,37,349,119,34.1,10.26,3.50,0.10,0.29,17.6,8,2,2,38.8,37.2,0.11,-1.8,-2.2,20,2019-2020,aef48c11-73fd-4cb7-9e58-ddcb0373f7ba
c539e393,/en/squads/c539e393/2019-2020/Schalke-04-Stats,vs Schalke 04,29,34.0,56,459,167,36.4,13.50,4.91,0.11,0.30,17.7,15,6,6,51.6,47.0,0.10,+4.4,+3.0,20,2019-2020,aef48c11-73fd-4cb7-9e58-ddcb0373f7ba
7a41008f,/en/squads/7a41008f/2019-2020/Union-Berlin-Stats,vs Union Berlin,26,34.0,57,489,163,33.3,14.38,4.79,0.11,0.33,18.4,29,3,4,54.3,51.1,0.11,+2.7,+2.9,20,2019-2020,aef48c11-73fd-4cb7-9e58-ddcb0373f7ba
62add3bf,/en/squads/62add3bf/2019-2020/Werder-Bremen-Stats,vs Werder Bremen,30,34.0,66,500,173,34.6,14.71,5.09,0.13,0.38,17.4,11,1,1,55.4,54.6,0.11,+10.6,+10.4,20,2019-2020,aef48c11-73fd-4cb7-9e58-ddcb0373f7ba
4eaa11d7,/en/squads/4eaa11d7/2019-2020/Wolfsburg-Stats,vs Wolfsburg,26,34.0,46,377,137,36.3,11.09,4.03,0.11,0.30,17.5,14,5,5,42.9,39.1,0.11,+3.1,+1.9,20,2019-2020,aef48c11-73fd-4cb7-9e58-ddcb0373f7ba
