team_id,team_url,team,players_used,minutes_90s,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,competition_id,season_id,id
0cdc4311,/en/squads/0cdc4311/2022-2023/Augsburg-Stats,Augsburg,34,34.0,96,5,2,433,356,58,548,286,299,3,4,2,1792,640,777,45.2,20,2022-2023,3e5cc47f-537f-476a-8921-8acfca0c8ffd
054efa67,/en/squads/054efa67/2022-2023/Bayern-Munich-Stats,Bayern Munich,28,34.0,49,3,2,306,335,84,603,287,387,5,10,0,2085,471,381,55.3,20,2022-2023,3e5cc47f-537f-476a-8921-8acfca0c8ffd
b42c6323,/en/squads/b42c6323/2022-2023/Bochum-Stats,Bochum,26,34.0,64,1,0,429,354,66,568,337,386,3,14,3,1991,770,737,51.1,20,2022-2023,3e5cc47f-537f-476a-8921-8acfca0c8ffd
add600ae,/en/squads/add600ae/2022-2023/Dortmund-Stats,Dortmund,30,34.0,66,0,0,322,407,41,677,298,334,6,1,1,1958,425,364,53.9,20,2022-2023,3e5cc47f-537f-476a-8921-8acfca0c8ffd
f0ac8ee6,/en/squads/f0ac8ee6/2022-2023/Eintracht-Frankfurt-Stats,Eint Frankfurt,28,34.0,71,1,1,429,377,70,616,284,357,6,2,1,2088,467,555,45.7,20,2022-2023,3e5cc47f-537f-476a-8921-8acfca0c8ffd
a486e511,/en/squads/a486e511/2022-2023/Freiburg-Stats,Freiburg,27,34.0,62,2,1,404,424,57,547,325,289,7,6,0,1754,743,686,52.0,20,2022-2023,3e5cc47f-537f-476a-8921-8acfca0c8ffd
32f3ee20,/en/squads/32f3ee20/2022-2023/Monchengladbach-Stats,Gladbach,27,34.0,62,3,1,338,447,72,441,267,275,3,6,1,1718,415,419,49.8,20,2022-2023,3e5cc47f-537f-476a-8921-8acfca0c8ffd
2818f8bc,/en/squads/2818f8bc/2022-2023/Hertha-BSC-Stats,Hertha BSC,32,34.0,82,1,1,422,394,58,516,366,344,4,6,0,1835,633,701,47.5,20,2022-2023,3e5cc47f-537f-476a-8921-8acfca0c8ffd
033ea6b8,/en/squads/033ea6b8/2022-2023/Hoffenheim-Stats,Hoffenheim,31,34.0,80,5,3,471,368,78,577,285,323,7,3,1,1843,550,557,49.7,20,2022-2023,3e5cc47f-537f-476a-8921-8acfca0c8ffd
bc357bf7,/en/squads/bc357bf7/2022-2023/Koln-Stats,Köln,27,34.0,75,3,3,400,352,68,790,372,370,2,5,3,2022,659,608,52.0,20,2022-2023,3e5cc47f-537f-476a-8921-8acfca0c8ffd
c7a9f859,/en/squads/c7a9f859/2022-2023/Bayer-Leverkusen-Stats,Leverkusen,27,34.0,75,7,3,382,409,51,461,294,280,6,7,2,1918,430,492,46.6,20,2022-2023,3e5cc47f-537f-476a-8921-8acfca0c8ffd
a224b06a,/en/squads/a224b06a/2022-2023/Mainz-05-Stats,Mainz 05,27,34.0,69,1,0,476,334,74,610,433,341,5,8,0,2081,740,703,51.3,20,2022-2023,3e5cc47f-537f-476a-8921-8acfca0c8ffd
acbb6a5b,/en/squads/acbb6a5b/2022-2023/RB-Leipzig-Stats,RB Leipzig,25,34.0,69,2,1,393,402,80,489,310,312,5,8,2,1966,440,433,50.4,20,2022-2023,3e5cc47f-537f-476a-8921-8acfca0c8ffd
c539e393,/en/squads/c539e393/2022-2023/Schalke-04-Stats,Schalke 04,35,34.0,68,1,0,427,391,70,764,306,329,3,6,1,1896,692,739,48.4,20,2022-2023,3e5cc47f-537f-476a-8921-8acfca0c8ffd
598bc722,/en/squads/598bc722/2022-2023/Stuttgart-Stats,Stuttgart,30,34.0,72,5,4,346,407,56,597,308,316,4,6,1,1989,547,470,53.8,20,2022-2023,3e5cc47f-537f-476a-8921-8acfca0c8ffd
7a41008f,/en/squads/7a41008f/2022-2023/Union-Berlin-Stats,Union Berlin,28,34.0,65,2,1,445,345,62,708,262,278,4,7,0,1833,767,755,50.4,20,2022-2023,3e5cc47f-537f-476a-8921-8acfca0c8ffd
62add3bf,/en/squads/62add3bf/2022-2023/Werder-Bremen-Stats,Werder Bremen,25,34.0,76,1,0,426,369,65,514,321,349,3,3,2,1987,631,622,50.4,20,2022-2023,3e5cc47f-537f-476a-8921-8acfca0c8ffd
4eaa11d7,/en/squads/4eaa11d7/2022-2023/Wolfsburg-Stats,Wolfsburg,28,34.0,63,0,0,390,451,50,568,292,324,6,7,3,1800,525,546,49.0,20,2022-2023,3e5cc47f-537f-476a-8921-8acfca0c8ffd
