team_id,team_url,team,players_used_away,minutes_90s_away,cards_yellow_away,cards_red_away,cards_yellow_red_away,fouls_away,fouled_away,offsides_away,crosses_away,interceptions_away,tackles_won_away,pens_won_away,pens_conceded_away,own_goals_away,competition_id,season_id,id
0cdc4311,/en/squads/0cdc4311/2016-2017/Augsburg-Stats,vs Augsburg,28,34.0,56,4,1,464,489,48,460,611,434,4,4,0,20,2016-2017,d789ceec-131c-4f80-b6c2-f278a4987294
054efa67,/en/squads/054efa67/2016-2017/Bayern-Munich-Stats,vs Bayern Munich,22,34.0,52,4,3,429,347,72,333,825,483,3,5,1,20,2016-2017,d789ceec-131c-4f80-b6c2-f278a4987294
6a6967fc,/en/squads/6a6967fc/2016-2017/Darmstadt-98-Stats,vs Darmstadt 98,31,34.0,60,4,1,468,499,61,548,507,400,8,7,0,20,2016-2017,d789ceec-131c-4f80-b6c2-f278a4987294
add600ae,/en/squads/add600ae/2016-2017/Dortmund-Stats,vs Dortmund,27,34.0,88,3,2,562,400,128,339,780,481,2,7,1,20,2016-2017,d789ceec-131c-4f80-b6c2-f278a4987294
f0ac8ee6,/en/squads/f0ac8ee6/2016-2017/Eintracht-Frankfurt-Stats,vs Eint Frankfurt,26,34.0,60,4,2,484,522,135,426,695,483,4,7,1,20,2016-2017,d789ceec-131c-4f80-b6c2-f278a4987294
a486e511,/en/squads/a486e511/2016-2017/Freiburg-Stats,vs Freiburg,25,34.0,59,0,0,485,426,91,523,617,482,6,9,0,20,2016-2017,d789ceec-131c-4f80-b6c2-f278a4987294
32f3ee20,/en/squads/32f3ee20/2016-2017/Monchengladbach-Stats,vs Gladbach,24,34.0,65,3,1,460,405,83,482,803,474,4,2,1,20,2016-2017,d789ceec-131c-4f80-b6c2-f278a4987294
26790c6a,/en/squads/26790c6a/2016-2017/Hamburger-SV-Stats,vs Hamburger SV,29,34.0,71,1,1,476,547,78,455,711,515,6,2,1,20,2016-2017,d789ceec-131c-4f80-b6c2-f278a4987294
2818f8bc,/en/squads/2818f8bc/2016-2017/Hertha-BSC-Stats,vs Hertha BSC,26,34.0,71,5,3,503,475,86,453,700,403,3,5,1,20,2016-2017,d789ceec-131c-4f80-b6c2-f278a4987294
033ea6b8,/en/squads/033ea6b8/2016-2017/Hoffenheim-Stats,vs Hoffenheim,23,34.0,71,5,2,553,496,96,509,760,543,1,5,0,20,2016-2017,d789ceec-131c-4f80-b6c2-f278a4987294
12eb2039,/en/squads/12eb2039/2016-2017/Ingolstadt-04-Stats,vs Ingolstadt 04,22,34.0,61,4,2,569,542,83,405,718,450,8,8,1,20,2016-2017,d789ceec-131c-4f80-b6c2-f278a4987294
bc357bf7,/en/squads/bc357bf7/2016-2017/Koln-Stats,vs Köln,26,34.0,63,3,1,498,463,54,561,688,417,4,4,2,20,2016-2017,d789ceec-131c-4f80-b6c2-f278a4987294
c7a9f859,/en/squads/c7a9f859/2016-2017/Bayer-Leverkusen-Stats,vs Leverkusen,24,34.0,50,2,1,429,458,86,447,851,566,3,8,0,20,2016-2017,d789ceec-131c-4f80-b6c2-f278a4987294
a224b06a,/en/squads/a224b06a/2016-2017/Mainz-05-Stats,vs Mainz 05,28,34.0,67,3,3,494,473,54,450,706,585,3,7,2,20,2016-2017,d789ceec-131c-4f80-b6c2-f278a4987294
acbb6a5b,/en/squads/acbb6a5b/2016-2017/RB-Leipzig-Stats,vs RB Leipzig,23,34.0,96,6,3,487,509,90,430,855,463,4,4,4,20,2016-2017,d789ceec-131c-4f80-b6c2-f278a4987294
c539e393,/en/squads/c539e393/2016-2017/Schalke-04-Stats,vs Schalke 04,29,34.0,57,1,0,461,500,69,531,672,521,10,4,0,20,2016-2017,d789ceec-131c-4f80-b6c2-f278a4987294
62add3bf,/en/squads/62add3bf/2016-2017/Werder-Bremen-Stats,vs Werder Bremen,31,34.0,64,1,1,528,453,78,582,647,452,10,6,0,20,2016-2017,d789ceec-131c-4f80-b6c2-f278a4987294
4eaa11d7,/en/squads/4eaa11d7/2016-2017/Wolfsburg-Stats,vs Wolfsburg,31,34.0,62,2,1,506,495,61,457,698,436,5,3,2,20,2016-2017,d789ceec-131c-4f80-b6c2-f278a4987294
