team_id,team_url,team,players_used_away,minutes_90s_away,tackles_away,tackles_won_away,tackles_def_3rd_away,tackles_mid_3rd_away,tackles_att_3rd_away,challenge_tackles_away,challenges_away,challenge_tackles_pct_away,challenges_lost_away,blocks_away,blocked_shots_away,blocked_passes_away,interceptions_away,tackles_interceptions_away,clearances_away,errors_away,competition_id,season_id,id
0cdc4311,/en/squads/0cdc4311/2019-2020/Augsburg-Stats,vs Augsburg,28,34.0,544,329,263,196,85,240,473,50.7,233,348,70,278,312,856,492,11,20,2019-2020,ed933d1e-a6f2-4962-97a3-0d96a29a4ebe
054efa67,/en/squads/054efa67/2019-2020/Bayern-Munich-Stats,vs Bayern Munich,29,34.0,570,351,322,193,55,261,741,35.2,480,424,126,298,468,1038,867,14,20,2019-2020,ed933d1e-a6f2-4962-97a3-0d96a29a4ebe
add600ae,/en/squads/add600ae/2019-2020/Dortmund-Stats,vs Dortmund,27,34.0,633,381,312,240,81,282,750,37.6,468,405,94,311,449,1082,569,12,20,2019-2020,ed933d1e-a6f2-4962-97a3-0d96a29a4ebe
b1278397,/en/squads/b1278397/2019-2020/Dusseldorf-Stats,vs Düsseldorf,28,34.0,468,291,229,183,56,196,453,43.3,257,341,121,220,323,791,708,11,20,2019-2020,ed933d1e-a6f2-4962-97a3-0d96a29a4ebe
f0ac8ee6,/en/squads/f0ac8ee6/2019-2020/Eintracht-Frankfurt-Stats,vs Eint Frankfurt,27,34.0,491,293,266,193,32,190,520,36.5,330,417,114,303,403,894,780,5,20,2019-2020,ed933d1e-a6f2-4962-97a3-0d96a29a4ebe
a486e511,/en/squads/a486e511/2019-2020/Freiburg-Stats,vs Freiburg,26,34.0,462,303,224,181,57,203,452,44.9,249,403,116,287,304,766,656,11,20,2019-2020,ed933d1e-a6f2-4962-97a3-0d96a29a4ebe
32f3ee20,/en/squads/32f3ee20/2019-2020/Monchengladbach-Stats,vs Gladbach,25,34.0,572,350,273,235,64,251,638,39.3,387,395,122,273,440,1012,579,17,20,2019-2020,ed933d1e-a6f2-4962-97a3-0d96a29a4ebe
2818f8bc,/en/squads/2818f8bc/2019-2020/Hertha-BSC-Stats,vs Hertha BSC,32,34.0,520,319,242,223,55,175,526,33.3,351,331,74,257,289,809,515,7,20,2019-2020,ed933d1e-a6f2-4962-97a3-0d96a29a4ebe
033ea6b8,/en/squads/033ea6b8/2019-2020/Hoffenheim-Stats,vs Hoffenheim,31,34.0,537,315,242,225,70,213,512,41.6,299,397,104,293,336,873,595,15,20,2019-2020,ed933d1e-a6f2-4962-97a3-0d96a29a4ebe
bc357bf7,/en/squads/bc357bf7/2019-2020/Koln-Stats,vs Köln,29,34.0,478,299,196,211,71,178,450,39.6,272,341,94,247,386,864,686,11,20,2019-2020,ed933d1e-a6f2-4962-97a3-0d96a29a4ebe
c7a9f859,/en/squads/c7a9f859/2019-2020/Bayer-Leverkusen-Stats,vs Leverkusen,24,34.0,620,370,275,284,61,260,710,36.6,450,438,132,306,478,1098,742,13,20,2019-2020,ed933d1e-a6f2-4962-97a3-0d96a29a4ebe
a224b06a,/en/squads/a224b06a/2019-2020/Mainz-05-Stats,vs Mainz 05,25,34.0,581,345,291,205,85,235,614,38.3,379,337,120,217,345,926,705,5,20,2019-2020,ed933d1e-a6f2-4962-97a3-0d96a29a4ebe
d9f93f02,/en/squads/d9f93f02/2019-2020/Paderborn-07-Stats,vs Paderborn 07,27,34.0,669,413,319,270,80,307,689,44.6,382,457,116,341,393,1062,646,8,20,2019-2020,ed933d1e-a6f2-4962-97a3-0d96a29a4ebe
acbb6a5b,/en/squads/acbb6a5b/2019-2020/RB-Leipzig-Stats,vs RB Leipzig,29,34.0,555,312,264,227,64,235,623,37.7,388,429,120,309,467,1022,626,17,20,2019-2020,ed933d1e-a6f2-4962-97a3-0d96a29a4ebe
c539e393,/en/squads/c539e393/2019-2020/Schalke-04-Stats,vs Schalke 04,29,34.0,683,411,352,254,77,266,687,38.7,421,387,98,289,369,1052,607,8,20,2019-2020,ed933d1e-a6f2-4962-97a3-0d96a29a4ebe
7a41008f,/en/squads/7a41008f/2019-2020/Union-Berlin-Stats,vs Union Berlin,26,34.0,445,303,196,190,59,197,456,43.2,259,358,101,257,357,802,636,9,20,2019-2020,ed933d1e-a6f2-4962-97a3-0d96a29a4ebe
62add3bf,/en/squads/62add3bf/2019-2020/Werder-Bremen-Stats,vs Werder Bremen,30,34.0,537,336,237,235,65,211,470,44.9,259,391,107,284,382,919,676,8,20,2019-2020,ed933d1e-a6f2-4962-97a3-0d96a29a4ebe
4eaa11d7,/en/squads/4eaa11d7/2019-2020/Wolfsburg-Stats,vs Wolfsburg,26,34.0,633,372,304,259,70,260,612,42.5,352,391,104,287,382,1015,700,6,20,2019-2020,ed933d1e-a6f2-4962-97a3-0d96a29a4ebe
